MEASUREMENT_TIME	ID_INPUT	VALUE	PRIVATE_DATA
2023-01-18 16:49:34.541	2	Microsoft Teams	0
2023-01-18 16:49:34.541	3	Teams.exe	0
2023-01-18 16:49:34.541	4	Chrome_WidgetWin_1	0
2023-01-18 16:49:34.541	5	\DISPLAY1	0
2023-01-18 16:49:46.043	2	Discord Updater	0
2023-01-18 16:49:46.043	3	Discord.exe	0
2023-01-18 16:49:46.043	4	Chrome_WidgetWin_1	0
2023-01-18 16:49:46.043	5	\DISPLAY1	0
2023-01-18 16:49:49.234	2	FolderView	0
2023-01-18 16:49:49.234	3	explorer.exe	0
2023-01-18 16:49:49.234	4	SysListView32	0
2023-01-18 16:49:49.234	5	\DISPLAY1	0
2023-01-18 16:49:53.414	2		0
2023-01-18 16:49:53.414	3	firefox.exe	0
2023-01-18 16:49:53.414	4	MozillaWindowClass	0
2023-01-18 16:49:53.414	5	\DISPLAY1	0
2023-01-18 16:49:56.043	2	Friends - Discord	0
2023-01-18 16:49:56.043	3	Discord.exe	0
2023-01-18 16:49:56.043	4	Chrome_WidgetWin_1	0
2023-01-18 16:49:56.043	5	\DISPLAY1	0
2023-01-18 16:50:06.043	2	(57) 2022新歌 JJ Lin林俊杰最好的歌 - 2022精选流行好歌20首 - 2022内地歌手歌曲, JJ Lin林俊杰的特色歌曲列表 - 2022流行音樂, 国际音乐明星 - YouTube — Mozilla Firefox	0
2023-01-18 16:50:06.043	3	firefox.exe	0
2023-01-18 16:50:06.043	4	MozillaWindowClass	0
2023-01-18 16:50:06.043	5	\DISPLAY1	0
2023-01-18 16:50:11.909	2	Chrome Legacy Window	0
2023-01-18 16:50:11.909	3	Teams.exe	0
2023-01-18 16:50:11.909	4	Chrome_RenderWidgetHostHWND	0
2023-01-18 16:50:11.909	5	\DISPLAY1	0
2023-01-18 16:50:17.042	2	(57) 2022新歌 JJ Lin林俊杰最好的歌 - 2022精选流行好歌20首 - 2022内地歌手歌曲, JJ Lin林俊杰的特色歌曲列表 - 2022流行音樂, 国际音乐明星 - YouTube — Mozilla Firefox	0
2023-01-18 16:50:17.042	3	firefox.exe	0
2023-01-18 16:50:17.042	4	MozillaWindowClass	0
2023-01-18 16:50:17.042	5	\DISPLAY1	0
2023-01-18 17:39:00.569	2	Start	0
2023-01-18 17:39:00.569	3	explorer.exe	0
2023-01-18 17:39:00.569	4	Start	0
2023-01-18 17:39:00.569	5	\DISPLAY1	0
2023-01-18 17:39:01.067	2	Start	0
2023-01-18 17:39:01.067	3	StartMenuExperienceHost.exe	0
2023-01-18 17:39:01.067	4	Windows.UI.Core.CoreWindow	0
2023-01-18 17:39:01.067	5	\DISPLAY1	0
