,0
3,firefox.exe
3,chrome.exe
3,Talkdesk.exe
3,chrome.exe
3,Talkdesk.exe
3,chrome.exe
3,firefox.exe
3,explorer.exe
3,Discord.exe
3,chrome.exe
3,Discord.exe
3,firefox.exe
3,Discord.exe
3,firefox.exe
3,Discord.exe
3,firefox.exe
3,Discord.exe
3,firefox.exe
3,Discord.exe
3,firefox.exe
3,Discord.exe
3,chrome.exe
3,firefox.exe
3,chrome.exe
3,Talkdesk.exe
3,chrome.exe
3,Talkdesk.exe
3,chrome.exe
3,Talkdesk.exe
3,chrome.exe
3,Talkdesk.exe
3,chrome.exe
3,Talkdesk.exe
3,chrome.exe
3,Talkdesk.exe
3,Discord.exe
3,Talkdesk.exe
3,Discord.exe
3,explorer.exe
3,OUTLOOK.EXE
3,ScreenClippingHost.exe
3,Discord.exe
3,Talkdesk.exe
3,Discord.exe
3,chrome.exe
3,Discord.exe
3,chrome.exe
3,explorer.exe
3,Discord.exe
3,ScreenClippingHost.exe
3,Discord.exe
3,chrome.exe
3,Discord.exe
3,chrome.exe
3,Discord.exe
3,chrome.exe
3,Discord.exe
3,chrome.exe
3,Discord.exe
3,chrome.exe
3,Discord.exe
3,chrome.exe
3,notepad++.exe
3,explorer.exe
3,notepad++.exe
3,explorer.exe
3,notepad++.exe
3,chrome.exe
3,Talkdesk.exe
3,chrome.exe
3,Discord.exe
3,chrome.exe
3,Talkdesk.exe
3,chrome.exe
3,Discord.exe
3,Talkdesk.exe
3,Discord.exe
3,chrome.exe
3,Discord.exe
3,Talkdesk.exe
3,Discord.exe
3,Talkdesk.exe
3,chrome.exe
3,Talkdesk.exe
3,chrome.exe
3,Discord.exe
3,chrome.exe
3,Talkdesk.exe
3,chrome.exe
3,Talkdesk.exe
3,chrome.exe
3,Talkdesk.exe
3,Discord.exe
3,chrome.exe
3,Discord.exe
3,chrome.exe
3,Discord.exe
3,chrome.exe
3,Discord.exe
3,chrome.exe
3,Discord.exe
3,chrome.exe
3,Discord.exe
3,chrome.exe
3,Discord.exe
3,chrome.exe
3,Discord.exe
3,chrome.exe
3,Discord.exe
3,chrome.exe
3,Discord.exe
3,chrome.exe
3,Talkdesk.exe
3,Discord.exe
3,chrome.exe
3,Discord.exe
3,chrome.exe
3,Discord.exe
3,firefox.exe
3,chrome.exe
3,Discord.exe
3,firefox.exe
3,chrome.exe
3,OUTLOOK.EXE
3,chrome.exe
3,Talkdesk.exe
3,chrome.exe
3,Discord.exe
3,chrome.exe
3,Talkdesk.exe
3,chrome.exe
3,Talkdesk.exe
