MEASUREMENT_TIME,ID_INPUT,VALUE,PRIVATE_DATA
2022-12-19 02:59:10.790,2,Loading Microsoft Teams,0
2022-12-19 02:59:10.790,3,Teams.exe,0
2022-12-19 02:59:10.790,4,Chrome_WidgetWin_1,0
2022-12-19 02:59:10.790,5,\DISPLAY1,0
2022-12-19 02:59:22.291,2,Camera,0
2022-12-19 02:59:22.291,3,ApplicationFrameHost.exe,0
2022-12-19 02:59:22.291,4,ApplicationFrameWindow,0
2022-12-19 02:59:22.291,5,\DISPLAY1,0
2022-12-19 02:59:30.611,2,Camera,0
2022-12-19 02:59:30.611,3,WindowsCamera.exe,0
2022-12-19 02:59:30.611,4,Windows.UI.Core.CoreWindow,0
2022-12-19 02:59:30.611,5,\DISPLAY1,0
2022-12-19 02:59:32.291,2,Camera,0
2022-12-19 02:59:32.291,3,ApplicationFrameHost.exe,0
2022-12-19 02:59:32.291,4,ApplicationFrameWindow,0
2022-12-19 02:59:32.291,5,\DISPLAY1,0
2022-12-19 03:02:28.337,2,Camera,0
2022-12-19 03:02:28.337,3,WindowsCamera.exe,0
2022-12-19 03:02:28.337,4,Windows.UI.Core.CoreWindow,0
2022-12-19 03:02:28.337,5,\DISPLAY1,0
2022-12-19 03:02:32.298,2,Camera,0
2022-12-19 03:02:32.298,3,ApplicationFrameHost.exe,0
2022-12-19 03:02:32.298,4,ApplicationFrameWindow,0
2022-12-19 03:02:32.298,5,\DISPLAY1,0
2022-12-19 03:02:34.700,2,Camera,0
2022-12-19 03:02:34.700,3,WindowsCamera.exe,0
2022-12-19 03:02:34.700,4,Windows.UI.Core.CoreWindow,0
2022-12-19 03:02:34.700,5,\DISPLAY1,0
2022-12-19 03:02:42.298,2,Camera,0
2022-12-19 03:02:42.298,3,ApplicationFrameHost.exe,0
2022-12-19 03:02:42.298,4,ApplicationFrameWindow,0
2022-12-19 03:02:42.298,5,\DISPLAY1,0
2022-12-19 03:02:44.105,2,Camera,0
2022-12-19 03:02:44.105,3,WindowsCamera.exe,0
2022-12-19 03:02:44.105,4,Windows.UI.Core.CoreWindow,0
2022-12-19 03:02:44.105,5,\DISPLAY1,0
2022-12-19 03:02:48.517,2,,0
2022-12-19 03:02:48.517,3,ApplicationFrameHost.exe,0
2022-12-19 03:02:48.517,4,ApplicationFrameTitleBarWindow,0
2022-12-19 03:02:48.517,5,\DISPLAY1,0
2022-12-19 03:02:49.792,2,Type here to search,0
2022-12-19 03:02:49.792,3,explorer.exe,0
2022-12-19 03:02:49.792,4,Button,0
2022-12-19 03:02:49.792,5,\DISPLAY1,0
2022-12-19 03:02:52.298,2,Camera,0
2022-12-19 03:02:52.298,3,ApplicationFrameHost.exe,0
2022-12-19 03:02:52.298,4,ApplicationFrameWindow,0
2022-12-19 03:02:52.298,5,\DISPLAY1,0
2022-12-19 03:02:53.144,2,Running applications,0
2022-12-19 03:02:53.144,3,explorer.exe,0
2022-12-19 03:02:53.144,4,MSTaskListWClass,0
2022-12-19 03:02:53.144,5,\DISPLAY1,0
2022-12-19 03:03:20.661,2,DB Browser for SQLite,0
2022-12-19 03:03:20.661,3,DB Browser for SQLite.exe,0
2022-12-19 03:03:20.661,4,Qt5QWindowIcon,0
2022-12-19 03:03:20.661,5,\DISPLAY1,0
2022-12-19 03:03:21.591,2,,0
2022-12-19 03:03:21.591,3,explorer.exe,0
