MEASUREMENT_TIME	ID_INPUT	VALUE	PRIVATE_DATA
2023-02-03 06:13:46.872	2	PDF File viewer | Microsoft Teams	0
2023-02-03 06:13:46.872	3	Teams.exe	0
2023-02-03 06:13:46.872	4	Chrome_WidgetWin_1	0
2023-02-03 06:13:46.872	5	\DISPLAY1	0
2023-02-03 06:15:20.124	2	Chrome Legacy Window	0
2023-02-03 06:15:20.124	3	Discord.exe	0
2023-02-03 06:15:20.124	4	Chrome_RenderWidgetHostHWND	0
2023-02-03 06:15:20.124	5	\DISPLAY1	0
2023-02-03 06:15:30.795	2	Netflix — Mozilla Firefox	0
2023-02-03 06:15:30.795	3	firefox.exe	0
2023-02-03 06:15:30.795	4	MozillaWindowClass	0
2023-02-03 06:15:30.795	5	\DISPLAY1	0
2023-02-03 06:15:33.052	2	Running applications	0
2023-02-03 06:15:33.052	3	explorer.exe	0
2023-02-03 06:15:33.052	4	MSTaskListWClass	0
2023-02-03 06:15:33.052	5	\DISPLAY1	0
2023-02-03 06:15:35.012	2		0
2023-02-03 06:15:35.012	3	cmd.exe	0
2023-02-03 06:15:35.012	4	ConsoleWindowClass	0
2023-02-03 06:15:35.012	5	\DISPLAY1	0
