,Start,Value,Duration
1049,2022-12-14 09:21:40.100,Zoom.exe,0 days 00:01:00.008000
1050,2022-12-14 09:22:40.108,Talkdesk.exe,0 days 00:00:03
1051,2022-12-14 09:22:43.108,Zoom.exe,0 days 00:00:03
1052,2022-12-14 09:22:46.108,Talkdesk.exe,0 days 00:00:12.002000
1053,2022-12-14 09:22:58.110,Zoom.exe,0 days 00:00:09.001000
1054,2022-12-14 09:23:07.111,Discord.exe,0 days 00:00:09.001000
1055,2022-12-14 09:23:16.112,Zoom.exe,0 days 00:00:39.003000
1056,2022-12-14 09:23:55.115,chrome.exe,0 days 00:00:03.001000
1057,2022-12-14 09:23:58.116,Zoom.exe,0 days 00:00:03
1058,2022-12-14 09:24:01.116,chrome.exe,0 days 00:00:03
1059,2022-12-14 09:24:04.116,Zoom.exe,0 days 00:00:48.008000
1060,2022-12-14 09:24:52.124,chrome.exe,0 days 00:00:09.001000
1061,2022-12-14 09:25:01.125,Zoom.exe,0 days 00:00:24.002000
1062,2022-12-14 09:25:25.127,Discord.exe,0 days 00:00:12.002000
1063,2022-12-14 09:25:37.129,chrome.exe,0 days 00:00:03.001000
1064,2022-12-14 09:25:40.130,Discord.exe,0 days 00:00:03
1065,2022-12-14 09:25:43.130,chrome.exe,0 days 00:00:18.003000
1066,2022-12-14 09:26:01.133,Discord.exe,0 days 00:00:03.001000
1067,2022-12-14 09:26:04.134,chrome.exe,0 days 00:00:39.007000
1068,2022-12-14 09:26:43.141,Zoom.exe,0 days 00:00:03.001000
1069,2022-12-14 09:26:46.142,chrome.exe,0 days 00:00:39.005000
1070,2022-12-14 09:27:25.147,Discord.exe,0 days 00:00:03
1071,2022-12-14 09:27:28.147,Zoom.exe,0 days 00:00:18.002000
1072,2022-12-14 09:27:46.149,firefox.exe,0 days 00:00:03
1073,2022-12-14 09:27:49.149,Zoom.exe,0 days 00:00:18.003000
1074,2022-12-14 09:28:07.152,chrome.exe,0 days 00:00:03
1075,2022-12-14 09:28:10.152,Zoom.exe,0 days 00:00:27.004000
1076,2022-12-14 09:28:37.156,chrome.exe,0 days 00:00:06.001000
1077,2022-12-14 09:28:43.157,Zoom.exe,0 days 00:00:03.001000
1078,2022-12-14 09:28:46.158,chrome.exe,0 days 00:02:15.020000
1079,2022-12-14 09:31:01.178,Zoom.exe,0 days 00:00:06.001000
1080,2022-12-14 09:31:07.179,chrome.exe,0 days 00:00:06.001000
1081,2022-12-14 09:31:13.180,Zoom.exe,0 days 00:00:03
1082,2022-12-14 09:31:16.180,chrome.exe,0 days 00:00:06.001000
1083,2022-12-14 09:31:22.181,Zoom.exe,0 days 00:00:06.001000
1084,2022-12-14 09:31:28.182,chrome.exe,0 days 00:01:48.017000
1085,2022-12-14 09:33:16.199,Discord.exe,0 days 00:00:06.001000
1086,2022-12-14 09:33:22.200,chrome.exe,0 days 00:00:06.001000
1087,2022-12-14 09:33:28.201,Teams.exe,0 days 00:01:15.009000
1088,2022-12-14 09:34:43.210,chrome.exe,0 days 00:00:33.006000
1089,2022-12-14 09:35:16.216,Teams.exe,0 days 00:00:06
1090,2022-12-14 09:35:22.216,chrome.exe,0 days 00:01:57.020000
1091,2022-12-14 09:37:19.236,firefox.exe,0 days 00:03:15.021000
1092,2022-12-14 09:40:34.257,notepad++.exe,0 days 00:00:06.001000
1093,2022-12-14 09:40:40.258,SearchApp.exe,0 days 00:01:21.009000
1094,2022-12-14 09:42:01.267,Teams.exe,0 days 00:00:18.002000
1095,2022-12-14 09:42:19.269,Discord.exe,0 days 00:00:42.004000
1096,2022-12-14 09:43:01.273,chrome.exe,0 days 00:00:03
1097,2022-12-14 09:43:04.273,Teams.exe,0 days 00:00:03
1098,2022-12-14 09:43:07.273,chrome.exe,0 days 00:00:03.001000
1099,2022-12-14 09:43:10.274,Teams.exe,0 days 00:00:12.002000
1100,2022-12-14 09:43:22.276,chrome.exe,0 days 00:01:27.009000
1101,2022-12-14 09:44:49.285,explorer.exe,0 days 00:01:24.014000
1102,2022-12-14 09:46:13.299,chrome.exe,0 days 00:04:24.032000
1103,2022-12-14 09:50:37.331,Discord.exe,0 days 00:00:03.001000
1104,2022-12-14 09:50:40.332,chrome.exe,0 days 00:03:36.027000
1105,2022-12-14 09:54:16.359,Talkdesk.exe,0 days 00:00:03
1106,2022-12-14 09:54:19.359,chrome.exe,0 days 00:00:06.001000
1107,2022-12-14 09:54:25.360,Talkdesk.exe,0 days 00:06:09.051000
1108,2022-12-14 10:00:34.411,chrome.exe,0 days 00:00:03.001000
1109,2022-12-14 10:00:37.412,Talkdesk.exe,0 days 00:00:03
1110,2022-12-14 10:00:40.412,chrome.exe,0 days 00:02:09.018000
1111,2022-12-14 10:02:49.430,Talkdesk.exe,0 days 00:00:03.001000
1112,2022-12-14 10:02:52.431,chrome.exe,0 days 00:05:45.047000
1113,2022-12-14 10:08:37.478,explorer.exe,0 days 00:00:27.003000
1114,2022-12-14 10:09:04.481,SearchApp.exe,0 days 00:00:24.003000
1115,2022-12-14 10:09:28.484,explorer.exe,0 days 00:01:03.008000
1116,2022-12-14 10:10:31.492,chrome.exe,0 days 00:02:45.024000
1117,2022-12-14 10:13:16.516,explorer.exe,0 days 00:00:09.001000
1118,2022-12-14 10:13:25.517,notepad++.exe,0 days 00:01:24.012000
1119,2022-12-14 10:14:49.529,devenv.exe,0 days 00:00:33.004000
1120,2022-12-14 10:15:22.533,notepad++.exe,0 days 00:01:57.016000
1121,2022-12-14 10:17:19.549,explorer.exe,0 days 00:00:54.006000
1122,2022-12-14 10:18:13.555,chrome.exe,0 days 00:00:09.001000
1123,2022-12-14 10:18:22.556,Talkdesk.exe,0 days 00:02:27.015000
1124,2022-12-14 10:20:49.571,chrome.exe,0 days 00:05:24.041000
1125,2022-12-14 10:26:13.612,Discord.exe,0 days 00:00:21.003000
1126,2022-12-14 10:26:34.615,Teams.exe,0 days 00:00:03
1127,2022-12-14 10:26:37.615,chrome.exe,0 days 00:05:12.040000
1128,2022-12-14 10:31:49.655,Talkdesk.exe,0 days 00:00:03.001000
1129,2022-12-14 10:31:52.656,chrome.exe,0 days 00:14:00.108000
1130,2022-12-14 10:45:52.764,devenv.exe,0 days 00:00:06.001000
1131,2022-12-14 10:45:58.765,notepad++.exe,0 days 00:00:30.004000
1132,2022-12-14 10:46:28.769,devenv.exe,0 days 00:00:15.001000
1133,2022-12-14 10:46:43.770,firefox.exe,0 days 00:00:06.001000
1134,2022-12-14 10:46:49.771,chrome.exe,0 days 00:01:15.011000
1135,2022-12-14 10:48:04.782,Talkdesk.exe,0 days 00:00:06
1136,2022-12-14 10:48:10.782,chrome.exe,0 days 00:03:54.032000
1137,2022-12-14 10:52:04.814,Talkdesk.exe,0 days 00:00:03.001000
1138,2022-12-14 10:52:07.815,chrome.exe,0 days 00:01:15.011000
1139,2022-12-14 10:53:22.826,firefox.exe,0 days 00:00:06
1140,2022-12-14 10:53:28.826,explorer.exe,0 days 00:00:42.006000
1141,2022-12-14 10:54:10.832,Discord.exe,0 days 00:01:00.008000
1142,2022-12-14 10:55:10.840,chrome.exe,0 days 00:00:03
1143,2022-12-14 10:55:13.840,Discord.exe,0 days 00:00:09.001000
1144,2022-12-14 10:55:22.841,firefox.exe,0 days 00:00:12.001000
1145,2022-12-14 10:55:34.842,Discord.exe,0 days 00:01:24.011000
1146,2022-12-14 10:56:58.853,firefox.exe,0 days 00:00:12.002000
1147,2022-12-14 10:57:10.855,Discord.exe,0 days 00:00:18.002000
1148,2022-12-14 10:57:28.857,firefox.exe,0 days 00:00:06.003000
1149,2022-12-14 10:57:34.860,Discord.exe,0 days 00:00:18.003000
1150,2022-12-14 10:57:52.863,firefox.exe,0 days 00:00:03.001000
1151,2022-12-14 10:57:55.864,Discord.exe,0 days 00:00:03
1152,2022-12-14 10:57:58.864,firefox.exe,0 days 00:00:12.002000
1153,2022-12-14 10:58:10.866,Discord.exe,0 days 00:01:27.009000
1154,2022-12-14 10:59:37.875,chrome.exe,0 days 00:00:30.005000
1155,2022-12-14 11:00:07.880,firefox.exe,0 days 00:01:00.007000
1156,2022-12-14 11:01:07.887,chrome.exe,0 days 00:00:36.006000
1157,2022-12-14 11:01:43.893,Talkdesk.exe,0 days 00:29:06.224000
1158,2022-12-14 11:30:50.117,chrome.exe,0 days 00:00:09.002000
1159,2022-12-14 11:30:59.119,Talkdesk.exe,0 days 00:00:12.001000
1160,2022-12-14 11:31:11.120,chrome.exe,0 days 00:01:21.012000
1161,2022-12-14 11:32:32.132,Talkdesk.exe,0 days 00:00:03
1162,2022-12-14 11:32:35.132,chrome.exe,0 days 00:25:30.199000
1163,2022-12-14 11:58:05.331,Talkdesk.exe,0 days 00:05:24.039000
1164,2022-12-14 12:03:29.370,chrome.exe,0 days 00:01:42.015000
1165,2022-12-14 12:05:11.385,Talkdesk.exe,0 days 00:00:03
1166,2022-12-14 12:05:14.385,chrome.exe,0 days 00:00:06.001000
1167,2022-12-14 12:05:20.386,Talkdesk.exe,0 days 00:09:33.073000
1168,2022-12-14 12:14:53.459,Discord.exe,0 days 00:00:15.003000
1169,2022-12-14 12:15:08.462,Talkdesk.exe,0 days 00:05:30.043000
1170,2022-12-14 12:20:38.505,Discord.exe,0 days 00:07:54.062000
1171,2022-12-14 12:28:32.567,explorer.exe,0 days 00:00:03.001000
1172,2022-12-14 12:28:35.568,OUTLOOK.EXE,0 days 00:00:09.002000
1173,2022-12-14 12:28:44.570,ScreenClippingHost.exe,0 days 00:00:03
1174,2022-12-14 12:28:47.570,Discord.exe,0 days 00:01:36.013000
1175,2022-12-14 12:30:23.583,Talkdesk.exe,0 days 00:00:03.001000
1176,2022-12-14 12:30:26.584,Discord.exe,0 days 00:00:21.002000
1177,2022-12-14 12:30:47.586,chrome.exe,0 days 00:01:45.012000
1178,2022-12-14 12:32:32.598,Discord.exe,0 days 00:00:09.002000
1179,2022-12-14 12:32:41.600,chrome.exe,0 days 00:00:06.001000
1180,2022-12-14 12:32:47.601,explorer.exe,0 days 00:00:03
1181,2022-12-14 12:32:50.601,Discord.exe,0 days 00:00:06.001000
1182,2022-12-14 12:32:56.602,ScreenClippingHost.exe,0 days 00:00:03
1183,2022-12-14 12:32:59.602,Discord.exe,0 days 00:00:12.001000
1184,2022-12-14 12:33:11.603,chrome.exe,0 days 00:01:00.010000
1185,2022-12-14 12:34:11.613,Discord.exe,0 days 00:00:03
1186,2022-12-14 12:34:14.613,chrome.exe,0 days 00:02:09.021000
1187,2022-12-14 12:36:23.634,Discord.exe,0 days 00:00:57.006000
1188,2022-12-14 12:37:20.640,chrome.exe,0 days 00:00:03.001000
1189,2022-12-14 12:37:23.641,Discord.exe,0 days 00:00:03
1190,2022-12-14 12:37:26.641,chrome.exe,0 days 00:00:06.001000
1191,2022-12-14 12:37:32.642,Discord.exe,0 days 00:00:09.001000
1192,2022-12-14 12:37:41.643,chrome.exe,0 days 00:00:33.004000
1193,2022-12-14 12:38:14.647,Discord.exe,0 days 00:00:24.004000
1194,2022-12-14 12:38:38.651,chrome.exe,0 days 00:00:09.002000
1195,2022-12-14 12:38:47.653,notepad++.exe,0 days 00:00:15.002000
1196,2022-12-14 12:39:02.655,explorer.exe,0 days 00:00:03
1197,2022-12-14 12:39:05.655,notepad++.exe,0 days 00:00:06
1198,2022-12-14 12:39:11.655,explorer.exe,0 days 00:00:18.002000
1199,2022-12-14 12:39:29.657,notepad++.exe,0 days 00:00:15.003000
1200,2022-12-14 12:39:44.660,chrome.exe,0 days 00:00:03
1201,2022-12-14 12:39:47.660,Talkdesk.exe,0 days 00:00:03.001000
1202,2022-12-14 12:39:50.661,chrome.exe,0 days 00:07:39.062000
1203,2022-12-14 12:47:29.723,Discord.exe,0 days 00:00:54.007000
1204,2022-12-14 12:48:23.730,chrome.exe,0 days 00:01:18.010000
1205,2022-12-14 12:49:41.740,Talkdesk.exe,0 days 00:00:15.002000
1206,2022-12-14 12:49:56.742,chrome.exe,0 days 00:08:30.073000
1207,2022-12-14 12:58:26.815,Discord.exe,0 days 00:01:30.011000
1208,2022-12-14 12:59:56.826,Talkdesk.exe,0 days 00:00:03.001000
1209,2022-12-14 12:59:59.827,Discord.exe,0 days 00:00:06.001000
1210,2022-12-14 13:00:05.828,chrome.exe,0 days 00:00:21.003000
1211,2022-12-14 13:00:26.831,Discord.exe,0 days 00:00:03
1212,2022-12-14 13:00:29.831,Talkdesk.exe,0 days 00:00:30.003000
1213,2022-12-14 13:00:59.834,Discord.exe,0 days 00:01:06.010000
1214,2022-12-14 13:02:05.844,Talkdesk.exe,0 days 00:00:15.002000
1215,2022-12-14 13:02:20.846,chrome.exe,0 days 00:00:03
1216,2022-12-14 13:02:23.846,Talkdesk.exe,0 days 00:00:03
1217,2022-12-14 13:02:26.846,chrome.exe,0 days 00:00:39.006000
1218,2022-12-14 13:03:05.852,Discord.exe,0 days 00:00:45.007000
1219,2022-12-14 13:03:50.859,chrome.exe,0 days 00:02:39.023000
1220,2022-12-14 13:06:29.882,Talkdesk.exe,0 days 00:00:09.001000
1221,2022-12-14 13:06:38.883,chrome.exe,0 days 00:00:06.001000
1222,2022-12-14 13:06:44.884,Talkdesk.exe,0 days 00:00:06
1223,2022-12-14 13:06:50.884,chrome.exe,0 days 00:00:45.006000
1224,2022-12-14 13:07:35.890,Talkdesk.exe,0 days 00:00:03
1225,2022-12-14 13:07:38.890,Discord.exe,0 days 00:01:00.009000
1226,2022-12-14 13:08:38.899,chrome.exe,0 days 00:00:12.001000
1227,2022-12-14 13:08:50.900,Discord.exe,0 days 00:02:21.014000
1228,2022-12-14 13:11:11.914,chrome.exe,0 days 00:03:21.024000
1229,2022-12-14 13:14:32.938,Discord.exe,0 days 00:06:36.051000
1230,2022-12-14 13:21:08.989,chrome.exe,0 days 00:00:09.001000
1231,2022-12-14 13:21:17.990,Discord.exe,0 days 00:00:33.004000
1232,2022-12-14 13:21:50.994,chrome.exe,0 days 00:00:27.003000
1233,2022-12-14 13:22:17.997,Discord.exe,0 days 00:00:33.005000
1234,2022-12-14 13:22:51.002,chrome.exe,0 days 00:02:06.017000
1235,2022-12-14 13:24:57.019,Discord.exe,0 days 00:00:12.001000
1236,2022-12-14 13:25:09.020,chrome.exe,0 days 00:00:18.002000
1237,2022-12-14 13:25:27.022,Discord.exe,0 days 00:00:12.002000
1238,2022-12-14 13:25:39.024,chrome.exe,0 days 00:01:27.010000
1239,2022-12-14 13:27:06.034,Discord.exe,0 days 00:00:06.001000
1240,2022-12-14 13:27:12.035,chrome.exe,0 days 00:01:03.007000
1241,2022-12-14 13:28:15.042,Discord.exe,0 days 00:00:27.004000
1242,2022-12-14 13:28:42.046,chrome.exe,0 days 00:00:09
1243,2022-12-14 13:28:51.046,Discord.exe,0 days 00:00:12.002000
1244,2022-12-14 13:29:03.048,chrome.exe,0 days 00:02:09.020000
1245,2022-12-14 13:31:12.068,Talkdesk.exe,0 days 00:00:06
1246,2022-12-14 13:31:18.068,Discord.exe,0 days 00:00:06.001000
1247,2022-12-14 13:31:24.069,chrome.exe,0 days 00:00:24.003000
1248,2022-12-14 13:31:48.072,Discord.exe,0 days 00:01:18.008000
1249,2022-12-14 13:33:06.080,chrome.exe,0 days 00:00:45.007000
1250,2022-12-14 13:33:51.087,Discord.exe,0 days 00:00:06.001000
1251,2022-12-14 13:33:57.088,firefox.exe,0 days 00:00:39.005000
1252,2022-12-14 13:34:36.093,chrome.exe,0 days 00:03:06.022000
1253,2022-12-14 13:37:42.115,Discord.exe,0 days 00:00:06.002000
1254,2022-12-14 13:37:48.117,firefox.exe,0 days 00:00:42.008000
1255,2022-12-14 13:38:30.125,chrome.exe,0 days 00:12:15.098000
1256,2022-12-14 13:50:45.223,OUTLOOK.EXE,0 days 00:00:06
1257,2022-12-14 13:50:51.223,chrome.exe,0 days 00:00:45.005000
1258,2022-12-14 13:51:36.228,Talkdesk.exe,0 days 00:00:03.001000
1259,2022-12-14 13:51:39.229,chrome.exe,0 days 00:01:18.011000
1260,2022-12-14 13:52:57.240,Discord.exe,0 days 00:00:03
1261,2022-12-14 13:53:00.240,chrome.exe,0 days 00:04:03.033000
1262,2022-12-14 13:57:03.273,Talkdesk.exe,0 days 00:00:03
1263,2022-12-14 13:57:06.273,chrome.exe,0 days 00:01:39.012000
1264,2022-12-14 13:58:45.285,Talkdesk.exe,0 days 00:00:12.001000
1265,2022-12-14 13:58:57.286,chrome.exe,0 days 00:01:30.014000
1266,2022-12-14 14:00:27.300,Discord.exe,0 days 00:00:15.002000
1267,2022-12-14 14:00:42.302,chrome.exe,0 days 00:00:54.008000
1268,2022-12-14 14:01:36.310,Discord.exe,0 days 00:00:03
1269,2022-12-14 14:01:39.310,chrome.exe,0 days 00:01:48.016000
1270,2022-12-14 14:03:27.326,Discord.exe,0 days 00:00:12.002000
1271,2022-12-14 14:03:39.328,Talkdesk.exe,0 days 00:00:03
1272,2022-12-14 14:03:42.328,chrome.exe,0 days 00:02:15.016000
1273,2022-12-14 14:05:57.344,Discord.exe,0 days 00:00:06.001000
1274,2022-12-14 14:06:03.345,chrome.exe,0 days 00:00:24.003000
1275,2022-12-14 14:06:27.348,Talkdesk.exe,0 days 00:00:06.001000
1276,2022-12-14 14:06:33.349,chrome.exe,0 days 00:00:27.005000
1277,2022-12-14 14:07:00.354,Discord.exe,0 days 00:00:48.006000
1278,2022-12-14 14:07:48.360,chrome.exe,0 days 00:00:33.004000
1279,2022-12-14 14:08:21.364,Discord.exe,0 days 00:00:27.004000
1280,2022-12-14 14:08:48.368,Talkdesk.exe,0 days 00:00:06.001000
1281,2022-12-14 14:08:54.369,chrome.exe,0 days 00:00:18.003000
1282,2022-12-14 14:09:12.372,Discord.exe,0 days 00:00:03.001000
1283,2022-12-14 14:09:15.373,chrome.exe,0 days 00:00:18.002000
1284,2022-12-14 14:09:33.375,Talkdesk.exe,0 days 00:00:15.002000
1285,2022-12-14 14:09:48.377,chrome.exe,0 days 00:01:09.009000
1286,2022-12-14 14:10:57.386,Discord.exe,0 days 00:00:39.005000
1287,2022-12-14 14:11:36.391,Talkdesk.exe,0 days 00:00:03
1288,2022-12-14 14:11:39.391,chrome.exe,0 days 00:00:12.003000
1289,2022-12-14 14:11:51.394,Discord.exe,0 days 00:00:15.002000
1290,2022-12-14 14:12:06.396,firefox.exe,0 days 00:00:03
1291,2022-12-14 14:12:09.396,Discord.exe,0 days 00:00:51.005000
1292,2022-12-14 14:13:00.401,chrome.exe,0 days 00:03:30.026000
1293,2022-12-14 14:16:30.427,Discord.exe,0 days 00:00:09.001000
1294,2022-12-14 14:16:39.428,chrome.exe,0 days 00:00:03
1295,2022-12-14 14:16:42.428,Discord.exe,0 days 00:00:18.004000
1296,2022-12-14 14:17:00.432,chrome.exe,0 days 00:02:09.017000
1297,2022-12-14 14:19:09.449,firefox.exe,0 days 00:01:15.011000
1298,2022-12-14 14:20:24.460,chrome.exe,0 days 00:02:48.021000
1299,2022-12-14 14:23:12.481,Discord.exe,0 days 00:03:33.027000
1300,2022-12-14 14:26:45.508,chrome.exe,0 days 00:04:36.035000
1301,2022-12-14 14:31:21.543,Discord.exe,0 days 00:00:09.001000
1302,2022-12-14 14:31:30.544,chrome.exe,0 days 00:00:09.002000
1303,2022-12-14 14:31:39.546,Discord.exe,0 days 00:00:03
1304,2022-12-14 14:31:42.546,chrome.exe,0 days 00:00:39.006000
1305,2022-12-14 14:32:21.552,Talkdesk.exe,0 days 00:00:12.002000
1306,2022-12-14 14:32:33.554,chrome.exe,0 days 00:01:33.010000
1307,2022-12-14 14:34:06.564,Talkdesk.exe,0 days 00:00:18.003000
