,Start,Value,Duration
3821,2023-01-09 11:58:26.392,firefox.exe,0 days 00:00:48.021000
3822,2023-01-09 11:59:14.413,League of Legends.exe,0 days 00:11:58.232000
3823,2023-01-09 12:11:12.645,LeagueClientUx.exe,0 days 00:02:16.372000
3824,2023-01-09 12:13:29.017,firefox.exe,0 days 00:00:03.554000
3825,2023-01-09 12:13:32.571,LeagueClientUx.exe,0 days 00:00:51.610000
3826,2023-01-09 12:14:24.181,firefox.exe,0 days 00:00:06.125000
3827,2023-01-09 12:14:30.306,LeagueClientUx.exe,0 days 00:00:09.213000
3828,2023-01-09 12:14:39.519,firefox.exe,0 days 00:00:08.586000
3829,2023-01-09 12:14:48.105,LeagueClientUx.exe,0 days 00:00:18.941000
3830,2023-01-09 12:15:07.046,firefox.exe,0 days 00:00:35.601000
3831,2023-01-09 12:15:42.647,League of Legends.exe,0 days 00:00:10
3832,2023-01-09 12:15:52.647,firefox.exe,0 days 00:00:25.571000
3833,2023-01-09 12:16:18.218,League of Legends.exe,0 days 00:00:21.553000
3834,2023-01-09 12:16:39.771,explorer.exe,0 days 00:00:01.090000
3835,2023-01-09 12:16:40.861,League of Legends.exe,0 days 00:17:41.793000
3836,2023-01-09 12:34:22.654,LeagueClientUx.exe,0 days 00:00:22.049000
3837,2023-01-09 12:34:44.703,firefox.exe,0 days 00:00:02.800000
3838,2023-01-09 12:34:47.503,explorer.exe,0 days 00:00:01.016000
3839,2023-01-09 12:34:48.519,Spotify.exe,0 days 00:00:00.705000
3840,2023-01-09 12:34:49.224,firefox.exe,0 days 00:04:45.032000
3841,2023-01-09 12:39:34.256,explorer.exe,0 days 00:00:08.403000
3842,2023-01-09 12:39:42.659,SearchApp.exe,0 days 00:00:04.864000
3843,2023-01-09 12:39:47.523,firefox.exe,0 days 00:04:36.519000
3844,2023-01-09 12:44:24.042,explorer.exe,0 days 00:00:05.191000
3845,2023-01-09 12:44:29.233,firefox.exe,0 days 00:02:22.403000
3846,2023-01-09 12:46:51.636,explorer.exe,0 days 00:00:01.029000
3847,2023-01-09 12:46:52.665,Discord.exe,0 days 00:00:03.485000
3848,2023-01-09 12:46:56.150,firefox.exe,0 days 00:00:03.495000
3849,2023-01-09 12:46:59.645,Discord.exe,0 days 00:00:02.364000
3850,2023-01-09 12:47:02.009,firefox.exe,0 days 00:00:16.848000
3851,2023-01-09 12:47:18.857,explorer.exe,0 days 00:00:03.810000
3852,2023-01-09 12:47:22.667,LeagueClientUx.exe,0 days 00:00:04.649000
3853,2023-01-09 12:47:27.316,firefox.exe,0 days 00:05:30.534000
3854,2023-01-09 12:52:57.850,explorer.exe,0 days 00:00:01.489000
3855,2023-01-09 14:52:38.621,firefox.exe,0 days 01:54:18.028000
3856,2023-01-09 16:46:56.649,SearchApp.exe,0 days 00:00:03.733000
3857,2023-01-09 16:47:00.382,WeChat.exe,0 days 00:00:18.376000
3858,2023-01-09 16:47:18.758,explorer.exe,0 days 00:00:05.830000
3859,2023-01-09 16:47:24.588,Zoom.exe,0 days 00:00:44.765000
3860,2023-01-09 16:48:09.353,explorer.exe,0 days 00:00:00.882000
3861,2023-01-09 16:48:10.235,WeChat.exe,0 days 00:00:08.383000
3862,2023-01-09 16:48:18.618,WechatBrowser.exe,0 days 00:00:00.686000
3863,2023-01-09 16:48:19.304,WeChat.exe,0 days 00:00:01.075000
3864,2023-01-09 16:48:20.379,WechatBrowser.exe,0 days 00:00:01.983000
3865,2023-01-09 16:48:22.362,WeChat.exe,0 days 00:00:03.635000
3866,2023-01-09 16:48:25.997,WechatBrowser.exe,0 days 00:00:00.662000
3867,2023-01-09 16:48:26.659,WeChat.exe,0 days 00:00:04.171000
3868,2023-01-09 16:48:30.830,WechatBrowser.exe,0 days 00:00:05.479000
3869,2023-01-09 16:48:36.309,Zoom.exe,0 days 00:00:01.958000
3870,2023-01-09 16:48:38.267,WeChat.exe,0 days 00:00:01.591000
3871,2023-01-09 16:48:39.858,Zoom.exe,0 days 00:00:01.199000
3872,2023-01-09 16:48:41.057,WechatBrowser.exe,0 days 00:00:05.201000
3873,2023-01-09 16:48:46.258,firefox.exe,0 days 00:00:02.662000
3874,2023-01-09 16:48:48.920,WeChat.exe,0 days 00:00:04.179000
3875,2023-01-09 16:48:53.099,firefox.exe,0 days 00:02:14.110000
3876,2023-01-09 16:51:07.209,Zoom.exe,0 days 00:00:12.874000
3877,2023-01-09 16:51:20.083,firefox.exe,0 days 00:05:19.844000
3878,2023-01-09 16:56:39.927,explorer.exe,0 days 00:00:04.925000
3879,2023-01-09 16:56:44.852,firefox.exe,0 days 00:00:21.488000
3880,2023-01-09 16:57:06.340,Zoom.exe,0 days 00:00:29.972000
3881,2023-01-09 16:57:36.312,firefox.exe,0 days 00:00:05.753000
3882,2023-01-09 16:57:42.065,Zoom.exe,0 days 00:02:16.512000
3883,2023-01-09 16:59:58.577,firefox.exe,0 days 00:00:02.180000
3884,2023-01-09 17:00:00.757,Zoom.exe,0 days 00:00:02.007000
3885,2023-01-09 17:00:02.764,firefox.exe,0 days 00:00:35.736000
3886,2023-01-09 17:00:38.500,explorer.exe,0 days 00:00:03.125000
3887,2023-01-09 17:00:41.625,WeChat.exe,0 days 00:00:35.062000
3888,2023-01-09 17:01:16.687,explorer.exe,0 days 00:00:13.982000
3889,2023-01-09 17:01:30.669,7zFM.exe,0 days 00:00:06.205000
3890,2023-01-09 17:01:36.874,explorer.exe,0 days 00:00:00.246000
3891,2023-01-09 17:01:37.120,7zFM.exe,0 days 00:00:00.542000
3892,2023-01-09 17:01:37.662,explorer.exe,0 days 00:00:02.057000
3893,2023-01-09 17:01:39.719,Zoom.exe,0 days 00:00:03.470000
3894,2023-01-09 17:01:43.189,explorer.exe,0 days 00:00:01.891000
3895,2023-01-09 17:01:45.080,Zoom.exe,0 days 00:00:30.678000
3896,2023-01-09 17:02:15.758,firefox.exe,0 days 00:00:05.597000
3897,2023-01-09 17:02:21.355,Zoom.exe,0 days 00:00:04.714000
3898,2023-01-09 17:02:26.069,firefox.exe,0 days 00:00:16.683000
3899,2023-01-09 17:02:42.752,Zoom.exe,0 days 00:00:03.016000
3900,2023-01-09 17:02:45.768,firefox.exe,0 days 00:00:06.815000
3901,2023-01-09 17:02:52.583,Zoom.exe,0 days 00:00:21.164000
3902,2023-01-09 17:03:13.747,firefox.exe,0 days 00:00:03.255000
3903,2023-01-09 17:03:17.002,Zoom.exe,0 days 00:00:26.224000
3904,2023-01-09 17:03:43.226,firefox.exe,0 days 00:00:45.283000
3905,2023-01-09 17:04:28.509,Zoom.exe,0 days 00:00:07.551000
3906,2023-01-09 17:04:36.060,firefox.exe,0 days 00:00:23.118000
3907,2023-01-09 17:04:59.178,Zoom.exe,0 days 00:01:41.775000
3908,2023-01-09 17:06:40.953,firefox.exe,0 days 00:00:12.784000
3909,2023-01-09 17:06:53.737,Zoom.exe,0 days 00:00:02.492000
3910,2023-01-09 17:06:56.229,firefox.exe,0 days 00:01:11.807000
3911,2023-01-09 17:08:08.036,Zoom.exe,0 days 00:00:13.219000
3912,2023-01-09 17:08:21.255,cmd.exe,0 days 00:00:03.795000
3913,2023-01-09 17:08:25.050,firefox.exe,0 days 00:00:14.501000
3914,2023-01-09 17:08:39.551,AMDBugReportForm.exe,0 days 00:00:07.971000
3915,2023-01-09 17:08:47.522,firefox.exe,0 days 00:00:34.897000
3916,2023-01-09 17:09:22.419,Zoom.exe,0 days 00:00:02.898000
3917,2023-01-09 17:09:25.317,firefox.exe,0 days 00:01:23.283000
3918,2023-01-09 17:10:48.600,Zoom.exe,0 days 00:00:04.942000
3919,2023-01-09 17:10:53.542,firefox.exe,0 days 00:00:15.931000
3920,2023-01-09 17:11:09.473,Zoom.exe,0 days 00:04:03.169000
3921,2023-01-09 17:15:12.642,firefox.exe,0 days 00:05:57.163000
3922,2023-01-09 17:21:09.805,Zoom.exe,0 days 00:00:17.824000
3923,2023-01-09 17:21:27.629,firefox.exe,0 days 00:00:45.277000
3924,2023-01-09 17:22:12.906,Zoom.exe,0 days 00:00:52.651000
3925,2023-01-09 17:23:05.557,firefox.exe,0 days 00:00:03.362000
3926,2023-01-09 17:23:08.919,Zoom.exe,0 days 00:00:03.910000
3927,2023-01-09 17:23:12.829,firefox.exe,0 days 00:00:15.595000
3928,2023-01-09 17:23:28.424,Zoom.exe,0 days 00:00:04.424000
3929,2023-01-09 17:23:32.848,explorer.exe,0 days 00:00:01.983000
3930,2023-01-09 17:23:34.831,Teams.exe,0 days 00:00:12.092000
3931,2023-01-09 17:23:46.923,OUTLOOK.EXE,0 days 00:00:38.706000
3932,2023-01-09 17:24:25.629,Teams.exe,0 days 00:00:27.253000
3933,2023-01-09 17:24:52.882,explorer.exe,0 days 00:00:01.176000
3934,2023-01-09 17:24:54.058,Discord.exe,0 days 00:00:16.453000
3935,2023-01-09 17:25:10.511,OUTLOOK.EXE,0 days 00:00:37.027000
3936,2023-01-09 17:25:47.538,firefox.exe,0 days 00:00:27.120000
3937,2023-01-09 17:26:14.658,OUTLOOK.EXE,0 days 00:00:03.377000
3938,2023-01-09 17:26:18.035,firefox.exe,0 days 00:00:01.403000
3939,2023-01-09 17:26:19.438,Zoom.exe,0 days 00:00:01.160000
3940,2023-01-09 17:26:20.598,firefox.exe,0 days 00:00:02.391000
3941,2023-01-09 17:26:22.989,Zoom.exe,0 days 00:00:00.694000
3942,2023-01-09 17:26:23.683,firefox.exe,0 days 00:00:03.470000
3943,2023-01-09 17:26:27.153,explorer.exe,0 days 00:00:02.532000
3944,2023-01-09 17:26:29.685,firefox.exe,0 days 00:00:06.270000
3945,2023-01-09 17:26:35.955,Zoom.exe,0 days 00:00:01.019000
3946,2023-01-09 17:26:36.974,explorer.exe,0 days 00:00:02.378000
3947,2023-01-09 17:26:39.352,firefox.exe,0 days 00:00:01.300000
3948,2023-01-09 17:26:40.652,Zoom.exe,0 days 00:00:00.623000
3949,2023-01-09 17:26:41.275,firefox.exe,0 days 00:00:16.710000
3950,2023-01-09 17:26:57.985,Zoom.exe,0 days 00:00:01.957000
3951,2023-01-09 17:26:59.942,OUTLOOK.EXE,0 days 00:00:13.430000
3952,2023-01-09 17:27:13.372,Zoom.exe,0 days 00:00:02.208000
3953,2023-01-09 17:27:15.580,OUTLOOK.EXE,0 days 00:00:01.351000
3954,2023-01-09 17:27:16.931,firefox.exe,0 days 00:00:24.903000
3955,2023-01-09 17:27:41.834,OUTLOOK.EXE,0 days 00:01:04.130000
3956,2023-01-09 17:28:45.964,Zoom.exe,0 days 00:00:03.724000
3957,2023-01-09 17:28:49.688,firefox.exe,0 days 00:00:04.272000
3958,2023-01-09 17:28:53.960,Installer.exe,0 days 00:00:00.741000
3959,2023-01-09 17:28:54.701,firefox.exe,0 days 00:00:19.567000
3960,2023-01-09 17:29:14.268,Zoom.exe,0 days 00:00:02.062000
3961,2023-01-09 17:29:16.330,firefox.exe,0 days 00:36:59.655000
3962,2023-01-09 18:06:15.985,explorer.exe,0 days 00:00:00.806000
3963,2023-01-09 18:06:16.791,firefox.exe,0 days 00:00:01.317000
3964,2023-01-09 18:06:18.108,explorer.exe,0 days 00:00:00.922000
3965,2023-01-09 18:06:19.030,WeChat.exe,0 days 00:00:02.352000
3966,2023-01-09 18:06:21.382,explorer.exe,0 days 00:00:02.662000
3967,2023-01-09 18:06:24.044,WeChat.exe,0 days 00:00:02.187000
3968,2023-01-09 18:06:26.231,firefox.exe,0 days 01:37:44.125000
3969,2023-01-09 19:44:10.356,explorer.exe,0 days 00:00:00.487000
3970,2023-01-09 19:44:10.843,cmd.exe,0 days 00:00:03.155000
3971,2023-01-09 19:44:13.998,firefox.exe,0 days 00:08:36.331000
3972,2023-01-09 19:52:50.329,explorer.exe,0 days 00:00:07.458000
3973,2023-01-09 19:52:57.787,msedge.exe,0 days 00:00:06.895000
3974,2023-01-09 19:53:04.682,explorer.exe,0 days 00:00:02.554000
3975,2023-01-09 19:53:07.236,Acrobat.exe,0 days 00:00:06.924000
3976,2023-01-09 19:53:14.160,RiotClientUx.exe,0 days 00:00:12.641000
3977,2023-01-09 19:53:26.801,firefox.exe,0 days 00:00:15.075000
3978,2023-01-09 19:53:41.876,explorer.exe,0 days 00:00:01.095000
3979,2023-01-09 19:53:42.971,LeagueClientUx.exe,0 days 00:00:08.509000
3980,2023-01-09 19:53:51.480,Spotify.exe,0 days 00:00:01.684000
3981,2023-01-09 19:53:53.164,explorer.exe,0 days 00:00:01.404000
3982,2023-01-09 19:53:54.568,LeagueClientUx.exe,0 days 00:00:07.651000
3983,2023-01-09 19:54:02.219,Spotify.exe,0 days 00:00:01.207000
3984,2023-01-09 19:54:03.426,explorer.exe,0 days 00:00:00.918000
3985,2023-01-09 19:54:04.344,LeagueClientUx.exe,0 days 00:00:10.890000
3986,2023-01-09 19:54:15.234,firefox.exe,0 days 00:00:12.819000
3987,2023-01-09 19:54:28.053,LeagueClientUx.exe,0 days 00:00:15.445000
3988,2023-01-09 19:54:43.498,firefox.exe,0 days 00:00:08.299000
3989,2023-01-09 19:54:51.797,LeagueClientUx.exe,0 days 00:00:08.166000
3990,2023-01-09 19:54:59.963,firefox.exe,0 days 00:00:02.729000
3991,2023-01-09 19:55:02.692,LeagueClientUx.exe,0 days 00:00:15.043000
3992,2023-01-09 19:55:17.735,firefox.exe,0 days 00:00:05.523000
3993,2023-01-09 19:55:23.258,LeagueClientUx.exe,0 days 00:00:06.246000
3994,2023-01-09 19:55:29.504,firefox.exe,0 days 00:00:27.738000
3995,2023-01-09 19:55:57.242,Spotify.exe,0 days 00:00:01.952000
3996,2023-01-09 19:55:59.194,firefox.exe,0 days 00:00:01.072000
3997,2023-01-09 19:56:00.266,explorer.exe,0 days 00:00:01.701000
3998,2023-01-09 19:56:01.967,firefox.exe,0 days 00:00:14.920000
3999,2023-01-09 19:56:16.887,League of Legends.exe,0 days 00:00:23.127000
4000,2023-01-09 19:56:40.014,Spotify.exe,0 days 00:00:01.947000
4001,2023-01-09 19:56:41.961,explorer.exe,0 days 00:00:00.552000
4002,2023-01-09 19:56:42.513,League of Legends.exe,0 days 00:21:11.060000
4003,2023-01-09 20:17:53.573,LeagueClientUx.exe,0 days 00:00:22.325000
4004,2023-01-09 20:18:15.898,firefox.exe,0 days 00:00:04.888000
4005,2023-01-09 20:18:20.786,explorer.exe,0 days 00:00:01.109000
4006,2023-01-09 20:18:21.895,Spotify.exe,0 days 00:00:00.269000
4007,2023-01-09 20:18:22.164,firefox.exe,0 days 00:00:00.570000
4008,2023-01-09 20:18:22.734,LeagueClientUx.exe,0 days 00:00:00.740000
4009,2023-01-09 20:18:23.474,firefox.exe,0 days 00:00:05.326000
4010,2023-01-09 20:18:28.800,LeagueClientUx.exe,0 days 00:00:00.949000
4011,2023-01-09 20:18:29.749,firefox.exe,0 days 00:00:11.225000
4012,2023-01-09 20:18:40.974,LeagueClientUx.exe,0 days 00:00:16.693000
4013,2023-01-09 20:18:57.667,firefox.exe,0 days 00:00:00.698000
4014,2023-01-09 20:18:58.365,LeagueClientUx.exe,0 days 00:00:36.294000
4015,2023-01-09 20:19:34.659,firefox.exe,0 days 00:00:01.151000
4016,2023-01-09 20:19:35.810,LeagueClientUx.exe,0 days 00:00:07.872000
4017,2023-01-09 20:19:43.682,firefox.exe,0 days 00:00:03.618000
4018,2023-01-09 20:19:47.300,LeagueClientUx.exe,0 days 00:00:06.636000
4019,2023-01-09 20:19:53.936,firefox.exe,0 days 00:01:02.909000
4020,2023-01-09 20:20:56.845,League of Legends.exe,0 days 00:13:37.303000
4021,2023-01-09 20:34:34.148,firefox.exe,0 days 00:00:01.963000
4022,2023-01-09 20:34:36.111,League of Legends.exe,0 days 00:00:08.152000
4023,2023-01-09 20:34:44.263,firefox.exe,0 days 00:00:07.179000
4024,2023-01-09 20:34:51.442,League of Legends.exe,0 days 00:04:18.100000
4025,2023-01-09 20:39:09.542,firefox.exe,0 days 00:00:10.267000
4026,2023-01-09 20:39:19.809,LeagueClientUx.exe,0 days 00:00:13.964000
4027,2023-01-09 20:39:33.773,firefox.exe,0 days 00:01:34.637000
4028,2023-01-09 20:41:08.410,LeagueClientUx.exe,0 days 00:00:17.494000
4029,2023-01-09 20:41:25.904,firefox.exe,0 days 00:00:52.566000
4030,2023-01-09 20:42:18.470,LeagueClientUx.exe,0 days 00:00:08.888000
4031,2023-01-09 20:42:27.358,firefox.exe,0 days 00:00:05.454000
4032,2023-01-09 20:42:32.812,LeagueClientUx.exe,0 days 00:00:04.546000
4033,2023-01-09 20:42:37.358,firefox.exe,0 days 00:00:08.717000
4034,2023-01-09 20:42:46.075,LeagueClientUx.exe,0 days 00:01:11.286000
4035,2023-01-09 20:43:57.361,League of Legends.exe,0 days 00:00:06.093000
4036,2023-01-09 20:44:03.454,firefox.exe,0 days 00:00:48.484000
4037,2023-01-09 20:44:51.938,explorer.exe,0 days 00:00:00.643000
4038,2023-01-09 20:44:52.581,League of Legends.exe,0 days 00:19:24.842000
4039,2023-01-09 21:04:17.423,explorer.exe,0 days 00:00:10.925000
4040,2023-01-09 21:04:28.348,LeagueClientUx.exe,0 days 00:00:18.903000
4041,2023-01-09 21:04:47.251,firefox.exe,0 days 00:00:20.958000
4042,2023-01-09 21:05:08.209,explorer.exe,0 days 00:00:00.770000
4043,2023-01-09 21:05:08.979,cmd.exe,0 days 00:00:01
4044,2023-01-09 21:05:09.979,firefox.exe,0 days 00:25:05.025000
4045,2023-01-09 21:30:15.004,explorer.exe,0 days 00:00:01.496000
4046,2023-01-09 21:30:16.500,WeChat.exe,0 days 00:00:46.607000
4047,2023-01-09 21:31:03.107,firefox.exe,0 days 00:00:18.885000
4048,2023-01-09 21:31:21.992,WeChat.exe,0 days 00:00:05.947000
4049,2023-01-09 21:31:27.939,firefox.exe,0 days 00:00:40.644000
4050,2023-01-09 21:32:08.583,WeChat.exe,0 days 00:00:00.786000
4051,2023-01-09 21:32:09.369,firefox.exe,0 days 00:00:05.087000
4052,2023-01-09 21:32:14.456,explorer.exe,0 days 00:00:03.045000
4053,2023-01-09 21:32:17.501,LeagueClientUx.exe,0 days 00:00:18.759000
4054,2023-01-09 21:32:36.260,explorer.exe,0 days 00:00:01.241000
4055,2023-01-09 21:32:37.501,cmd.exe,0 days 00:00:11.106000
4056,2023-01-09 21:32:48.607,LeagueClientUx.exe,0 days 00:00:29.163000
4057,2023-01-09 21:33:17.770,firefox.exe,0 days 00:01:38.710000
4058,2023-01-09 21:34:56.480,LeagueClientUx.exe,0 days 00:06:41.393000
4059,2023-01-09 21:41:37.873,firefox.exe,0 days 00:00:12.915000
4060,2023-01-09 21:41:50.788,LeagueClientUx.exe,0 days 00:00:03.276000
4061,2023-01-09 21:41:54.064,firefox.exe,0 days 00:00:42.005000
4062,2023-01-09 21:42:36.069,explorer.exe,0 days 00:00:00.653000
4063,2023-01-10 13:58:48.453,Discord.exe,0 days 00:00:10.156000
4064,2023-01-10 13:58:58.609,Teams.exe,0 days 00:00:09.347000
4065,2023-01-10 13:59:07.956,explorer.exe,0 days 00:00:00.731000
4066,2023-01-10 13:59:08.687,firefox.exe,0 days 00:00:10.521000
4067,2023-01-10 13:59:19.208,explorer.exe,0 days 00:00:19.487000
4068,2023-01-10 13:59:38.695,RiotClientUx.exe,0 days 00:00:20.001000
4069,2023-01-10 13:59:58.696,LeagueClient.exe,0 days 00:00:10
4070,2023-01-10 14:00:08.696,LeagueClientUx.exe,0 days 00:00:19.685000
4071,2023-01-10 14:00:28.381,firefox.exe,0 days 00:00:41.564000
4072,2023-01-10 14:01:09.945,LeagueClientUx.exe,0 days 00:00:03.535000
4073,2023-01-10 14:01:13.480,explorer.exe,0 days 00:00:01.106000
4074,2023-01-10 14:01:14.586,LeagueClientUx.exe,0 days 00:00:01.010000
4075,2023-01-10 14:01:15.596,firefox.exe,0 days 00:00:17.358000
4076,2023-01-10 14:01:32.954,LeagueClientUx.exe,0 days 00:00:03.441000
4077,2023-01-10 14:01:36.395,firefox.exe,0 days 00:00:01.422000
4078,2023-01-10 14:01:37.817,LeagueClientUx.exe,0 days 00:00:04.075000
4079,2023-01-10 14:01:41.892,firefox.exe,0 days 00:00:00.888000
4080,2023-01-10 14:01:42.780,LeagueClientUx.exe,0 days 00:00:10.083000
4081,2023-01-10 14:01:52.863,firefox.exe,0 days 00:00:00.669000
4082,2023-01-10 14:01:53.532,LeagueClientUx.exe,0 days 00:00:08.009000
4083,2023-01-10 14:02:01.541,firefox.exe,0 days 00:00:03.788000
4084,2023-01-10 14:02:05.329,LeagueClientUx.exe,0 days 00:00:14.119000
4085,2023-01-10 14:02:19.448,firefox.exe,0 days 00:00:10.621000
4086,2023-01-10 14:02:30.069,LeagueClientUx.exe,0 days 00:00:17.299000
4087,2023-01-10 14:02:47.368,firefox.exe,0 days 00:00:04.358000
4088,2023-01-10 14:02:51.726,LeagueClientUx.exe,0 days 00:00:06.262000
4089,2023-01-10 14:02:57.988,firefox.exe,0 days 00:00:19.001000
4090,2023-01-10 14:03:16.989,explorer.exe,0 days 00:00:10
4091,2023-01-10 14:03:26.989,firefox.exe,0 days 00:00:59.715000
4092,2023-01-10 14:04:26.704,League of Legends.exe,0 days 00:00:12.388000
4093,2023-01-10 14:04:39.092,firefox.exe,0 days 00:00:02.349000
4094,2023-01-10 14:04:41.441,League of Legends.exe,0 days 00:12:03.479000
4095,2023-01-10 14:16:44.920,firefox.exe,0 days 00:00:02.101000
4096,2023-01-10 14:16:47.021,explorer.exe,0 days 00:00:01.684000
4097,2023-01-10 14:16:48.705,League of Legends.exe,0 days 00:06:34.837000
4098,2023-01-10 14:23:23.542,firefox.exe,0 days 00:00:02.593000
4099,2023-01-10 14:23:26.135,explorer.exe,0 days 00:00:00.901000
4100,2023-01-10 14:23:27.036,League of Legends.exe,0 days 00:00:46.148000
4101,2023-01-10 14:24:13.184,firefox.exe,0 days 00:00:02.730000
4102,2023-01-10 14:24:15.914,LeagueClientUx.exe,0 days 00:01:03.643000
4103,2023-01-10 14:25:19.557,firefox.exe,0 days 00:00:17.206000
4104,2023-01-10 14:25:36.763,LeagueClientUx.exe,0 days 00:00:04.409000
4105,2023-01-10 14:25:41.172,firefox.exe,0 days 00:00:09.226000
4106,2023-01-10 14:25:50.398,LeagueClientUx.exe,0 days 00:00:06.507000
4107,2023-01-10 14:25:56.905,firefox.exe,0 days 00:00:06.961000
4108,2023-01-10 14:26:03.866,LeagueClientUx.exe,0 days 00:00:04.006000
4109,2023-01-10 14:26:07.872,firefox.exe,0 days 00:01:08.111000
4110,2023-01-10 14:27:15.983,LeagueClientUx.exe,0 days 00:01:15.979000
4111,2023-01-10 14:28:31.962,firefox.exe,0 days 00:00:19.500000
4112,2023-01-10 14:28:51.462,LeagueClientUx.exe,0 days 00:00:04.271000
4113,2023-01-10 14:28:55.733,firefox.exe,0 days 00:00:06.375000
4114,2023-01-10 14:29:02.108,LeagueClientUx.exe,0 days 00:00:09.937000
4115,2023-01-10 14:29:12.045,firefox.exe,0 days 00:00:17.774000
4116,2023-01-10 14:29:29.819,LeagueClientUx.exe,0 days 00:00:02.356000
4117,2023-01-10 14:29:32.175,firefox.exe,0 days 00:00:24.878000
4118,2023-01-10 14:29:57.053,Teams.exe,0 days 00:00:30.965000
4119,2023-01-10 14:30:28.018,firefox.exe,0 days 00:00:02.533000
4120,2023-01-10 14:30:30.551,explorer.exe,0 days 00:00:00.683000
4121,2023-01-10 14:30:31.234,League of Legends.exe,0 days 00:00:02.678000
4122,2023-01-10 14:30:33.912,firefox.exe,0 days 00:00:01.308000
4123,2023-01-10 14:30:35.220,League of Legends.exe,0 days 00:14:51.870000
4124,2023-01-10 14:45:27.090,LeagueClientUx.exe,0 days 00:01:00.756000
4125,2023-01-10 14:46:27.846,firefox.exe,0 days 00:00:10.750000
4126,2023-01-10 14:46:38.596,LeagueClientUx.exe,0 days 00:00:42.841000
4127,2023-01-10 14:47:21.437,firefox.exe,0 days 00:00:06.645000
4128,2023-01-10 14:47:28.082,LeagueClientUx.exe,0 days 00:00:27.835000
4129,2023-01-10 14:47:55.917,firefox.exe,0 days 00:00:11.178000
4130,2023-01-10 14:48:07.095,League of Legends.exe,0 days 00:00:15.799000
4131,2023-01-10 14:48:22.894,firefox.exe,0 days 00:00:02.347000
4132,2023-01-10 14:48:25.241,explorer.exe,0 days 00:00:00.640000
4133,2023-01-10 14:48:25.881,League of Legends.exe,0 days 00:00:03.395000
4134,2023-01-10 14:48:29.276,firefox.exe,0 days 00:00:01.231000
4135,2023-01-10 14:48:30.507,League of Legends.exe,0 days 00:11:26.618000
4136,2023-01-10 14:59:57.125,firefox.exe,0 days 00:00:01.270000
4137,2023-01-10 14:59:58.395,League of Legends.exe,0 days 00:05:28.745000
4138,2023-01-10 15:05:27.140,firefox.exe,0 days 00:00:11.239000
4139,2023-01-10 15:05:38.379,LeagueClientUx.exe,0 days 00:01:09.244000
4140,2023-01-10 15:06:47.623,firefox.exe,0 days 00:00:05.974000
4141,2023-01-10 15:06:53.597,LeagueClientUx.exe,0 days 00:00:36.860000
4142,2023-01-10 15:07:30.457,firefox.exe,0 days 00:00:03.363000
4143,2023-01-10 15:07:33.820,League of Legends.exe,0 days 00:00:01.464000
4144,2023-01-10 15:07:35.284,firefox.exe,0 days 00:01:15.732000
4145,2023-01-10 15:08:51.016,League of Legends.exe,0 days 00:07:36.157000
4146,2023-01-10 15:16:27.173,firefox.exe,0 days 00:00:20.277000
4147,2023-01-10 15:16:47.450,LeagueClientUx.exe,0 days 00:01:45.646000
4148,2023-01-10 15:18:33.096,firefox.exe,0 days 00:00:06.950000
4149,2023-01-10 15:18:40.046,LeagueClientUx.exe,0 days 00:00:04.527000
4150,2023-01-10 15:18:44.573,firefox.exe,0 days 00:00:06.811000
4151,2023-01-10 15:18:51.384,LeagueClientUx.exe,0 days 00:00:12.255000
4152,2023-01-10 15:19:03.639,firefox.exe,0 days 00:00:46.247000
4153,2023-01-10 15:19:49.886,League of Legends.exe,0 days 00:22:07.349000
4154,2023-01-10 15:41:57.235,firefox.exe,0 days 00:00:02.880000
4155,2023-01-10 15:42:00.115,LeagueClientUx.exe,0 days 00:00:49.443000
4156,2023-01-10 15:42:49.558,firefox.exe,0 days 00:00:01.585000
4157,2023-01-10 15:42:51.143,LeagueClientUx.exe,0 days 00:00:11.477000
4158,2023-01-10 15:43:02.620,firefox.exe,0 days 00:00:01.089000
4159,2023-01-10 15:43:03.709,LeagueClientUx.exe,0 days 00:00:07.214000
4160,2023-01-10 15:43:10.923,firefox.exe,0 days 00:00:11.341000
4161,2023-01-10 15:43:22.264,LeagueClientUx.exe,0 days 00:00:32.774000
4162,2023-01-10 15:43:55.038,firefox.exe,0 days 00:00:05.372000
4163,2023-01-10 15:44:00.410,LeagueClientUx.exe,0 days 00:00:03.481000
4164,2023-01-10 15:44:03.891,firefox.exe,0 days 00:00:34.904000
4165,2023-01-10 15:44:38.795,League of Legends.exe,0 days 00:00:10.323000
4166,2023-01-10 15:44:49.118,firefox.exe,0 days 00:00:01.513000
4167,2023-01-10 15:44:50.631,League of Legends.exe,0 days 00:17:26.650000
4168,2023-01-10 16:02:17.281,firefox.exe,0 days 00:00:04.073000
4169,2023-01-10 16:02:21.354,LeagueClientUx.exe,0 days 00:00:35.546000
4170,2023-01-10 16:02:56.900,firefox.exe,0 days 00:00:10.386000
4171,2023-01-10 16:03:07.286,LeagueClientUx.exe,0 days 00:00:29.900000
4172,2023-01-10 16:03:37.186,firefox.exe,0 days 00:00:11.670000
4173,2023-01-10 16:03:48.856,LeagueClientUx.exe,0 days 00:00:24.105000
4174,2023-01-10 16:04:12.961,firefox.exe,0 days 00:00:07.547000
4175,2023-01-10 16:04:20.508,LeagueClientUx.exe,0 days 00:00:10.991000
