Start,Value,End,Duration
2022-12-14 14:16:39.428,chrome.exe,2022-12-14 14:16:42.428,0 days 00:00:03
2022-12-14 14:16:42.428,Discord.exe,2022-12-14 14:17:00.432,0 days 00:00:18.004000
2022-12-14 14:17:00.432,chrome.exe,2022-12-14 14:19:09.449,0 days 00:02:09.017000
2022-12-14 14:19:09.449,firefox.exe,2022-12-14 14:20:24.460,0 days 00:01:15.011000
2022-12-14 14:20:24.460,chrome.exe,2022-12-14 14:23:12.481,0 days 00:02:48.021000
2022-12-14 14:23:12.481,Discord.exe,2022-12-14 14:26:45.508,0 days 00:03:33.027000
2022-12-14 14:26:45.508,chrome.exe,2022-12-14 14:31:21.543,0 days 00:04:36.035000
2022-12-14 14:31:21.543,Discord.exe,2022-12-14 14:31:30.544,0 days 00:00:09.001000
2022-12-14 14:31:30.544,chrome.exe,2022-12-14 14:31:39.546,0 days 00:00:09.002000
2022-12-14 14:31:39.546,Discord.exe,2022-12-14 14:31:42.546,0 days 00:00:03
2022-12-14 14:31:42.546,chrome.exe,2022-12-14 14:32:21.552,0 days 00:00:39.006000
2022-12-14 14:32:21.552,Talkdesk.exe,2022-12-14 14:32:33.554,0 days 00:00:12.002000
2022-12-14 14:32:33.554,chrome.exe,2022-12-14 14:34:06.564,0 days 00:01:33.010000
2022-12-14 14:34:06.564,Talkdesk.exe,2022-12-14 14:34:24.567,0 days 00:00:18.003000
2022-12-14 14:34:24.567,chrome.exe,2022-12-14 14:34:42.570,0 days 00:00:18.003000
2022-12-14 14:34:42.570,Teams.exe,2022-12-14 14:34:45.570,0 days 00:00:03
2022-12-14 14:34:45.570,Discord.exe,2022-12-14 14:35:06.573,0 days 00:00:21.003000
2022-12-14 14:35:06.573,chrome.exe,2022-12-14 14:36:03.582,0 days 00:00:57.009000
2022-12-14 14:36:03.582,Discord.exe,2022-12-14 14:36:18.582,0 days 00:00:15
2022-12-14 14:36:18.582,chrome.exe,2022-12-14 14:36:21.583,0 days 00:00:03.001000
2022-12-14 14:36:21.583,Discord.exe,2022-12-14 14:36:39.584,0 days 00:00:18.001000
2022-12-14 14:36:39.584,chrome.exe,2022-12-14 14:36:45.586,0 days 00:00:06.002000
2022-12-14 14:36:45.586,Discord.exe,2022-12-14 14:36:51.587,0 days 00:00:06.001000
2022-12-14 14:36:51.587,chrome.exe,2022-12-14 14:37:12.589,0 days 00:00:21.002000
2022-12-14 14:37:12.589,Discord.exe,2022-12-14 14:37:15.590,0 days 00:00:03.001000
2022-12-14 14:37:15.590,chrome.exe,2022-12-14 14:38:39.599,0 days 00:01:24.009000
2022-12-14 14:38:39.599,Talkdesk.exe,2022-12-14 14:38:45.600,0 days 00:00:06.001000
2022-12-14 14:38:45.600,chrome.exe,2022-12-14 14:39:51.610,0 days 00:01:06.010000
2022-12-14 14:39:51.610,Discord.exe,2022-12-14 14:39:54.611,0 days 00:00:03.001000
2022-12-14 14:39:54.611,chrome.exe,2022-12-14 14:40:06.612,0 days 00:00:12.001000
2022-12-14 14:40:06.612,Discord.exe,2022-12-14 14:40:21.614,0 days 00:00:15.002000
2022-12-14 14:40:21.614,chrome.exe,2022-12-14 14:40:36.615,0 days 00:00:15.001000
2022-12-14 14:40:36.615,Discord.exe,2022-12-14 14:42:00.626,0 days 00:01:24.011000
2022-12-14 14:42:00.626,Talkdesk.exe,2022-12-14 14:45:24.651,0 days 00:03:24.025000
2022-12-14 14:45:24.651,Discord.exe,2022-12-14 14:45:30.652,0 days 00:00:06.001000
2022-12-14 14:45:30.652,chrome.exe,2022-12-14 14:45:51.655,0 days 00:00:21.003000
2022-12-14 14:45:51.655,ScreenClippingHost.exe,2022-12-14 14:45:54.655,0 days 00:00:03
2022-12-14 14:45:54.655,chrome.exe,2022-12-14 14:46:03.658,0 days 00:00:09.003000
2022-12-14 14:46:03.658,Discord.exe,2022-12-14 14:46:30.661,0 days 00:00:27.003000
2022-12-14 14:46:30.661,chrome.exe,2022-12-14 14:47:03.665,0 days 00:00:33.004000
2022-12-14 14:47:03.665,Discord.exe,2022-12-14 14:47:24.668,0 days 00:00:21.003000
2022-12-14 14:47:24.668,chrome.exe,2022-12-14 14:47:42.672,0 days 00:00:18.004000
2022-12-14 14:47:42.672,Discord.exe,2022-12-14 14:48:00.675,0 days 00:00:18.003000
2022-12-14 14:48:00.675,chrome.exe,2022-12-14 14:48:06.675,0 days 00:00:06
2022-12-14 14:48:06.675,Discord.exe,2022-12-14 14:49:03.681,0 days 00:00:57.006000
2022-12-14 14:49:03.681,chrome.exe,2022-12-14 14:50:18.691,0 days 00:01:15.010000
2022-12-14 14:50:18.691,Talkdesk.exe,2022-12-14 14:50:24.692,0 days 00:00:06.001000
2022-12-14 14:50:24.692,chrome.exe,2022-12-14 14:51:06.697,0 days 00:00:42.005000
2022-12-14 14:51:06.697,Talkdesk.exe,2022-12-14 14:51:09.698,0 days 00:00:03.001000
2022-12-14 14:51:09.698,chrome.exe,2022-12-14 14:52:18.708,0 days 00:01:09.010000
2022-12-14 14:52:18.708,Talkdesk.exe,2022-12-14 14:52:21.709,0 days 00:00:03.001000
2022-12-14 14:52:21.709,chrome.exe,2022-12-14 14:52:45.713,0 days 00:00:24.004000
2022-12-14 14:52:45.713,Discord.exe,2022-12-14 14:53:27.717,0 days 00:00:42.004000
2022-12-14 14:53:27.717,chrome.exe,2022-12-14 14:54:00.723,0 days 00:00:33.006000
2022-12-14 14:54:00.723,Discord.exe,2022-12-14 14:54:06.723,0 days 00:00:06
2022-12-14 14:54:06.723,chrome.exe,2022-12-14 14:54:09.723,0 days 00:00:03
2022-12-14 14:54:09.723,Discord.exe,2022-12-14 14:54:12.724,0 days 00:00:03.001000
2022-12-14 14:54:12.724,Talkdesk.exe,2022-12-14 14:54:15.724,0 days 00:00:03
2022-12-14 14:54:15.724,chrome.exe,2022-12-14 14:54:24.726,0 days 00:00:09.002000
2022-12-14 14:54:24.726,Talkdesk.exe,2022-12-14 14:54:30.726,0 days 00:00:06
2022-12-14 14:54:30.726,chrome.exe,2022-12-14 14:54:33.727,0 days 00:00:03.001000
2022-12-14 14:54:33.727,Talkdesk.exe,2022-12-14 14:54:45.730,0 days 00:00:12.003000
2022-12-14 14:54:45.730,chrome.exe,2022-12-14 14:55:24.736,0 days 00:00:39.006000
2022-12-14 14:55:24.736,Talkdesk.exe,2022-12-14 14:55:27.737,0 days 00:00:03.001000
2022-12-14 14:55:27.737,chrome.exe,2022-12-14 14:55:45.738,0 days 00:00:18.001000
2022-12-14 14:55:45.738,Discord.exe,2022-12-14 14:55:54.739,0 days 00:00:09.001000
2022-12-14 14:55:54.739,chrome.exe,2022-12-14 14:56:57.749,0 days 00:01:03.010000
2022-12-14 14:56:57.749,Discord.exe,2022-12-14 14:57:06.750,0 days 00:00:09.001000
2022-12-14 14:57:06.750,chrome.exe,2022-12-14 14:57:39.754,0 days 00:00:33.004000
2022-12-14 14:57:39.754,Talkdesk.exe,2022-12-14 15:00:27.779,0 days 00:02:48.025000
2022-12-14 15:00:27.779,chrome.exe,2022-12-14 15:03:33.804,0 days 00:03:06.025000
2022-12-14 15:03:33.804,Discord.exe,2022-12-14 15:03:39.805,0 days 00:00:06.001000
2022-12-14 15:03:39.805,chrome.exe,2022-12-14 15:04:09.809,0 days 00:00:30.004000
2022-12-14 15:04:09.809,Discord.exe,2022-12-14 15:06:15.825,0 days 00:02:06.016000
2022-12-14 15:06:15.825,chrome.exe,2022-12-14 15:07:12.833,0 days 00:00:57.008000
2022-12-14 15:07:12.833,Discord.exe,2022-12-14 15:07:24.835,0 days 00:00:12.002000
2022-12-14 15:07:24.835,chrome.exe,2022-12-14 15:09:03.845,0 days 00:01:39.010000
2022-12-14 15:09:03.845,Discord.exe,2022-12-14 15:09:48.851,0 days 00:00:45.006000
2022-12-14 15:09:48.851,chrome.exe,2022-12-14 15:09:51.851,0 days 00:00:03
2022-12-14 15:09:51.851,Discord.exe,2022-12-14 15:10:00.853,0 days 00:00:09.002000
2022-12-14 15:10:00.853,chrome.exe,2022-12-14 15:10:09.853,0 days 00:00:09
2022-12-14 15:10:09.853,Discord.exe,2022-12-14 15:11:21.861,0 days 00:01:12.008000
2022-12-14 15:11:21.861,chrome.exe,2022-12-14 15:20:33.930,0 days 00:09:12.069000
2022-12-14 15:20:33.930,Discord.exe,2022-12-14 15:20:48.932,0 days 00:00:15.002000
2022-12-14 15:20:48.932,chrome.exe,2022-12-14 15:20:57.932,0 days 00:00:09
2022-12-14 15:20:57.932,explorer.exe,2022-12-14 15:21:03.932,0 days 00:00:06
2022-12-14 15:21:03.932,chrome.exe,2022-12-14 15:22:42.948,0 days 00:01:39.016000
2022-12-14 15:22:42.948,firefox.exe,2022-12-14 15:22:45.948,0 days 00:00:03
2022-12-14 15:22:45.948,chrome.exe,2022-12-14 15:30:19.008,0 days 00:07:33.060000
2022-12-14 15:30:19.008,Discord.exe,2022-12-14 15:30:25.009,0 days 00:00:06.001000
2022-12-14 15:30:25.009,chrome.exe,2022-12-14 15:30:31.009,0 days 00:00:06
2022-12-14 15:30:31.009,Discord.exe,2022-12-14 15:30:52.012,0 days 00:00:21.003000
2022-12-14 15:30:52.012,chrome.exe,2022-12-14 15:32:10.022,0 days 00:01:18.010000
2022-12-14 15:32:10.022,Discord.exe,2022-12-14 15:32:43.025,0 days 00:00:33.003000
2022-12-14 15:32:43.025,chrome.exe,2022-12-14 15:32:49.026,0 days 00:00:06.001000
2022-12-14 15:32:49.026,Discord.exe,2022-12-14 18:15:25.115,0 days 02:42:36.089000
2022-12-14 18:15:25.115,firefox.exe,2022-12-14 18:15:28.116,0 days 00:00:03.001000
2022-12-14 18:15:28.116,VsDebugConsole.exe,2022-12-14 23:42:09.635,0 days 05:26:41.519000
2022-12-14 23:42:09.635,explorer.exe,2022-12-15 00:04:27.795,0 days 00:22:18.160000
2022-12-15 16:03:44.902,firefox.exe,2022-12-15 16:03:50.903,0 days 00:00:06.001000
2022-12-15 16:03:50.903,cmd.exe,2022-12-15 16:04:02.904,0 days 00:00:12.001000
2022-12-15 16:04:02.904,firefox.exe,2022-12-15 16:04:14.905,0 days 00:00:12.001000
2022-12-15 16:04:14.905,cmd.exe,2022-12-15 16:04:44.909,0 days 00:00:30.004000
2022-12-15 16:04:44.909,firefox.exe,2022-12-15 16:05:32.916,0 days 00:00:48.007000
2022-12-15 16:05:32.916,Talkdesk.exe,2022-12-15 16:05:38.917,0 days 00:00:06.001000
2022-12-15 16:05:38.917,chrome.exe,2022-12-15 16:05:59.920,0 days 00:00:21.003000
2022-12-15 16:05:59.920,firefox.exe,2022-12-15 16:06:17.924,0 days 00:00:18.004000
2022-12-15 16:06:17.924,notepad++.exe,2022-12-15 16:06:56.928,0 days 00:00:39.004000
2022-12-15 16:06:56.928,cmd.exe,2022-12-15 16:07:02.928,0 days 00:00:06
2022-12-15 16:07:02.928,firefox.exe,2022-12-15 16:07:47.931,0 days 00:00:45.003000
2022-12-15 16:07:47.931,notepad++.exe,2022-12-15 16:08:20.937,0 days 00:00:33.006000
2022-12-15 16:08:20.937,chrome.exe,2022-12-15 16:08:35.940,0 days 00:00:15.003000
2022-12-15 16:08:35.940,Discord.exe,2022-12-15 16:09:26.947,0 days 00:00:51.007000
2022-12-15 16:09:26.947,chrome.exe,2022-12-15 16:11:41.964,0 days 00:02:15.017000
2022-12-15 16:11:41.964,notepad++.exe,2022-12-15 16:12:41.970,0 days 00:01:00.006000
2022-12-15 16:12:41.970,cmd.exe,2022-12-15 16:12:44.971,0 days 00:00:03.001000
2022-12-15 16:12:44.971,notepad++.exe,2022-12-15 16:12:53.971,0 days 00:00:09
2022-12-15 16:12:53.971,explorer.exe,2022-12-15 16:12:56.971,0 days 00:00:03
2022-12-15 16:12:56.971,notepad++.exe,2022-12-15 16:12:59.972,0 days 00:00:03.001000
2022-12-15 16:12:59.972,explorer.exe,2022-12-15 16:13:05.973,0 days 00:00:06.001000
2022-12-15 16:13:05.973,notepad++.exe,2022-12-15 16:13:47.979,0 days 00:00:42.006000
2022-12-15 16:13:47.979,explorer.exe,2022-12-15 16:13:50.979,0 days 00:00:03
2022-12-15 16:13:50.979,cmd.exe,2022-12-15 16:13:56.980,0 days 00:00:06.001000
2022-12-15 16:13:56.980,notepad++.exe,2022-12-15 16:13:59.980,0 days 00:00:03
2022-12-15 16:13:59.980,cmd.exe,2022-12-15 16:14:17.984,0 days 00:00:18.004000
2022-12-15 16:14:17.984,SearchApp.exe,2022-12-15 16:14:59.987,0 days 00:00:42.003000
2022-12-15 16:14:59.987,notepad++.exe,2022-12-15 16:15:59.995,0 days 00:01:00.008000
2022-12-15 16:15:59.995,explorer.exe,2022-12-15 16:16:02.995,0 days 00:00:03
2022-12-15 16:16:02.995,notepad.exe,2022-12-15 16:16:08.996,0 days 00:00:06.001000
2022-12-15 16:16:08.996,explorer.exe,2022-12-15 16:16:51.001,0 days 00:00:42.005000
2022-12-15 16:16:51.001,notepad++.exe,2022-12-15 16:17:03.002,0 days 00:00:12.001000
2022-12-15 16:17:03.002,Talkdesk.exe,2022-12-15 16:17:09.003,0 days 00:00:06.001000
2022-12-15 16:17:09.003,chrome.exe,2022-12-15 16:17:39.006,0 days 00:00:30.003000
2022-12-15 16:17:39.006,Talkdesk.exe,2022-12-15 16:18:54.014,0 days 00:01:15.008000
2022-12-15 16:18:54.014,chrome.exe,2022-12-15 16:19:06.016,0 days 00:00:12.002000
2022-12-15 16:19:06.016,Talkdesk.exe,2022-12-15 16:19:18.017,0 days 00:00:12.001000
2022-12-15 16:19:18.017,chrome.exe,2022-12-15 16:19:48.021,0 days 00:00:30.004000
2022-12-15 16:19:48.021,Talkdesk.exe,2022-12-15 16:20:39.028,0 days 00:00:51.007000
2022-12-15 16:20:39.028,chrome.exe,2022-12-15 16:21:27.035,0 days 00:00:48.007000
2022-12-15 16:21:27.035,Talkdesk.exe,2022-12-15 16:22:39.041,0 days 00:01:12.006000
2022-12-15 16:22:39.041,chrome.exe,2022-12-15 16:25:15.061,0 days 00:02:36.020000
2022-12-15 16:25:15.061,Talkdesk.exe,2022-12-15 16:25:18.062,0 days 00:00:03.001000
2022-12-15 16:25:18.062,chrome.exe,2022-12-15 16:25:57.066,0 days 00:00:39.004000
2022-12-15 16:25:57.066,Discord.exe,2022-12-15 16:26:36.071,0 days 00:00:39.005000
2022-12-15 16:26:36.071,chrome.exe,2022-12-15 16:26:45.073,0 days 00:00:09.002000
2022-12-15 16:33:00.175,chrome.exe,2022-12-15 16:33:57.184,0 days 00:00:57.009000
2022-12-15 16:33:57.184,devenv.exe,2022-12-15 16:34:00.185,0 days 00:00:03.001000
2022-12-17 12:57:08.958,Shell_TrayWnd,2022-12-17 12:57:29.224,0 days 00:00:20.266000
2022-12-17 12:57:29.224,Chrome_WidgetWin_1,2022-12-17 13:00:54.037,0 days 00:03:24.813000
2022-12-17 13:00:54.037,MSTaskListWClass,2022-12-17 13:00:58.944,0 days 00:00:04.907000
2022-12-17 13:00:58.944,MozillaWindowClass,2022-12-17 13:01:22.420,0 days 00:00:23.476000
2022-12-17 13:01:22.420,ToolbarWindow32,2022-12-17 13:01:23.181,0 days 00:00:00.761000
2022-12-17 13:01:23.181,Windows.UI.Core.CoreWindow,2022-12-17 13:01:25.350,0 days 00:00:02.169000
2022-12-17 13:01:25.350,MozillaWindowClass,2022-12-17 13:01:27.766,0 days 00:00:02.416000
2022-12-17 13:01:27.766,ToolbarWindow32,2022-12-17 13:01:28.315,0 days 00:00:00.549000
2022-12-17 13:01:28.315,Windows.UI.Core.CoreWindow,2022-12-17 13:01:30.859,0 days 00:00:02.544000
2022-12-17 13:01:30.859,MozillaWindowClass,2022-12-17 13:01:46.593,0 days 00:00:15.734000
2022-12-17 13:01:46.593,Button,2022-12-17 13:01:55.447,0 days 00:00:08.854000
2022-12-17 13:01:55.447,#32768,2022-12-17 13:02:03.386,0 days 00:00:07.939000
2022-12-17 13:02:03.386,MozillaWindowClass,2022-12-17 13:02:15.214,0 days 00:00:11.828000
2022-12-17 13:02:15.214,DirectUIHWND,2022-12-17 13:02:22.786,0 days 00:00:07.572000
2022-12-17 13:02:22.786,MozillaWindowClass,2022-12-17 13:02:29.235,0 days 00:00:06.449000
2022-12-17 13:02:29.235,#32770,2022-12-17 13:02:34.024,0 days 00:00:04.789000
2022-12-17 13:02:34.024,MozillaWindowClass,2022-12-17 13:02:35.220,0 days 00:00:01.196000
2022-12-17 13:02:35.220,DirectUIHWND,2022-12-17 13:02:38.846,0 days 00:00:03.626000
2022-12-17 13:02:38.846,#32770,2022-12-17 13:02:40.611,0 days 00:00:01.765000
2022-12-17 13:02:40.611,MozillaWindowClass,2022-12-17 13:03:50.746,0 days 00:01:10.135000
2022-12-17 13:05:12.684,explorer.exe,2022-12-17 13:05:13.837,0 days 00:00:01.153000
2022-12-17 13:05:13.837,cmd.exe,2022-12-17 13:05:16.253,0 days 00:00:02.416000
2022-12-17 13:05:16.253,explorer.exe,2022-12-17 13:05:20.806,0 days 00:00:04.553000
2022-12-17 13:05:20.806,firefox.exe,2022-12-17 13:06:13.307,0 days 00:00:52.501000
2022-12-17 13:06:13.307,explorer.exe,2022-12-17 13:06:15.865,0 days 00:00:02.558000
2022-12-17 13:06:15.865,firefox.exe,2022-12-17 13:06:25.535,0 days 00:00:09.670000
2022-12-17 13:06:25.535,explorer.exe,2022-12-17 13:06:45.410,0 days 00:00:19.875000
2022-12-17 13:06:45.410,firefox.exe,2022-12-17 14:08:03.079,0 days 01:01:17.669000
2022-12-17 14:08:03.079,explorer.exe,2022-12-17 14:08:03.826,0 days 00:00:00.747000
2022-12-17 14:08:03.826,ShellExperienceHost.exe,2022-12-17 14:08:07.700,0 days 00:00:03.874000
2022-12-17 14:08:07.700,firefox.exe,2022-12-17 14:08:09.171,0 days 00:00:01.471000
2022-12-17 14:08:09.171,explorer.exe,2022-12-17 14:08:10.921,0 days 00:00:01.750000
2022-12-17 14:08:10.921,ShellExperienceHost.exe,2022-12-17 14:08:11.155,0 days 00:00:00.234000
2022-12-17 14:08:11.155,explorer.exe,2022-12-17 14:08:11.738,0 days 00:00:00.583000
2022-12-17 14:08:11.738,ShellExperienceHost.exe,2022-12-17 14:08:23.904,0 days 00:00:12.166000
2022-12-17 14:08:23.904,firefox.exe,2022-12-17 15:10:51.440,0 days 01:02:27.536000
2022-12-17 15:10:51.440,explorer.exe,2022-12-17 15:10:55.077,0 days 00:00:03.637000
2022-12-17 15:10:55.077,StartMenuExperienceHost.exe,2022-12-17 15:11:01.042,0 days 00:00:05.965000
2022-12-17 15:11:01.042,SearchApp.exe,2022-12-17 17:43:54.686,0 days 02:32:53.644000
2022-12-17 17:43:54.686,firefox.exe,2022-12-17 17:43:57.705,0 days 00:00:03.019000
2022-12-17 17:43:57.705,Teams.exe,2022-12-17 17:44:01.310,0 days 00:00:03.605000
2022-12-17 17:44:01.310,explorer.exe,2022-12-17 17:44:02.899,0 days 00:00:01.589000
2022-12-17 17:44:02.899,cmd.exe,2022-12-17 17:44:06.041,0 days 00:00:03.142000
2022-12-17 17:44:06.041,firefox.exe,2022-12-17 17:44:07.129,0 days 00:00:01.088000
2022-12-17 17:44:07.129,explorer.exe,2022-12-17 17:44:08.430,0 days 00:00:01.301000
2022-12-17 17:44:08.430,cmd.exe,2022-12-17 17:44:15.750,0 days 00:00:07.320000
2022-12-17 17:44:15.750,explorer.exe,2022-12-17 17:44:17.312,0 days 00:00:01.562000
2022-12-17 17:44:17.312,Discord.exe,2022-12-17 17:44:31.505,0 days 00:00:14.193000
2022-12-17 17:44:31.505,firefox.exe,2022-12-17 17:44:36.282,0 days 00:00:04.777000
2022-12-17 17:44:36.282,explorer.exe,2022-12-17 17:44:38.432,0 days 00:00:02.150000
2022-12-17 17:44:38.432,SearchApp.exe,2022-12-17 17:44:41.093,0 days 00:00:02.661000
2022-12-17 17:44:41.093,firefox.exe,2022-12-17 17:44:55.334,0 days 00:00:14.241000
2022-12-17 17:44:55.334,RiotClientUx.exe,2022-12-17 17:45:08.485,0 days 00:00:13.151000
2022-12-17 17:45:08.485,firefox.exe,2022-12-17 17:50:53.176,0 days 00:05:44.691000
2022-12-17 17:50:53.176,LeagueClientUx.exe,2022-12-17 17:51:43.903,0 days 00:00:50.727000
2022-12-17 17:51:43.903,firefox.exe,2022-12-17 19:20:38.550,0 days 01:28:54.647000
2022-12-17 19:20:38.550,cmd.exe,2022-12-17 19:20:40.362,0 days 00:00:01.812000
2022-12-17 19:20:40.362,firefox.exe,2022-12-17 19:25:18.957,0 days 00:04:38.595000
2022-12-17 19:25:18.957,LeagueClientUx.exe,2022-12-17 19:25:19.619,0 days 00:00:00.662000
2022-12-17 19:25:19.619,firefox.exe,2022-12-17 19:31:53.718,0 days 00:06:34.099000
2022-12-17 19:31:53.718,explorer.exe,2022-12-17 19:31:58.154,0 days 00:00:04.436000
2022-12-17 19:31:58.154,firefox.exe,2022-12-17 19:40:31.228,0 days 00:08:33.074000
2022-12-17 19:40:31.228,LeagueClientUx.exe,2022-12-17 19:40:33.470,0 days 00:00:02.242000
2022-12-17 19:40:33.470,firefox.exe,2022-12-17 19:40:34.282,0 days 00:00:00.812000
2022-12-17 19:40:34.282,explorer.exe,2022-12-17 19:40:37.305,0 days 00:00:03.023000
2022-12-17 19:40:37.305,Discord.exe,2022-12-17 19:41:18.853,0 days 00:00:41.548000
2022-12-17 19:41:18.853,firefox.exe,2022-12-17 19:41:21.837,0 days 00:00:02.984000
2022-12-17 19:41:21.837,LeagueClientUx.exe,2022-12-17 19:41:24.110,0 days 00:00:02.273000
2022-12-17 19:41:24.110,firefox.exe,2022-12-17 19:41:27.455,0 days 00:00:03.345000
2022-12-17 19:41:27.455,LeagueClientUx.exe,2022-12-17 19:41:28.533,0 days 00:00:01.078000
2022-12-17 19:41:28.533,firefox.exe,2022-12-17 19:41:30.089,0 days 00:00:01.556000
2022-12-17 19:41:30.089,LeagueClientUx.exe,2022-12-17 19:41:32.554,0 days 00:00:02.465000
2022-12-17 19:41:32.554,firefox.exe,2022-12-17 19:42:14.109,0 days 00:00:41.555000
2022-12-17 19:42:14.109,LeagueClientUx.exe,2022-12-17 19:42:14.760,0 days 00:00:00.651000
2022-12-17 19:42:14.760,firefox.exe,2022-12-17 19:42:22.850,0 days 00:00:08.090000
2022-12-17 19:42:22.850,explorer.exe,2022-12-17 19:42:24.314,0 days 00:00:01.464000
2022-12-17 19:42:24.314,LeagueClientUx.exe,2022-12-17 19:42:27.099,0 days 00:00:02.785000
2022-12-17 19:42:27.099,firefox.exe,2022-12-17 19:42:37.259,0 days 00:00:10.160000
2022-12-17 19:42:37.259,LeagueClientUx.exe,2022-12-17 19:43:00.289,0 days 00:00:23.030000
2022-12-17 19:43:00.289,firefox.exe,2022-12-17 19:43:04.339,0 days 00:00:04.050000
2022-12-17 19:43:04.339,LeagueClientUx.exe,2022-12-17 19:43:08.194,0 days 00:00:03.855000
2022-12-17 19:43:08.194,firefox.exe,2022-12-17 19:43:09.989,0 days 00:00:01.795000
2022-12-17 19:43:09.989,LeagueClientUx.exe,2022-12-17 19:43:24.901,0 days 00:00:14.912000
2022-12-17 19:43:24.901,firefox.exe,2022-12-17 19:43:38.710,0 days 00:00:13.809000
2022-12-17 19:43:38.710,explorer.exe,2022-12-17 19:43:39.073,0 days 00:00:00.363000
2022-12-17 19:43:39.073,firefox.exe,2022-12-17 19:44:00.409,0 days 00:00:21.336000
2022-12-17 19:44:00.409,League of Legends.exe,2022-12-17 20:01:03.807,0 days 00:17:03.398000
2022-12-17 20:01:03.807,firefox.exe,2022-12-17 20:01:05.467,0 days 00:00:01.660000
2022-12-17 20:01:05.467,LeagueClientUx.exe,2022-12-17 20:01:42.525,0 days 00:00:37.058000
2022-12-17 20:01:42.525,firefox.exe,2022-12-17 20:03:14.805,0 days 00:01:32.280000
2022-12-17 20:03:14.805,LeagueClientUx.exe,2022-12-17 20:03:17.261,0 days 00:00:02.456000
2022-12-17 20:03:17.261,firefox.exe,2022-12-17 20:03:19.645,0 days 00:00:02.384000
2022-12-17 20:03:19.645,explorer.exe,2022-12-17 20:03:28.504,0 days 00:00:08.859000
2022-12-17 20:03:28.504,LeagueClientUx.exe,2022-12-17 20:03:32.139,0 days 00:00:03.635000
2022-12-17 20:03:32.139,firefox.exe,2022-12-17 20:04:47.924,0 days 00:01:15.785000
2022-12-17 20:04:47.924,LeagueClientUx.exe,2022-12-17 20:04:49.657,0 days 00:00:01.733000
2022-12-17 20:04:49.657,firefox.exe,2022-12-17 20:04:53.282,0 days 00:00:03.625000
2022-12-17 20:04:53.282,LeagueClientUx.exe,2022-12-17 20:05:09.369,0 days 00:00:16.087000
2022-12-17 20:05:09.369,firefox.exe,2022-12-17 20:05:21.326,0 days 00:00:11.957000
2022-12-17 20:05:21.326,LeagueClientUx.exe,2022-12-17 20:05:40.024,0 days 00:00:18.698000
2022-12-17 20:05:40.024,firefox.exe,2022-12-17 20:05:45.961,0 days 00:00:05.937000
2022-12-17 20:05:45.961,LeagueClientUx.exe,2022-12-17 20:05:52.796,0 days 00:00:06.835000
2022-12-17 20:05:52.796,firefox.exe,2022-12-17 20:05:56.913,0 days 00:00:04.117000
2022-12-17 20:05:56.913,LeagueClientUx.exe,2022-12-17 20:06:08.683,0 days 00:00:11.770000
2022-12-17 20:06:08.683,firefox.exe,2022-12-17 20:06:19.202,0 days 00:00:10.519000
2022-12-17 20:06:19.202,LeagueClientUx.exe,2022-12-17 20:06:29.483,0 days 00:00:10.281000
2022-12-17 20:06:29.483,firefox.exe,2022-12-17 20:06:36.087,0 days 00:00:06.604000
2022-12-17 20:06:36.087,explorer.exe,2022-12-17 20:06:38.767,0 days 00:00:02.680000
2022-12-17 20:06:38.767,LeagueClientUx.exe,2022-12-17 20:06:45.638,0 days 00:00:06.871000
2022-12-17 20:06:45.638,firefox.exe,2022-12-17 20:06:46.819,0 days 00:00:01.181000
2022-12-17 20:06:46.819,LeagueClientUx.exe,2022-12-17 20:07:01.462,0 days 00:00:14.643000
2022-12-17 20:07:01.462,firefox.exe,2022-12-17 20:07:08.768,0 days 00:00:07.306000
2022-12-17 20:07:08.768,explorer.exe,2022-12-17 20:07:18.768,0 days 00:00:10
2022-12-17 20:07:18.768,firefox.exe,2022-12-17 20:07:31.584,0 days 00:00:12.816000
2022-12-17 20:07:31.584,League of Legends.exe,2022-12-17 20:21:48.803,0 days 00:14:17.219000
2022-12-17 20:21:48.803,firefox.exe,2022-12-17 20:21:52.839,0 days 00:00:04.036000
2022-12-17 20:21:52.839,LeagueClientUx.exe,2022-12-17 20:22:07.382,0 days 00:00:14.543000
2022-12-17 20:22:07.382,firefox.exe,2022-12-17 20:22:08.610,0 days 00:00:01.228000
2022-12-17 20:22:08.610,LeagueClientUx.exe,2022-12-17 20:22:10.167,0 days 00:00:01.557000
2022-12-17 20:22:10.167,firefox.exe,2022-12-17 20:22:14.173,0 days 00:00:04.006000
2022-12-17 20:22:14.173,LeagueClientUx.exe,2022-12-17 20:22:18.997,0 days 00:00:04.824000
2022-12-17 20:22:18.997,firefox.exe,2022-12-17 20:22:22.497,0 days 00:00:03.500000
2022-12-17 20:22:22.497,LeagueClientUx.exe,2022-12-17 20:22:31.058,0 days 00:00:08.561000
2022-12-17 20:22:31.058,firefox.exe,2022-12-17 20:22:33.009,0 days 00:00:01.951000
2022-12-17 20:22:33.009,LeagueClientUx.exe,2022-12-17 20:22:34.539,0 days 00:00:01.530000
2022-12-17 20:22:34.539,firefox.exe,2022-12-17 20:22:36.578,0 days 00:00:02.039000
2022-12-17 20:22:36.578,LeagueClientUx.exe,2022-12-17 20:23:07.023,0 days 00:00:30.445000
