MEASUREMENT_TIME	ID_INPUT	VALUE	PRIVATE_DATA
2022-12-23 02:26:00.082	2	explorer.exe	0
2022-12-23 02:26:00.082	3	ApplicationManager_DesktopShellWindow	0
2022-12-23 02:26:00.082	4	\DISPLAY1	0
2022-12-23 02:26:08.344	13	Chrome Legacy Window	0
2022-12-23 02:26:08.344	2	Discord.exe	0
2022-12-23 02:26:08.344	3	Chrome_RenderWidgetHostHWND	0
2022-12-23 02:26:08.344	4	\DISPLAY1	0
2022-12-23 02:26:15.093	13	Chrome Legacy Window	0
2022-12-23 02:26:15.093	2	RiotClientUx.exe	0
2022-12-23 02:26:15.093	3	Chrome_RenderWidgetHostHWND	0
2022-12-23 02:26:15.093	4	\DISPLAY1	0
2022-12-23 02:26:31.585	2	LeagueClient.exe	0
2022-12-23 02:26:31.585	3	SplashScreenClassName	0
2022-12-23 02:26:31.585	4	\DISPLAY1	0
2022-12-23 02:26:41.585	13	League of Legends	0
2022-12-23 02:26:41.585	2	LeagueClientUx.exe	0
2022-12-23 02:26:41.585	3	RCLIENT	0
2022-12-23 02:26:41.585	4	\DISPLAY1	0
2022-12-23 02:26:48.477	13	League of Legends (TM) Client	0
2022-12-23 02:26:48.477	2	League of Legends.exe	0
2022-12-23 02:26:48.477	3	RiotWindowClass	0
2022-12-23 02:26:48.477	4	\DISPLAY1	0
2022-12-23 02:29:11.591	13	Friends - Discord	0
2022-12-23 02:29:11.591	2	Discord.exe	0
2022-12-23 02:29:11.591	3	Chrome_WidgetWin_1	0
2022-12-23 02:29:11.591	4	\DISPLAY1	0
2022-12-23 02:29:12.028	13	Running applications	0
2022-12-23 02:29:12.028	2	explorer.exe	0
2022-12-23 02:29:12.028	3	MSTaskListWClass	0
2022-12-23 02:29:12.028	4	\DISPLAY1	0
2022-12-23 02:29:12.515	13		0
2022-12-23 02:29:12.515	2	firefox.exe	0
2022-12-23 02:29:12.515	3	MozillaWindowClass	0
2022-12-23 02:29:12.515	4	\DISPLAY1	0
2022-12-23 02:29:12.993	13	League of Legends (TM) Client	0
2022-12-23 02:29:12.993	2	League of Legends.exe	0
2022-12-23 02:29:12.993	3	RiotWindowClass	0
2022-12-23 02:29:12.993	4	\DISPLAY1	0
2022-12-23 02:38:21.612	13	Aphelios ARAM Build - U.GG Aphelios Runes + Item Guide for ARAM — Mozilla Firefox	0
2022-12-23 02:38:21.612	2	firefox.exe	0
2022-12-23 02:38:21.612	3	MozillaWindowClass	0
2022-12-23 02:38:21.612	4	\DISPLAY1	0
2022-12-23 02:38:25.848	13	Chrome Legacy Window	0
2022-12-23 02:38:25.848	2	LeagueClientUx.exe	0
2022-12-23 02:38:25.848	3	Chrome_RenderWidgetHostHWND	0
2022-12-23 02:38:25.848	4	\DISPLAY1	0
2022-12-23 02:38:37.392	13	Aphelios ARAM Build - U.GG Aphelios Runes + Item Guide for ARAM — Mozilla Firefox	0
2022-12-23 02:38:37.392	2	firefox.exe	0
2022-12-23 02:38:37.392	3	MozillaWindowClass	0
2022-12-23 02:38:37.392	4	\DISPLAY1	0
2022-12-23 02:39:06.374	13	Chrome Legacy Window	0
2022-12-23 02:39:06.374	2	LeagueClientUx.exe	0
2022-12-23 02:39:06.374	3	Chrome_RenderWidgetHostHWND	0
2022-12-23 02:39:06.374	4	\DISPLAY1	0
2022-12-23 02:39:13.897	13	(101) The Lucky Guy|Comedy happened in “Lucky” Coffee Shop| Cantonese EngSub|Stephen Chow SammiCheng|行運一條龍 - YouTube — Mozilla Firefox	0
2022-12-23 02:39:13.897	2	firefox.exe	0
2022-12-23 02:39:13.897	3	MozillaWindowClass	0
2022-12-23 02:39:13.897	4	\DISPLAY1	0
2022-12-23 02:39:23.293	13	Chrome Legacy Window	0
2022-12-23 02:39:23.293	2	LeagueClientUx.exe	0
2022-12-23 02:39:23.293	3	Chrome_RenderWidgetHostHWND	0
2022-12-23 02:39:23.293	4	\DISPLAY1	0
2022-12-23 02:39:27.037	13	(101) The Lucky Guy|Comedy happened in “Lucky” Coffee Shop| Cantonese EngSub|Stephen Chow SammiCheng|行運一條龍 - YouTube — Mozilla Firefox	0
2022-12-23 02:39:27.037	2	firefox.exe	0
2022-12-23 02:39:27.037	3	MozillaWindowClass	0
2022-12-23 02:39:27.037	4	\DISPLAY1	0
2022-12-23 02:46:01.632	13	Search	0
2022-12-23 02:46:01.632	2	SearchApp.exe	0
2022-12-23 02:46:01.632	3	Windows.UI.Core.CoreWindow	0
2022-12-23 02:46:01.632	4	\DISPLAY1	0
2022-12-23 02:46:11.633	13	Camera	0
2022-12-23 02:46:11.633	2	ApplicationFrameHost.exe	0
2022-12-23 02:46:11.633	3	ApplicationFrameWindow	0
2022-12-23 02:46:11.633	4	\DISPLAY1	0
2022-12-23 02:46:24.036	13	(101) The Lucky Guy|Comedy happened in “Lucky” Coffee Shop| Cantonese EngSub|Stephen Chow SammiCheng|行運一條龍 - YouTube — Mozilla Firefox	0
2022-12-23 02:46:24.036	2	firefox.exe	0
2022-12-23 02:46:24.036	3	MozillaWindowClass	0
2022-12-23 02:46:24.036	4	\DISPLAY1	0
2022-12-23 02:46:25.950	13	Running applications	0
2022-12-23 02:46:25.950	2	explorer.exe	0
2022-12-23 02:46:25.950	3	MSTaskListWClass	0
2022-12-23 02:46:25.950	4	\DISPLAY1	0
2022-12-23 02:46:27.806	13	(101) The Lucky Guy|Comedy happened in “Lucky” Coffee Shop| Cantonese EngSub|Stephen Chow SammiCheng|行運一條龍 - YouTube — Mozilla Firefox	0
2022-12-23 02:46:27.806	2	firefox.exe	0
2022-12-23 02:46:27.806	3	MozillaWindowClass	0
2022-12-23 02:46:27.806	4	\DISPLAY1	0
2022-12-23 02:58:53.990	13	Camera	0
2022-12-23 02:58:53.990	2	WindowsCamera.exe	0
2022-12-23 02:58:53.990	3	Windows.UI.Core.CoreWindow	0
2022-12-23 02:58:53.990	4	\DISPLAY1	0
2022-12-23 02:58:56.447	13	(101) The Lucky Guy|Comedy happened in “Lucky” Coffee Shop| Cantonese EngSub|Stephen Chow SammiCheng|行運一條龍 - YouTube — Mozilla Firefox	0
2022-12-23 02:58:56.447	2	firefox.exe	0
2022-12-23 02:58:56.447	3	MozillaWindowClass	0
2022-12-23 02:58:56.447	4	\DISPLAY1	0
2022-12-23 02:59:40.878	13	Running applications	0
2022-12-23 02:59:40.878	2	explorer.exe	0
2022-12-23 02:59:40.878	3	MSTaskListWClass	0
2022-12-23 02:59:40.878	4	\DISPLAY1	0
2022-12-23 02:59:41.545	13		0
2022-12-23 02:59:41.545	2	cmd.exe	0
2022-12-23 02:59:41.545	3	ConsoleWindowClass	0
2022-12-23 02:59:41.545	4	\DISPLAY1	0
