MEASUREMENT_TIME,VALUE
2023-01-13 04:16:21.082,firefox.exe
2023-01-13 04:16:31.082,League of Legends.exe
2023-01-13 04:16:48.730,firefox.exe
2023-01-13 04:16:56.824,League of Legends.exe
2023-01-13 04:21:17.374,firefox.exe
2023-01-13 04:21:18.693,League of Legends.exe
2023-01-13 04:38:51.134,LeagueClientUx.exe
2023-01-13 04:42:54.697,firefox.exe
2023-01-13 04:43:01.703,LeagueClientUx.exe
2023-01-13 04:43:03.258,firefox.exe
2023-01-13 04:43:08.065,LeagueClientUx.exe
2023-01-13 04:43:41.146,League of Legends.exe
2023-01-13 05:01:51.187,LeagueClientUx.exe
2023-01-13 05:02:51.022,firefox.exe
2023-01-13 05:02:53.410,LeagueClientUx.exe
2023-01-13 05:03:13.442,firefox.exe
2023-01-13 05:03:27.052,LeagueClientUx.exe
2023-01-13 05:03:40.877,firefox.exe
2023-01-13 05:03:43.110,LeagueClientUx.exe
2023-01-13 05:03:55.236,firefox.exe
2023-01-13 05:04:00.691,LeagueClientUx.exe
2023-01-13 05:04:07.873,firefox.exe
2023-01-13 05:04:12.827,LeagueClientUx.exe
2023-01-13 05:05:11.196,firefox.exe
2023-01-13 05:05:21.196,League of Legends.exe
2023-01-13 05:06:37.068,firefox.exe
2023-01-13 05:06:39.503,League of Legends.exe
2023-01-13 05:07:52.765,firefox.exe
2023-01-13 05:07:53.780,League of Legends.exe
2023-01-13 05:15:51.219,LeagueClientUx.exe
2023-01-13 05:16:22.940,firefox.exe
2023-01-13 05:16:25.488,LeagueClientUx.exe
2023-01-13 05:17:07.275,firefox.exe
2023-01-13 05:17:26.494,LeagueClientUx.exe
2023-01-13 05:17:53.683,firefox.exe
2023-01-13 05:18:05.344,LeagueClientUx.exe
2023-01-13 05:18:09.120,firefox.exe
2023-01-13 05:18:28.150,LeagueClientUx.exe
2023-01-13 05:18:43.661,firefox.exe
2023-01-13 05:18:51.226,cmd.exe
2023-01-13 05:18:51.621,League of Legends.exe
2023-01-13 05:19:01.227,firefox.exe
2023-01-13 05:19:10.032,League of Legends.exe
2023-01-13 05:21:48.011,firefox.exe
2023-01-13 05:21:51.234,League of Legends.exe
2023-01-13 05:28:01.246,firefox.exe
2023-01-13 05:28:06.439,League of Legends.exe
2023-01-13 05:36:31.267,firefox.exe
2023-01-13 05:36:46.430,League of Legends.exe
2023-01-13 05:37:27.071,LeagueClientUx.exe
2023-01-13 05:37:28.158,firefox.exe
2023-01-13 05:37:30.009,LeagueClientUx.exe
2023-01-13 05:37:43.789,firefox.exe
2023-01-13 05:38:01.436,LeagueClientUx.exe
2023-01-13 05:41:28.294,firefox.exe
2023-01-13 05:41:29.737,LeagueClientUx.exe
2023-01-13 05:41:32.121,firefox.exe
2023-01-13 05:41:37.373,LeagueClientUx.exe
2023-01-13 05:42:11.279,League of Legends.exe
2023-01-13 05:59:07.504,LeagueClientUx.exe
2023-01-13 06:00:58.403,firefox.exe
2023-01-13 06:01:04.783,LeagueClientUx.exe
2023-01-13 06:01:21.440,firefox.exe
2023-01-13 06:01:29.394,LeagueClientUx.exe
2023-01-13 06:02:04.132,firefox.exe
2023-01-13 06:02:05.038,LeagueClientUx.exe
2023-01-13 06:02:21.326,League of Legends.exe
2023-01-13 06:03:43.226,firefox.exe
2023-01-13 06:03:45.562,League of Legends.exe
2023-01-13 06:04:17.262,firefox.exe
2023-01-13 06:04:17.932,League of Legends.exe
2023-01-13 06:04:21.328,firefox.exe
2023-01-13 06:04:22.059,League of Legends.exe
2023-01-13 06:15:31.356,LeagueClientUx.exe
2023-01-13 06:15:46.707,firefox.exe
2023-01-13 06:17:49.929,LeagueClientUx.exe
2023-01-13 06:17:57.312,firefox.exe
2023-01-13 06:17:57.906,LeagueClientUx.exe
2023-01-13 06:18:46.629,firefox.exe
2023-01-13 06:18:54.554,LeagueClientUx.exe
2023-01-13 06:19:04.760,firefox.exe
2023-01-13 06:19:11.363,explorer.exe
2023-01-13 06:19:21.363,firefox.exe
2023-01-13 06:19:30.586,League of Legends.exe
2023-01-13 06:38:58.360,LeagueClientUx.exe
2023-01-13 06:41:49.600,explorer.exe
2023-01-13 06:41:51.432,SearchApp.exe
2023-01-13 06:41:58.326,LeagueClientUx.exe
2023-01-13 06:41:59.689,firefox.exe
2023-01-13 06:42:00.465,audacity.exe
2023-01-13 06:43:39.457,firefox.exe
2023-01-13 06:43:40.007,audacity.exe
2023-01-13 06:43:40.438,LeagueClientUx.exe
2023-01-13 06:43:41.579,audacity.exe
2023-01-13 06:43:55.173,LeagueClientUx.exe
2023-01-13 06:44:21.350,firefox.exe
2023-01-13 06:44:27.415,LeagueClientUx.exe
2023-01-13 06:44:32.490,firefox.exe
2023-01-13 06:44:33.258,LeagueClientUx.exe
2023-01-13 06:44:35.809,firefox.exe
2023-01-13 06:44:43.509,LeagueClientUx.exe
2023-01-13 06:44:52.613,audacity.exe
2023-01-13 06:44:57.903,LeagueClientUx.exe
2023-01-13 06:45:00.873,firefox.exe
2023-01-13 06:45:05.506,LeagueClientUx.exe
2023-01-13 06:45:06.969,firefox.exe
2023-01-13 06:45:07.604,LeagueClientUx.exe
2023-01-13 06:45:37.303,firefox.exe
2023-01-13 06:45:55.781,LeagueClientUx.exe
2023-01-13 06:46:01.010,firefox.exe
2023-01-13 06:46:03.495,LeagueClientUx.exe
2023-01-13 06:46:07.645,firefox.exe
2023-01-13 06:46:10.214,LeagueClientUx.exe
2023-01-13 06:46:16.356,firefox.exe
2023-01-13 06:46:51.323,League of Legends.exe
2023-01-13 06:47:10.126,firefox.exe
2023-01-13 06:47:10.731,League of Legends.exe
2023-01-13 06:57:51.481,LeagueClientUx.exe
2023-01-13 06:57:59.637,audacity.exe
2023-01-13 06:58:00.484,LeagueClientUx.exe
2023-01-13 06:58:09.363,firefox.exe
2023-01-13 06:58:11.746,audacity.exe
2023-01-13 06:58:21.482,firefox.exe
2023-01-13 06:58:27.213,LeagueClientUx.exe
2023-01-13 06:59:32.161,firefox.exe
2023-01-13 06:59:38.219,LeagueClientUx.exe
2023-01-13 06:59:47.430,firefox.exe
2023-01-13 06:59:53.940,LeagueClientUx.exe
2023-01-13 07:00:12.671,firefox.exe
2023-01-13 07:01:01.490,League of Legends.exe
2023-01-13 07:01:11.491,explorer.exe
2023-01-13 07:01:12.506,League of Legends.exe
2023-01-13 07:03:01.496,explorer.exe
2023-01-13 07:03:04.814,League of Legends.exe
2023-01-13 07:14:21.527,LeagueClientUx.exe
2023-01-13 07:15:36.560,firefox.exe
2023-01-13 07:16:16.150,LeagueClientUx.exe
2023-01-13 07:16:51.354,firefox.exe
2023-01-13 07:16:57.995,LeagueClientUx.exe
2023-01-13 07:17:08.050,firefox.exe
2023-01-13 07:17:13.413,LeagueClientUx.exe
2023-01-13 07:17:28.215,firefox.exe
2023-01-13 07:17:35.353,LeagueClientUx.exe
2023-01-13 07:18:21.538,firefox.exe
2023-01-13 07:18:31.538,League of Legends.exe
2023-01-13 07:25:24.047,firefox.exe
2023-01-13 07:25:26.999,League of Legends.exe
2023-01-13 07:35:17.464,firefox.exe
2023-01-13 07:35:20.699,League of Legends.exe
2023-01-13 07:39:11.589,LeagueClientUx.exe
2023-01-13 07:39:25.578,firefox.exe
2023-01-13 07:39:59.705,LeagueClientUx.exe
2023-01-13 07:40:04.435,firefox.exe
2023-01-13 07:40:12.194,LeagueClientUx.exe
2023-01-13 07:40:13.630,firefox.exe
2023-01-13 07:40:17.115,LeagueClientUx.exe
2023-01-13 07:40:41.733,firefox.exe
2023-01-13 07:41:31.595,League of Legends.exe
2023-01-13 07:51:26.675,firefox.exe
2023-01-13 07:51:30.850,League of Legends.exe
2023-01-13 07:58:51.645,LeagueClientUx.exe
2023-01-13 08:00:24.906,firefox.exe
2023-01-13 08:00:28.020,LeagueClientUx.exe
2023-01-13 08:00:53.036,firefox.exe
2023-01-13 08:00:58.655,LeagueClientUx.exe
2023-01-13 08:01:41.653,League of Legends.exe
2023-01-13 08:02:28.547,firefox.exe
2023-01-13 08:02:30.927,League of Legends.exe
2023-01-13 08:25:31.353,LeagueClientUx.exe
2023-01-13 08:28:41.382,firefox.exe
2023-01-13 08:29:45.192,LeagueClientUx.exe
2023-01-13 08:31:04.049,firefox.exe
2023-01-13 08:31:05.425,LeagueClientUx.exe
2023-01-13 08:31:24.326,firefox.exe
2023-01-13 08:31:33.924,LeagueClientUx.exe
2023-01-13 08:31:40.150,firefox.exe
2023-01-13 08:32:03.597,League of Legends.exe
2023-01-13 08:32:10.435,firefox.exe
2023-01-13 08:34:18.473,League of Legends.exe
2023-01-13 08:34:22.722,firefox.exe
2023-01-13 08:34:24.732,League of Legends.exe
2023-01-13 08:50:41.786,LeagueClientUx.exe
2023-01-13 08:51:18.946,firefox.exe
2023-01-13 08:52:37.441,LeagueClientUx.exe
2023-01-13 08:52:57.273,firefox.exe
2023-01-13 08:52:57.972,LeagueClientUx.exe
2023-01-13 08:54:01.793,League of Legends.exe
2023-01-13 08:54:28.126,firefox.exe
2023-01-13 08:54:30.528,League of Legends.exe
2023-01-13 09:09:01.831,LeagueClientUx.exe
2023-01-13 09:09:27.714,firefox.exe
2023-01-13 09:10:05.620,LeagueClientUx.exe
2023-01-13 09:11:13.671,firefox.exe
2023-01-13 09:11:18.659,LeagueClientUx.exe
2023-01-13 09:11:23.075,firefox.exe
2023-01-13 09:11:28.147,LeagueClientUx.exe
2023-01-13 09:12:13.464,firefox.exe
2023-01-13 09:12:14.263,LeagueClientUx.exe
2023-01-13 09:12:38.718,firefox.exe
2023-01-13 09:12:40.195,LeagueClientUx.exe
2023-01-13 09:12:41.500,firefox.exe
2023-01-13 09:12:49.700,LeagueClientUx.exe
2023-01-13 09:13:21.841,firefox.exe
2023-01-13 09:13:31.841,League of Legends.exe
2023-01-13 09:14:24.240,firefox.exe
2023-01-13 09:14:31.843,League of Legends.exe
2023-01-13 09:20:11.730,firefox.exe
2023-01-13 09:20:13.327,League of Legends.exe
2023-01-13 09:29:11.877,LeagueClientUx.exe
2023-01-13 09:52:43.174,firefox.exe
2023-01-13 10:23:45.919,LeagueClientUx.exe
2023-01-13 10:23:49.144,firefox.exe
2023-01-13 10:26:25.114,cmd.exe
2023-01-13 19:19:04.050,Teams.exe
2023-01-13 19:19:04.050,<s>
2023-01-13 19:19:06.663,explorer.exe
2023-01-13 19:19:10.352,DB Browser for SQLite.exe
2023-01-13 19:19:29.383,Teams.exe
2023-01-13 19:20:49.274,explorer.exe
2023-01-13 19:20:54.918,Teams.exe
2023-01-13 19:21:11.123,SearchApp.exe
2023-01-13 19:21:15.950,onenoteim.exe
2023-01-13 19:21:21.123,ApplicationFrameHost.exe
2023-01-13 19:21:22.151,onenoteim.exe
2023-01-13 19:21:31.123,ApplicationFrameHost.exe
2023-01-13 19:22:03.880,explorer.exe
2023-01-13 19:22:07.861,DB Browser for SQLite.exe
2023-01-13 19:22:09.726,explorer.exe
2023-01-13 19:22:11.122,DB Browser for SQLite.exe
2023-01-13 19:22:18.339,explorer.exe
2023-01-13 19:22:21.122,DB Browser for SQLite.exe
2023-01-13 19:22:36.554,explorer.exe
2023-01-13 19:22:38.833,DB Browser for SQLite.exe
2023-01-13 19:22:42.836,explorer.exe
2023-01-13 19:22:46.010,DB Browser for SQLite.exe
2023-01-13 19:22:55.974,explorer.exe
2023-01-13 19:22:58.164,DB Browser for SQLite.exe
2023-01-13 19:23:05.109,explorer.exe
2023-01-13 19:23:06.873,DB Browser for SQLite.exe
2023-01-13 19:23:11.121,explorer.exe
2023-01-13 19:23:13.771,DB Browser for SQLite.exe
2023-01-13 19:23:19.303,explorer.exe
2023-01-13 19:23:21.121,DB Browser for SQLite.exe
2023-01-13 19:23:32.795,explorer.exe
2023-01-13 19:23:34.462,DB Browser for SQLite.exe
2023-01-13 19:23:38.878,explorer.exe
2023-01-13 19:23:40.649,DB Browser for SQLite.exe
2023-01-13 19:23:44.815,explorer.exe
2023-01-13 19:23:46.579,DB Browser for SQLite.exe
2023-01-13 19:23:53.106,explorer.exe
2023-01-13 19:23:54.788,DB Browser for SQLite.exe
2023-01-13 19:23:58.630,explorer.exe
2023-01-13 19:24:00.408,DB Browser for SQLite.exe
2023-01-13 19:24:05.421,explorer.exe
2023-01-13 19:24:06.992,DB Browser for SQLite.exe
2023-01-13 19:24:12.302,explorer.exe
2023-01-13 19:24:14.079,DB Browser for SQLite.exe
2023-01-13 19:24:18.843,explorer.exe
2023-01-13 19:24:20.597,DB Browser for SQLite.exe
2023-01-13 19:24:24.877,explorer.exe
2023-01-13 19:24:26.609,DB Browser for SQLite.exe
2023-01-13 19:24:32.690,explorer.exe
2023-01-13 19:24:34.564,DB Browser for SQLite.exe
2023-01-13 19:24:38.906,explorer.exe
2023-01-13 19:24:40.637,DB Browser for SQLite.exe
2023-01-13 19:24:44.928,explorer.exe
2023-01-13 19:24:46.557,DB Browser for SQLite.exe
2023-01-13 19:24:51.104,explorer.exe
2023-01-13 19:24:53.239,DB Browser for SQLite.exe
2023-01-13 19:24:57.626,explorer.exe
2023-01-13 19:25:01.120,DB Browser for SQLite.exe
2023-01-13 19:25:08.072,explorer.exe
2023-01-13 19:25:10.173,DB Browser for SQLite.exe
2023-01-13 19:25:14.574,explorer.exe
2023-01-13 19:25:16.665,DB Browser for SQLite.exe
2023-01-13 19:25:21.119,explorer.exe
2023-01-13 19:25:24.102,DB Browser for SQLite.exe
2023-01-13 19:25:34.451,explorer.exe
2023-01-13 19:25:36.024,DB Browser for SQLite.exe
2023-01-13 19:25:42.175,explorer.exe
2023-01-13 19:25:45.591,DB Browser for SQLite.exe
2023-01-13 19:25:50.012,explorer.exe
2023-01-13 19:25:51.120,DB Browser for SQLite.exe
2023-01-13 19:25:59.144,explorer.exe
2023-01-13 19:26:11.120,DB Browser for SQLite.exe
2023-01-13 19:26:18.159,explorer.exe
2023-01-13 19:26:20.531,DB Browser for SQLite.exe
2023-01-13 19:26:20.917,firefox.exe
2023-01-13 19:26:22.228,explorer.exe
2023-01-13 19:26:26.832,Teams.exe
2023-01-13 19:26:28.704,explorer.exe
2023-01-13 19:26:32.225,DB Browser for SQLite.exe
2023-01-13 19:26:36.985,explorer.exe
2023-01-13 19:26:38.834,DB Browser for SQLite.exe
2023-01-13 19:26:43.030,explorer.exe
2023-01-13 19:26:44.943,DB Browser for SQLite.exe
2023-01-13 19:26:49.507,explorer.exe
2023-01-13 19:26:50.407,Teams.exe
2023-01-13 19:28:58.190,firefox.exe
2023-01-13 19:31:48.609,Teams.exe
2023-01-13 19:32:01.122,firefox.exe
2023-01-13 19:32:02.679,Teams.exe
2023-01-13 19:38:45.372,firefox.exe
2023-01-13 19:39:22.954,explorer.exe
2023-01-13 19:39:31.117,ApplicationFrameHost.exe
2023-01-13 19:40:06.076,Teams.exe
2023-01-13 19:42:11.119,ApplicationFrameHost.exe
2023-01-13 19:43:54.952,Teams.exe
2023-01-13 19:46:04.981,firefox.exe
2023-01-13 19:46:20.148,Teams.exe
2023-01-13 19:46:51.513,firefox.exe
2023-01-13 19:50:36.714,Teams.exe
2023-01-13 19:53:08.380,firefox.exe
2023-01-13 19:53:12.623,Teams.exe
2023-01-13 19:54:24.408,explorer.exe
2023-01-13 19:54:26.998,OUTLOOK.EXE
2023-01-13 19:54:29.906,explorer.exe
2023-01-13 19:54:31.052,Discord.exe
2023-01-13 19:54:48.354,explorer.exe
2023-01-13 19:54:51.127,SearchApp.exe
2023-01-13 19:54:59.463,Teams.exe
2023-01-13 19:55:18.249,RiotClientUx.exe
2023-01-13 19:55:24.309,Teams.exe
2023-01-13 19:55:52.708,RiotClientUx.exe
2023-01-13 19:56:04.347,firefox.exe
2023-01-13 19:56:59.536,Teams.exe
2023-01-13 19:57:12.954,firefox.exe
2023-01-13 19:57:15.064,Teams.exe
2023-01-13 19:57:23.069,firefox.exe
2023-01-13 19:58:01.367,Teams.exe
2023-01-13 19:58:13.665,firefox.exe
2023-01-13 19:58:35.271,Teams.exe
2023-01-13 19:58:57.378,firefox.exe
2023-01-13 19:59:04.191,Teams.exe
2023-01-13 19:59:09.849,explorer.exe
2023-01-13 19:59:11.131,ShellExperienceHost.exe
2023-01-13 19:59:11.629,Teams.exe
2023-01-13 19:59:21.131,firefox.exe
2023-01-13 20:00:06.894,Teams.exe
2023-01-13 20:00:14.643,explorer.exe
2023-01-13 20:00:15.672,LeagueClientUx.exe
2023-01-13 20:00:23.904,firefox.exe
2023-01-13 20:00:35.429,LeagueClientUx.exe
2023-01-13 20:02:10.249,firefox.exe
2023-01-13 20:02:39.784,LeagueClientUx.exe
2023-01-13 20:02:42.958,firefox.exe
2023-01-13 20:02:46.279,LeagueClientUx.exe
2023-01-13 20:02:56.397,firefox.exe
2023-01-13 20:03:27.724,League of Legends.exe
2023-01-13 20:03:29.827,firefox.exe
2023-01-13 20:03:51.133,League of Legends.exe
2023-01-13 20:04:09.959,firefox.exe
2023-01-13 20:04:15.661,League of Legends.exe
2023-01-13 20:27:41.163,firefox.exe
2023-01-13 20:27:50.360,LeagueClientUx.exe
2023-01-13 20:31:54.688,firefox.exe
2023-01-13 20:33:56.334,LeagueClientUx.exe
2023-01-13 20:34:30.668,firefox.exe
2023-01-13 20:34:48.659,LeagueClientUx.exe
2023-01-13 20:34:57.115,firefox.exe
2023-01-13 20:35:15.770,LeagueClientUx.exe
2023-01-13 20:36:38.755,explorer.exe
2023-01-13 20:36:45.495,WinRAR.exe
2023-01-13 20:36:47.347,explorer.exe
2023-01-13 20:36:51.181,WinRAR.exe
2023-01-13 20:36:59.029,explorer.exe
2023-01-13 20:37:01.181,cmd.exe
2023-01-13 20:37:01.537,explorer.exe
2023-01-13 20:37:04.258,LeagueClientUx.exe
2023-01-13 20:37:04.753,firefox.exe
2023-01-13 20:37:09.644,LeagueClientUx.exe
2023-01-13 20:37:40.981,firefox.exe
2023-01-13 20:37:46.248,LeagueClientUx.exe
2023-01-13 20:37:59.525,firefox.exe
2023-01-13 20:38:01.912,explorer.exe
2023-01-13 20:38:07.099,LeagueClientUx.exe
2023-01-13 20:38:21.184,Teams.exe
2023-01-13 20:38:31.184,League of Legends.exe
2023-01-13 20:39:21.185,Teams.exe
2023-01-13 20:39:21.680,firefox.exe
2023-01-13 20:39:23.640,explorer.exe
2023-01-13 20:39:25.298,League of Legends.exe
2023-01-13 20:43:29.600,firefox.exe
2023-01-13 20:43:31.194,League of Legends.exe
2023-01-13 20:45:45.726,firefox.exe
2023-01-13 20:45:46.814,League of Legends.exe
2023-01-13 20:48:36.788,firefox.exe
2023-01-13 20:48:41.203,League of Legends.exe
2023-01-13 20:59:41.224,firefox.exe
2023-01-13 20:59:53.844,LeagueClientUx.exe
2023-01-13 21:00:58.529,firefox.exe
2023-01-13 21:01:04.217,LeagueClientUx.exe
2023-01-13 21:01:11.594,firefox.exe
2023-01-13 21:01:14.200,LeagueClientUx.exe
2023-01-13 21:01:22.586,firefox.exe
2023-01-13 21:01:28.003,LeagueClientUx.exe
2023-01-13 21:01:36.781,firefox.exe
2023-01-13 21:01:41.227,explorer.exe
2023-01-13 21:01:51.227,firefox.exe
2023-01-13 21:02:00.279,League of Legends.exe
2023-01-13 21:02:08.492,firefox.exe
2023-01-13 21:02:10.622,League of Legends.exe
2023-01-13 21:14:32.613,firefox.exe
2023-01-13 21:14:42.385,LeagueClientUx.exe
2023-01-13 21:14:55.948,firefox.exe
2023-01-13 21:14:57.862,LeagueClientUx.exe
2023-01-13 21:15:03.582,firefox.exe
2023-01-13 21:15:12.009,LeagueClientUx.exe
2023-01-13 21:16:32.357,firefox.exe
2023-01-13 21:16:41.651,LeagueClientUx.exe
2023-01-13 21:17:32.535,firefox.exe
2023-01-13 21:17:33.471,LeagueClientUx.exe
2023-01-13 21:18:01.437,firefox.exe
2023-01-13 21:18:09.460,LeagueClientUx.exe
2023-01-13 21:18:32.623,League of Legends.exe
2023-01-13 21:18:35.621,firefox.exe
2023-01-13 21:18:47.350,explorer.exe
2023-01-13 21:18:48.310,League of Legends.exe
2023-01-13 21:22:31.185,explorer.exe
2023-01-13 21:22:32.160,Discord.exe
2023-01-13 21:22:34.032,explorer.exe
2023-01-13 21:22:34.478,League of Legends.exe
2023-01-13 21:22:42.630,explorer.exe
2023-01-13 21:22:42.953,League of Legends.exe
2023-01-13 21:27:19.125,firefox.exe
2023-01-13 21:27:22.640,explorer.exe
2023-01-13 21:27:23.098,firefox.exe
2023-01-13 21:27:23.796,explorer.exe
2023-01-13 21:27:25.827,League of Legends.exe
2023-01-13 21:31:41.258,LeagueClientUx.exe
2023-01-13 21:31:49.328,Discord.exe
2023-01-13 21:31:58.948,LeagueClientUx.exe
2023-01-13 21:32:00.137,Discord.exe
2023-01-13 21:32:35.955,firefox.exe
2023-01-13 21:32:59.482,LeagueClientUx.exe
2023-01-13 21:33:03.884,firefox.exe
2023-01-13 21:33:05.016,LeagueClientUx.exe
2023-01-13 21:33:51.052,firefox.exe
2023-01-13 21:33:55.909,LeagueClientUx.exe
2023-01-13 21:33:59.376,firefox.exe
2023-01-13 21:34:01.715,LeagueClientUx.exe
2023-01-13 21:34:17.790,Discord.exe
2023-01-13 21:34:18.984,firefox.exe
2023-01-13 21:34:22.653,explorer.exe
2023-01-13 21:34:32.653,firefox.exe
2023-01-13 21:34:49.453,League of Legends.exe
2023-01-13 21:59:42.708,firefox.exe
2023-01-13 21:59:55.992,LeagueClientUx.exe
2023-01-13 22:06:09.952,firefox.exe
2023-01-13 22:06:17.949,LeagueClientUx.exe
2023-01-13 22:06:26.305,explorer.exe
2023-01-13 22:06:27.260,Discord.exe
2023-01-13 22:06:38.834,LeagueClientUx.exe
2023-01-13 22:06:51.963,Spotify.exe
2023-01-13 22:06:53.185,Discord.exe
2023-01-13 22:07:35.013,League of Legends.exe
2023-01-13 22:08:52.730,Discord.exe
2023-01-13 22:08:56.867,League of Legends.exe
2023-01-13 22:10:52.735,Discord.exe
2023-01-13 22:10:57.153,League of Legends.exe
2023-01-13 22:11:36.113,Discord.exe
2023-01-13 22:11:40.475,League of Legends.exe
2023-01-13 22:23:32.765,Discord.exe
2023-01-13 22:23:44.193,LeagueClientUx.exe
2023-01-13 22:23:48.667,Discord.exe
2023-01-13 22:24:02.767,LeagueClientUx.exe
2023-01-13 22:24:03.830,explorer.exe
2023-01-13 22:24:04.431,LeagueClientUx.exe
2023-01-13 22:25:23.805,Discord.exe
2023-01-13 22:25:47.193,LeagueClientUx.exe
2023-01-13 22:25:51.080,Discord.exe
2023-01-13 22:25:54.927,Spotify.exe
2023-01-13 22:25:55.726,Discord.exe
2023-01-13 22:26:18.542,firefox.exe
2023-01-13 22:26:39.345,Discord.exe
2023-01-13 22:26:42.710,LeagueClientUx.exe
2023-01-13 22:26:43.728,Discord.exe
2023-01-13 22:27:00.413,LeagueClientUx.exe
2023-01-13 22:27:01.082,Discord.exe
2023-01-13 22:27:14.467,LeagueClientUx.exe
2023-01-13 22:27:29.292,Discord.exe
2023-01-13 22:27:41.106,LeagueClientUx.exe
2023-01-13 22:27:47.303,Discord.exe
2023-01-13 22:29:02.403,League of Legends.exe
2023-01-13 22:36:38.624,firefox.exe
2023-01-13 22:36:45.080,League of Legends.exe
2023-01-13 22:36:48.951,firefox.exe
2023-01-13 22:36:52.264,League of Legends.exe
2023-01-13 22:39:47.595,firefox.exe
2023-01-13 22:40:07.718,League of Legends.exe
2023-01-13 22:45:42.811,firefox.exe
2023-01-13 22:45:45.577,LeagueClientUx.exe
2023-01-13 22:46:06.584,firefox.exe
2023-01-13 22:46:47.240,LeagueClientUx.exe
2023-01-13 22:46:48.249,Discord.exe
2023-01-13 22:46:49.631,LeagueClientUx.exe
2023-01-13 22:46:51.941,firefox.exe
2023-01-13 22:46:58.385,Spotify.exe
2023-01-13 22:47:31.577,LeagueClientUx.exe
2023-01-13 22:48:07.192,firefox.exe
2023-01-13 22:48:22.007,LeagueClientUx.exe
2023-01-13 22:49:01.752,firefox.exe
2023-01-13 22:49:10.730,LeagueClientUx.exe
2023-01-13 22:50:02.819,League of Legends.exe
2023-01-13 22:51:40.976,firefox.exe
2023-01-13 22:51:42.719,League of Legends.exe
2023-01-13 23:01:42.847,firefox.exe
2023-01-13 23:01:53.211,LeagueClientUx.exe
2023-01-13 23:02:40.419,firefox.exe
2023-01-13 23:03:39.863,LeagueClientUx.exe
2023-01-13 23:04:37.638,firefox.exe
2023-01-13 23:07:52.938,LeagueClientUx.exe
2023-01-13 23:12:24.810,firefox.exe
2023-01-13 23:13:56.963,LeagueClientUx.exe
2023-01-13 23:13:57.659,firefox.exe
2023-01-13 23:14:00.861,LeagueClientUx.exe
2023-01-13 23:14:27.380,firefox.exe
2023-01-13 23:14:34.872,LeagueClientUx.exe
2023-01-13 23:14:47.120,firefox.exe
2023-01-13 23:15:00.089,LeagueClientUx.exe
2023-01-13 23:15:01.861,firefox.exe
2023-01-13 23:16:08.841,League of Legends.exe
2023-01-13 23:23:22.903,firefox.exe
2023-01-13 23:23:26.075,League of Legends.exe
2023-01-13 23:37:42.937,LeagueClientUx.exe
2023-01-13 23:47:32.136,firefox.exe
2023-01-14 02:26:48.264,explorer.exe
2023-01-14 02:26:53.557,LeagueClientUx.exe
2023-01-14 02:27:02.007,explorer.exe
2023-01-14 02:27:02.623,cmd.exe
2023-01-14 02:27:05.052,explorer.exe
2023-01-14 02:27:10.364,WinRAR.exe
2023-01-14 02:27:13.118,explorer.exe
2023-01-14 02:27:15.829,Teams.exe
2023-01-14 02:27:41.410,firefox.exe
2023-01-14 02:27:57.152,explorer.exe
2023-01-14 02:28:01.609,firefox.exe
2023-01-14 02:28:44.725,LeagueClientUx.exe
2023-01-14 02:28:53.362,firefox.exe
2023-01-14 02:29:43.932,LeagueClientUx.exe
2023-01-14 02:29:49.903,firefox.exe
2023-01-14 02:29:56.553,LeagueClientUx.exe
2023-01-14 02:30:04.492,firefox.exe
2023-01-14 02:30:17.276,LeagueClientUx.exe
2023-01-14 02:30:20.420,firefox.exe
2023-01-14 02:30:34.696,LeagueClientUx.exe
2023-01-14 02:30:51.232,firefox.exe
2023-01-14 02:31:33.245,League of Legends.exe
2023-01-14 02:34:03.573,firefox.exe
2023-01-14 02:34:07.149,League of Legends.exe
2023-01-14 02:35:53.577,firefox.exe
2023-01-14 02:35:58.854,League of Legends.exe
2023-01-14 02:37:33.568,firefox.exe
2023-01-14 02:37:36.362,League of Legends.exe
2023-01-14 02:40:13.586,firefox.exe
2023-01-14 02:40:21.975,League of Legends.exe
2023-01-14 02:41:47.343,firefox.exe
2023-01-14 02:41:50.018,League of Legends.exe
2023-01-14 02:46:53.603,firefox.exe
2023-01-14 02:46:58.296,League of Legends.exe
2023-01-14 02:47:53.609,firefox.exe
2023-01-14 02:47:55.222,League of Legends.exe
2023-01-14 02:50:06.943,LeagueClientUx.exe
2023-01-14 02:50:16.609,firefox.exe
2023-01-14 02:50:17.378,LeagueClientUx.exe
2023-01-14 02:50:37.475,firefox.exe
2023-01-14 02:50:38.306,LeagueClientUx.exe
2023-01-14 02:51:15.179,Spotify.exe
2023-01-14 02:51:16.677,LeagueClientUx.exe
2023-01-14 02:51:20.101,firefox.exe
2023-01-14 02:51:46.336,LeagueClientUx.exe
2023-01-14 02:52:58.395,firefox.exe
2023-01-14 02:57:02.842,LeagueClientUx.exe
2023-01-14 02:57:35.951,firefox.exe
2023-01-14 02:58:01.777,LeagueClientUx.exe
2023-01-14 02:58:52.200,firefox.exe
2023-01-14 02:58:53.811,LeagueClientUx.exe
2023-01-14 02:59:23.667,explorer.exe
2023-01-14 02:59:26.113,firefox.exe
2023-01-14 03:00:52.702,League of Legends.exe
2023-01-14 03:14:17.656,LeagueClientUx.exe
2023-01-14 03:16:53.265,firefox.exe
