MEASUREMENT_TIME,VALUE
2022-12-19 22:49:00.558,firefox.exe
2022-12-19 22:51:01.039,explorer.exe
2022-12-19 22:51:04.371,LeagueClientUx.exe
2022-12-19 22:51:08.221,firefox.exe
2022-12-19 22:51:43.629,LeagueClientUx.exe
2022-12-19 22:52:10.065,firefox.exe
2022-12-19 22:52:11.863,LeagueClientUx.exe
2022-12-19 22:52:13.462,firefox.exe
2022-12-19 22:52:17.640,LeagueClientUx.exe
2022-12-19 22:52:29.241,firefox.exe
2022-12-19 22:52:32.063,LeagueClientUx.exe
2022-12-19 22:52:48.069,firefox.exe
2022-12-19 22:52:52.416,LeagueClientUx.exe
2022-12-19 22:53:04.642,firefox.exe
2022-12-19 22:53:05.879,WindowsCamera.exe
2022-12-19 22:53:09.373,ApplicationFrameHost.exe
2022-12-19 22:53:25.448,explorer.exe
2022-12-19 22:53:26.869,Discord.exe
2022-12-19 22:53:52.763,firefox.exe
2022-12-19 22:54:00.278,League of Legends.exe
2022-12-19 23:01:59.319,<s>
2022-12-19 23:01:59.319,explorer.exe
2022-12-19 23:02:04.375,SearchApp.exe
2022-12-19 23:02:11.023,explorer.exe
2022-12-19 23:02:12.882,Teams.exe
2022-12-19 23:02:14.952,explorer.exe
2022-12-19 23:02:15.863,Teams.exe
2022-12-19 23:02:16.975,explorer.exe
2022-12-19 23:02:17.368,Teams.exe
2022-12-19 23:02:18.227,explorer.exe
2022-12-19 23:02:19.234,Teams.exe
2022-12-19 23:02:25.496,msedge.exe
2022-12-19 23:02:27.112,RiotClientUx.exe
2022-12-19 23:02:32.725,explorer.exe
2022-12-19 23:02:35.029,ApplicationFrameHost.exe
2022-12-19 23:02:52.469,explorer.exe
2022-12-19 23:02:55.029,LeagueClientUx.exe
2022-12-19 23:03:05.202,League of Legends.exe
2022-12-19 23:07:45.041,ApplicationFrameHost.exe
2022-12-19 23:08:05.473,LeagueClientUx.exe
2022-12-19 23:08:06.734,explorer.exe
2022-12-19 23:08:10.037,LeagueClientUx.exe
2022-12-19 23:08:15.043,firefox.exe
2022-12-19 23:13:47.036,explorer.exe
2022-12-19 23:13:49.511,ApplicationFrameHost.exe
2022-12-19 23:13:53.113,firefox.exe
2022-12-19 23:21:23.201,explorer.exe
2022-12-19 23:21:25.071,ApplicationFrameHost.exe
2022-12-19 23:21:41.596,firefox.exe
2022-12-19 23:22:19.697,explorer.exe
2022-12-19 23:22:21.997,firefox.exe
2022-12-19 23:23:07.693,explorer.exe
2022-12-19 23:23:09.280,Discord.exe
2022-12-19 23:23:26.710,firefox.exe
2022-12-19 23:23:35.076,Discord.exe
2022-12-19 23:23:46.736,firefox.exe
2022-12-19 23:52:31.794,explorer.exe
2022-12-19 23:52:33.032,firefox.exe
2022-12-20 00:35:17.871,explorer.exe
2022-12-20 00:35:22.407,cmd.exe
2022-12-20 01:35:31.499,explorer.exe
2022-12-20 01:35:32.151,SearchApp.exe
2022-12-20 01:35:42.151,RiotClientUx.exe
2022-12-20 01:35:42.883,firefox.exe
2022-12-20 01:35:48.050,RiotClientUx.exe
2022-12-20 01:36:02.152,firefox.exe
2022-12-20 01:36:07.076,explorer.exe
2022-12-20 01:36:08.152,LeagueClientUx.exe
2022-12-20 01:36:23.385,firefox.exe
2022-12-20 01:36:59.328,LeagueClientUx.exe
2022-12-20 01:37:06.233,firefox.exe
2022-12-20 01:37:06.905,LeagueClientUx.exe
2022-12-20 01:37:19.155,firefox.exe
2022-12-20 01:37:25.589,LeagueClientUx.exe
2022-12-20 01:37:27.595,firefox.exe
2022-12-20 01:37:34.590,LeagueClientUx.exe
2022-12-20 01:37:37.296,firefox.exe
2022-12-20 01:37:48.734,LeagueClientUx.exe
2022-12-20 01:37:56.320,firefox.exe
2022-12-20 01:38:02.158,explorer.exe
2022-12-20 01:38:03.521,firefox.exe
2022-12-20 01:38:05.751,LeagueClientUx.exe
2022-12-20 01:38:08.210,WindowsCamera.exe
2022-12-20 01:38:12.158,ApplicationFrameHost.exe
2022-12-20 01:38:22.159,firefox.exe
2022-12-20 01:39:01.309,League of Legends.exe
2022-12-20 01:44:12.173,ApplicationFrameHost.exe
2022-12-20 01:44:13.999,League of Legends.exe
2022-12-20 01:55:42.201,ApplicationFrameHost.exe
2022-12-20 01:55:47.531,LeagueClientUx.exe
2022-12-20 01:56:07.549,firefox.exe
2022-12-20 01:56:44.787,LeagueClientUx.exe
2022-12-20 01:57:40.203,firefox.exe
2022-12-20 01:57:41.094,LeagueClientUx.exe
2022-12-20 01:57:41.851,firefox.exe
2022-12-20 01:57:48.548,LeagueClientUx.exe
2022-12-20 01:58:18.870,firefox.exe
2022-12-20 01:59:10.221,League of Legends.exe
2022-12-20 02:00:12.182,firefox.exe
2022-12-20 02:00:13.067,League of Legends.exe
2022-12-20 02:02:18.803,firefox.exe
2022-12-20 02:02:20.751,League of Legends.exe
2022-12-20 02:10:37.145,firefox.exe
2022-12-20 02:10:40.474,League of Legends.exe
2022-12-20 02:16:50.827,firefox.exe
2022-12-20 02:16:53.897,League of Legends.exe
2022-12-20 02:18:51.433,LeagueClientUx.exe
2022-12-20 02:19:42.253,firefox.exe
2022-12-20 02:19:43.139,LeagueClientUx.exe
2022-12-20 02:19:51.552,firefox.exe
2022-12-20 02:19:57.099,LeagueClientUx.exe
2022-12-20 02:20:05.286,firefox.exe
2022-12-20 02:20:07.556,LeagueClientUx.exe
2022-12-20 02:20:34.190,WindowsCamera.exe
2022-12-20 02:20:36.217,firefox.exe
2022-12-20 02:21:12.258,ApplicationFrameHost.exe
2022-12-20 02:21:16.708,firefox.exe
2022-12-20 02:21:17.128,League of Legends.exe
2022-12-20 02:21:18.159,firefox.exe
2022-12-20 02:21:19.034,League of Legends.exe
2022-12-20 02:22:35.635,firefox.exe
2022-12-20 02:22:36.668,League of Legends.exe
2022-12-20 02:23:12.262,firefox.exe
2022-12-20 02:23:16.527,League of Legends.exe
2022-12-20 02:27:45.386,firefox.exe
2022-12-20 02:27:47.098,explorer.exe
2022-12-20 02:27:47.508,League of Legends.exe
2022-12-20 02:39:02.303,firefox.exe
2022-12-20 02:39:05.543,League of Legends.exe
2022-12-20 02:39:12.303,ApplicationFrameHost.exe
2022-12-20 02:39:19.177,LeagueClientUx.exe
2022-12-20 02:40:30.440,firefox.exe
2022-12-20 02:40:42.835,LeagueClientUx.exe
2022-12-20 02:40:43.478,firefox.exe
2022-12-20 02:40:48.776,LeagueClientUx.exe
2022-12-20 02:41:06.757,firefox.exe
2022-12-20 02:41:11.847,LeagueClientUx.exe
2022-12-20 02:41:23.275,firefox.exe
2022-12-20 02:41:24.983,LeagueClientUx.exe
2022-12-20 02:41:43.388,firefox.exe
2022-12-20 02:41:56.746,LeagueClientUx.exe
2022-12-20 02:42:02.309,firefox.exe
2022-12-20 02:42:12.310,League of Legends.exe
2022-12-20 02:42:50.135,firefox.exe
2022-12-20 02:42:50.797,League of Legends.exe
2022-12-20 02:45:26.753,firefox.exe
2022-12-20 02:45:28.281,League of Legends.exe
2022-12-20 02:46:42.321,firefox.exe
2022-12-20 02:46:48.880,League of Legends.exe
2022-12-20 02:52:21.893,firefox.exe
2022-12-20 02:52:23.845,League of Legends.exe
2022-12-20 02:55:52.341,firefox.exe
2022-12-20 02:56:01.688,LeagueClientUx.exe
2022-12-20 02:56:06.509,firefox.exe
2022-12-20 02:56:07.003,LeagueClientUx.exe
2022-12-20 02:56:26.036,firefox.exe
2022-12-20 02:56:29.467,explorer.exe
2022-12-20 02:56:32.342,firefox.exe
2022-12-20 02:57:18.504,LeagueClientUx.exe
2022-12-20 02:57:32.678,firefox.exe
2022-12-20 02:57:54.627,LeagueClientUx.exe
2022-12-20 02:58:00.632,firefox.exe
2022-12-20 02:58:04.078,LeagueClientUx.exe
2022-12-20 02:58:11.947,firefox.exe
2022-12-20 02:58:13.289,LeagueClientUx.exe
2022-12-20 02:58:16.446,firefox.exe
2022-12-20 02:58:19.179,LeagueClientUx.exe
2022-12-20 02:58:32.347,firefox.exe
2022-12-20 02:58:42.347,League of Legends.exe
2022-12-20 02:58:51.596,firefox.exe
2022-12-20 02:59:02.426,League of Legends.exe
2022-12-20 03:15:32.389,firefox.exe
2022-12-20 03:15:33.433,LeagueClientUx.exe
2022-12-20 03:16:24.891,firefox.exe
2022-12-20 03:16:25.756,LeagueClientUx.exe
2022-12-20 03:16:31.145,firefox.exe
2022-12-20 03:16:35.593,LeagueClientUx.exe
2022-12-20 03:17:22.395,League of Legends.exe
2022-12-20 03:32:22.430,firefox.exe
2022-12-20 03:32:28.126,LeagueClientUx.exe
2022-12-20 03:32:51.399,explorer.exe
2022-12-20 03:32:51.608,LeagueClientUx.exe
2022-12-20 03:33:02.431,firefox.exe
2022-12-20 03:33:12.423,explorer.exe
2022-12-20 03:33:24.426,firefox.exe
2022-12-20 03:33:25.343,RiotClientUx.exe
2022-12-20 03:33:35.165,explorer.exe
2022-12-20 03:33:36.098,firefox.exe
2022-12-20 03:33:39.223,LeagueClientUx.exe
2022-12-20 03:34:15.317,firefox.exe
2022-12-20 03:35:45.110,explorer.exe
2022-12-20 03:35:45.578,LeagueClientUx.exe
2022-12-20 03:35:47.668,ApplicationFrameHost.exe
2022-12-20 03:35:49.807,LeagueClientUx.exe
2022-12-20 03:36:30.174,firefox.exe
2022-12-20 03:36:33.175,LeagueClientUx.exe
2022-12-20 03:36:56.677,firefox.exe
2022-12-20 03:37:03.657,LeagueClientUx.exe
2022-12-20 03:37:52.444,League of Legends.exe
2022-12-20 03:38:12.445,firefox.exe
2022-12-20 03:38:12.979,League of Legends.exe
2022-12-20 03:55:42.487,ApplicationFrameHost.exe
2022-12-20 03:55:43.586,LeagueClientUx.exe
2022-12-20 03:56:21.348,ApplicationFrameHost.exe
2022-12-20 03:56:22.730,LeagueClientUx.exe
2022-12-20 03:59:42.705,firefox.exe
2022-12-20 04:02:00.768,explorer.exe
2022-12-20 04:02:09.445,devenv.exe
2022-12-20 04:02:50.848,Discord.exe
2022-12-20 04:03:51.696,explorer.exe
2022-12-20 04:03:52.506,LeagueClientUx.exe
2022-12-20 04:03:54.030,devenv.exe
2022-12-20 04:05:11.391,explorer.exe
2022-12-20 04:05:12.509,firefox.exe
2022-12-20 04:06:31.992,devenv.exe
2022-12-20 04:11:02.123,explorer.exe
2022-12-20 04:11:02.518,ApplicationFrameHost.exe
2022-12-20 04:11:02.781,explorer.exe
2022-12-20 04:11:05.044,devenv.exe
2022-12-20 04:18:20.055,firefox.exe
2022-12-20 04:18:34.824,devenv.exe
2022-12-20 04:21:32.728,explorer.exe
2022-12-20 04:21:39.013,devenv.exe
2022-12-20 04:21:41.798,RiotClientUx.exe
2022-12-20 04:21:50.661,WindowsCamera.exe
2022-12-20 04:21:51.275,ApplicationFrameHost.exe
2022-12-20 04:21:57.810,LeagueClientUx.exe
2022-12-20 04:22:18.664,RiotClientUx.exe
2022-12-20 04:22:32.535,ApplicationFrameHost.exe
2022-12-20 04:23:05.920,LeagueClientUx.exe
2022-12-20 04:23:41.010,firefox.exe
2022-12-20 04:23:48.002,LeagueClientUx.exe
2022-12-20 04:24:52.542,firefox.exe
2022-12-20 04:25:02.543,League of Legends.exe
2022-12-20 04:37:32.571,ApplicationFrameHost.exe
2022-12-20 04:37:35.232,LeagueClientUx.exe
2022-12-20 04:38:37.395,firefox.exe
2022-12-20 04:38:48.055,LeagueClientUx.exe
2022-12-20 04:38:52.032,firefox.exe
2022-12-20 04:38:57.929,LeagueClientUx.exe
2022-12-20 04:38:59.024,firefox.exe
2022-12-20 04:39:02.765,LeagueClientUx.exe
2022-12-20 04:39:14.353,firefox.exe
2022-12-20 04:39:20.032,LeagueClientUx.exe
2022-12-20 04:39:22.986,firefox.exe
2022-12-20 04:39:27.000,LeagueClientUx.exe
2022-12-20 04:40:02.579,League of Legends.exe
2022-12-20 04:48:02.599,firefox.exe
2022-12-20 04:48:05.989,League of Legends.exe
2022-12-20 04:50:05.570,firefox.exe
2022-12-20 04:50:07.472,League of Legends.exe
2022-12-20 04:55:00.472,firefox.exe
2022-12-20 04:55:02.415,explorer.exe
2022-12-20 04:55:02.615,League of Legends.exe
2022-12-20 04:55:54.075,firefox.exe
2022-12-20 04:55:56.387,explorer.exe
2022-12-20 04:55:56.759,League of Legends.exe
2022-12-20 04:57:32.623,ApplicationFrameHost.exe
2022-12-20 04:57:37.233,WindowsCamera.exe
2022-12-20 04:57:39.251,LeagueClientUx.exe
2022-12-20 05:01:05.303,firefox.exe
2022-12-20 05:01:39.817,explorer.exe
2022-12-20 05:01:41.338,LeagueClientUx.exe
2022-12-20 05:01:42.632,explorer.exe
2022-12-20 05:01:45.098,RiotClientUx.exe
2022-12-20 05:02:02.632,explorer.exe
2022-12-20 05:02:02.948,LeagueClientUx.exe
2022-12-20 05:02:22.633,firefox.exe
2022-12-20 05:02:37.137,LeagueClientUx.exe
2022-12-20 05:02:39.775,firefox.exe
2022-12-20 05:02:40.825,LeagueClientUx.exe
2022-12-20 05:02:44.610,firefox.exe
2022-12-20 05:03:15.424,LeagueClientUx.exe
2022-12-20 05:03:26.780,firefox.exe
2022-12-20 05:03:32.664,LeagueClientUx.exe
2022-12-20 05:03:36.794,firefox.exe
2022-12-20 05:03:39.707,LeagueClientUx.exe
2022-12-20 05:03:50.635,firefox.exe
2022-12-20 05:03:53.797,LeagueClientUx.exe
2022-12-20 05:03:56.830,firefox.exe
2022-12-20 05:03:57.656,LeagueClientUx.exe
2022-12-20 05:04:01.764,firefox.exe
2022-12-20 05:05:28.090,League of Legends.exe
2022-12-20 05:16:11.843,firefox.exe
2022-12-20 05:16:12.457,League of Legends.exe
2022-12-20 05:18:22.669,firefox.exe
2022-12-20 05:18:37.861,LeagueClientUx.exe
2022-12-20 05:19:22.220,WindowsCamera.exe
2022-12-20 05:19:22.672,ApplicationFrameHost.exe
2022-12-20 05:19:31.715,LeagueClientUx.exe
2022-12-20 05:19:34.278,firefox.exe
2022-12-20 05:19:36.199,LeagueClientUx.exe
2022-12-20 05:19:59.518,explorer.exe
2022-12-20 05:20:01.423,LeagueClientUx.exe
2022-12-20 05:20:22.370,firefox.exe
2022-12-20 05:20:23.212,LeagueClientUx.exe
2022-12-20 05:21:04.436,firefox.exe
2022-12-20 05:21:11.582,LeagueClientUx.exe
2022-12-20 05:21:34.085,firefox.exe
2022-12-20 05:21:45.454,LeagueClientUx.exe
2022-12-20 05:21:47.198,firefox.exe
2022-12-20 05:21:51.634,LeagueClientUx.exe
2022-12-20 05:22:02.679,firefox.exe
2022-12-20 05:22:17.709,League of Legends.exe
2022-12-20 05:22:21.157,firefox.exe
2022-12-20 05:22:22.224,League of Legends.exe
2022-12-20 05:31:32.702,ApplicationFrameHost.exe
2022-12-20 05:31:33.278,League of Legends.exe
2022-12-20 05:34:34.629,explorer.exe
2022-12-20 05:34:34.796,League of Legends.exe
2022-12-20 05:34:52.711,ApplicationFrameHost.exe
2022-12-20 05:34:53.331,League of Legends.exe
2022-12-20 05:37:42.288,firefox.exe
2022-12-20 05:37:43.017,League of Legends.exe
2022-12-20 05:38:51.575,WindowsCamera.exe
2022-12-20 05:38:52.721,ApplicationFrameHost.exe
2022-12-20 05:38:52.781,League of Legends.exe
2022-12-20 05:39:52.725,ApplicationFrameHost.exe
2022-12-20 05:39:56.105,League of Legends.exe
2022-12-20 05:40:02.725,ApplicationFrameHost.exe
2022-12-20 05:40:03.442,League of Legends.exe
2022-12-20 05:41:52.730,ApplicationFrameHost.exe
2022-12-20 05:41:56.520,LeagueClientUx.exe
2022-12-20 05:44:09.804,WindowsCamera.exe
2022-12-20 05:44:12.700,explorer.exe
2022-12-20 05:44:17.021,audacity.exe
2022-12-20 05:44:18.852,LeagueClientUx.exe
2022-12-20 05:44:21.315,audacity.exe
2022-12-20 05:44:23.392,LeagueClientUx.exe
2022-12-20 05:44:52.963,firefox.exe
2022-12-20 05:44:53.852,explorer.exe
2022-12-20 05:44:54.287,LeagueClientUx.exe
2022-12-20 05:44:55.855,firefox.exe
2022-12-20 05:45:02.937,LeagueClientUx.exe
2022-12-20 05:45:42.739,League of Legends.exe
2022-12-20 05:46:36.384,explorer.exe
2022-12-20 05:46:41.406,League of Legends.exe
2022-12-20 05:54:02.574,WindowsCamera.exe
2022-12-20 05:54:02.761,ApplicationFrameHost.exe
2022-12-20 05:54:02.769,WindowsCamera.exe
2022-12-20 05:54:03.898,League of Legends.exe
2022-12-20 06:02:48.934,firefox.exe
2022-12-20 06:02:49.452,League of Legends.exe
2022-12-20 06:07:07.252,firefox.exe
2022-12-20 06:07:10.819,League of Legends.exe
2022-12-20 06:11:12.803,firefox.exe
2022-12-20 06:11:28.007,LeagueClientUx.exe
2022-12-20 06:14:02.810,firefox.exe
2022-12-20 06:14:12.810,League of Legends.exe
2022-12-20 06:26:32.839,ApplicationFrameHost.exe
2022-12-20 06:26:36.139,LeagueClientUx.exe
2022-12-20 06:29:48.730,WindowsCamera.exe
2022-12-20 06:29:52.846,ApplicationFrameHost.exe
2022-12-20 06:30:16.366,firefox.exe
2022-12-20 06:30:17.791,WindowsCamera.exe
2022-12-20 06:30:22.846,ApplicationFrameHost.exe
2022-12-20 09:30:23.261,WindowsCamera.exe
2022-12-20 09:53:13.301,ApplicationFrameHost.exe
2022-12-20 09:53:41.507,WindowsCamera.exe
2022-12-20 09:53:43.302,ApplicationFrameHost.exe
2022-12-20 09:53:48.702,WindowsCamera.exe
2022-12-20 09:53:49.779,explorer.exe
2022-12-20 09:53:53.302,ApplicationFrameHost.exe
2022-12-20 09:53:55.183,Microsoft.Photos.exe
2022-12-20 09:54:01.983,ApplicationFrameHost.exe
2022-12-20 09:54:04.024,Microsoft.Photos.exe
2022-12-20 09:54:13.303,ApplicationFrameHost.exe
2022-12-20 09:54:13.848,Microsoft.Photos.exe
2022-12-20 09:54:23.303,ApplicationFrameHost.exe
2022-12-20 09:55:39.069,Microsoft.Photos.exe
2022-12-20 09:55:43.306,ApplicationFrameHost.exe
2022-12-20 09:56:08.513,explorer.exe
2022-12-20 09:56:18.740,Microsoft.Photos.exe
2022-12-20 09:56:19.998,explorer.exe
2022-12-20 09:56:29.037,ApplicationFrameHost.exe
2022-12-20 09:56:31.450,explorer.exe
2022-12-20 09:56:40.164,Microsoft.Photos.exe
2022-12-20 09:56:43.307,ApplicationFrameHost.exe
2022-12-20 09:56:47.088,Microsoft.Photos.exe
2022-12-20 09:56:50.116,explorer.exe
2022-12-20 09:56:58.944,Microsoft.Photos.exe
2022-12-20 09:57:03.308,ApplicationFrameHost.exe
2022-12-20 09:57:06.217,LeagueClientUx.exe
2022-12-20 09:57:10.061,Microsoft.Photos.exe
2022-12-20 09:57:13.308,ApplicationFrameHost.exe
2022-12-20 09:57:34.411,Microsoft.Photos.exe
2022-12-20 09:57:43.310,ApplicationFrameHost.exe
2022-12-20 09:57:44.875,Microsoft.Photos.exe
2022-12-20 09:57:53.310,ApplicationFrameHost.exe
2022-12-20 09:57:59.704,Microsoft.Photos.exe
2022-12-20 09:58:03.310,ApplicationFrameHost.exe
2022-12-20 09:58:13.311,LeagueClientUx.exe
2022-12-20 09:59:04.665,explorer.exe
2022-12-20 09:59:08.520,cmd.exe
2022-12-20 23:48:33.591,Teams.exe
2022-12-20 23:48:33.591,<s>
2022-12-20 23:48:45.093,Discord.exe
2022-12-20 23:49:25.095,explorer.exe
2022-12-20 23:50:31.580,WindowsCamera.exe
2022-12-20 23:50:35.098,ApplicationFrameHost.exe
2022-12-20 23:50:38.501,explorer.exe
2022-12-20 23:50:45.099,obs64.exe
2022-12-20 23:52:09.264,explorer.exe
2022-12-20 23:52:24.530,vlc.exe
2022-12-20 23:52:25.102,explorer.exe
2022-12-20 23:52:35.678,obs64.exe
2022-12-20 23:52:54.131,explorer.exe
2022-12-20 23:52:58.814,obs64.exe
2022-12-20 23:55:55.109,explorer.exe
2022-12-20 23:55:58.981,Microsoft.AAD.BrokerPlugin.exe
2022-12-20 23:56:01.000,explorer.exe
2022-12-20 23:56:02.645,Teams.exe
2022-12-20 23:56:03.864,explorer.exe
2022-12-20 23:56:05.109,SearchApp.exe
2022-12-20 23:56:10.518,WindowsCamera.exe
2022-12-20 23:56:15.110,ApplicationFrameHost.exe
2022-12-20 23:59:29.796,WindowsCamera.exe
2022-12-20 23:59:35.117,ApplicationFrameHost.exe
2022-12-20 23:59:38.306,WindowsCamera.exe
2022-12-20 23:59:45.118,ApplicationFrameHost.exe
2022-12-20 23:59:57.988,WindowsCamera.exe
2022-12-21 00:00:05.118,ApplicationFrameHost.exe
2022-12-21 00:00:09.116,WindowsCamera.exe
2022-12-21 00:00:10.550,explorer.exe
2022-12-21 00:00:15.118,cmd.exe
2022-12-21 03:52:35.896,<s>
2022-12-21 03:52:35.896,explorer.exe
2022-12-21 03:52:36.361,SearchApp.exe
2022-12-21 03:52:50.062,explorer.exe
2022-12-21 03:52:51.882,SearchApp.exe
2022-12-21 03:52:54.138,explorer.exe
2022-12-21 03:52:56.555,WindowsCamera.exe
2022-12-21 03:53:01.959,ApplicationFrameHost.exe
2022-12-21 03:53:03.232,WindowsCamera.exe
2022-12-21 03:53:11.959,ApplicationFrameHost.exe
2022-12-21 03:53:12.817,WindowsCamera.exe
2022-12-21 03:53:14.025,ApplicationFrameHost.exe
2022-12-21 03:53:14.810,explorer.exe
2022-12-21 03:53:19.452,WindowsCamera.exe
2022-12-21 03:53:21.960,ApplicationFrameHost.exe
2022-12-21 04:08:58.154,WindowsCamera.exe
2022-12-21 04:09:00.211,explorer.exe
2022-12-21 04:09:01.997,ApplicationFrameHost.exe
2022-12-21 04:09:04.071,Microsoft.Photos.exe
2022-12-21 04:09:11.997,ApplicationFrameHost.exe
2022-12-21 04:09:12.398,Microsoft.Photos.exe
2022-12-21 04:09:21.998,ApplicationFrameHost.exe
2022-12-21 04:09:41.153,Microsoft.Photos.exe
2022-12-21 04:09:41.999,ApplicationFrameHost.exe
2022-12-21 04:09:44.494,Microsoft.Photos.exe
2022-12-21 04:09:51.999,ApplicationFrameHost.exe
2022-12-21 04:10:04.933,Microsoft.Photos.exe
2022-12-21 04:10:12.001,ApplicationFrameHost.exe
2022-12-21 04:10:32.789,Microsoft.Photos.exe
2022-12-21 04:10:42.002,ApplicationFrameHost.exe
2022-12-21 04:12:04.284,explorer.exe
2022-12-21 04:12:12.007,SearchApp.exe
2022-12-21 04:12:52.009,ApplicationFrameHost.exe
2022-12-21 04:28:31.518,firefox.exe
2022-12-21 05:15:01.205,explorer.exe
2022-12-21 05:15:02.145,Discord.exe
2022-12-21 05:15:24.453,explorer.exe
2022-12-21 05:15:29.062,firefox.exe
2022-12-21 05:16:18.977,explorer.exe
2022-12-21 05:16:22.149,LeagueClientUx.exe
2022-12-21 05:16:22.174,explorer.exe
2022-12-21 05:29:12.182,firefox.exe
2022-12-21 05:30:07.493,explorer.exe
2022-12-21 05:30:08.589,ApplicationFrameHost.exe
2022-12-21 05:31:05.187,firefox.exe
2022-12-21 05:32:51.255,explorer.exe
2022-12-21 05:32:52.192,LeagueClientUx.exe
2022-12-21 05:32:59.011,firefox.exe
2022-12-21 05:34:09.719,LeagueClientUx.exe
2022-12-21 05:34:12.197,firefox.exe
2022-12-21 05:34:18.462,RiotClientUx.exe
2022-12-21 05:34:32.198,firefox.exe
2022-12-21 05:34:38.362,RiotClientUx.exe
2022-12-21 05:34:49.884,firefox.exe
2022-12-21 05:35:32.202,Teams.exe
2022-12-21 05:35:42.202,explorer.exe
2022-12-21 05:36:19.299,Teams.exe
2022-12-21 05:36:25.071,firefox.exe
2022-12-21 05:39:39.453,explorer.exe
2022-12-21 05:39:40.992,LeagueClientUx.exe
2022-12-21 05:42:45.522,firefox.exe
2022-12-21 05:42:46.806,LeagueClientUx.exe
2022-12-21 05:42:50.051,firefox.exe
2022-12-21 05:42:50.872,LeagueClientUx.exe
2022-12-21 05:42:54.698,firefox.exe
2022-12-21 05:43:02.946,LeagueClientUx.exe
2022-12-21 05:43:07.545,explorer.exe
2022-12-21 05:43:12.152,firefox.exe
2022-12-21 06:30:58.957,explorer.exe
2022-12-21 06:31:00.777,WindowsCamera.exe
2022-12-21 06:31:08.685,ApplicationFrameHost.exe
2022-12-21 06:35:35.137,WindowsCamera.exe
2022-12-21 06:35:38.696,ApplicationFrameHost.exe
2022-12-21 06:35:51.850,WindowsCamera.exe
2022-12-21 06:35:58.697,ApplicationFrameHost.exe
2022-12-21 06:36:57.316,WindowsCamera.exe
2022-12-21 06:36:58.700,ApplicationFrameHost.exe
2022-12-21 07:01:36.694,WindowsCamera.exe
2022-12-21 07:01:38.753,ApplicationFrameHost.exe
2022-12-21 07:01:40.186,WindowsCamera.exe
2022-12-21 07:01:48.753,ApplicationFrameHost.exe
2022-12-21 07:01:53.035,WindowsCamera.exe
2022-12-21 07:01:58.753,ApplicationFrameHost.exe
2022-12-21 07:01:58.772,WindowsCamera.exe
2022-12-21 07:02:08.753,ApplicationFrameHost.exe
2022-12-21 07:02:18.595,WindowsCamera.exe
2022-12-21 07:02:18.754,ApplicationFrameHost.exe
2022-12-21 07:02:53.810,WindowsCamera.exe
2022-12-21 07:02:54.853,Microsoft.Photos.exe
2022-12-21 07:02:58.755,ApplicationFrameHost.exe
2022-12-21 07:02:59.974,Microsoft.Photos.exe
2022-12-21 07:03:08.755,ApplicationFrameHost.exe
2022-12-21 07:06:22.523,firefox.exe
2022-12-21 07:07:13.823,explorer.exe
2022-12-21 07:07:14.841,ApplicationFrameHost.exe
2022-12-21 07:19:00.040,firefox.exe
2022-12-21 07:35:01.386,WindowsCamera.exe
2022-12-21 07:35:08.835,ApplicationFrameHost.exe
2022-12-21 07:37:22.765,WindowsCamera.exe
2022-12-21 07:37:28.841,ApplicationFrameHost.exe
2022-12-21 07:42:57.116,explorer.exe
2022-12-21 07:42:58.853,ApplicationFrameHost.exe
2022-12-21 07:42:59.173,Microsoft.Photos.exe
2022-12-21 07:43:08.854,ApplicationFrameHost.exe
2022-12-21 07:43:11.937,Microsoft.Photos.exe
2022-12-21 07:43:18.854,ApplicationFrameHost.exe
2022-12-21 07:43:28.855,explorer.exe
2022-12-21 07:44:38.857,RiotClientUx.exe
2022-12-21 07:44:53.336,firefox.exe
2022-12-21 07:44:54.883,explorer.exe
2022-12-21 07:44:55.269,firefox.exe
2022-12-21 07:45:07.788,LeagueClientUx.exe
2022-12-21 07:45:28.860,firefox.exe
2022-12-21 07:45:33.570,LeagueClientUx.exe
2022-12-21 07:45:35.518,firefox.exe
2022-12-21 07:46:08.130,LeagueClientUx.exe
2022-12-21 07:46:13.556,RiotClientUx.exe
2022-12-21 07:46:37.915,LeagueClientUx.exe
2022-12-21 07:47:29.458,ApplicationFrameHost.exe
2022-12-21 07:47:31.239,LeagueClientUx.exe
2022-12-21 07:47:41.190,firefox.exe
2022-12-21 07:47:51.637,LeagueClientUx.exe
2022-12-21 07:47:57.345,firefox.exe
2022-12-21 07:48:39.067,LeagueClientUx.exe
2022-12-21 07:49:27.190,firefox.exe
2022-12-21 07:49:28.018,LeagueClientUx.exe
2022-12-21 07:49:28.751,firefox.exe
2022-12-21 07:49:35.152,LeagueClientUx.exe
2022-12-21 07:49:43.419,firefox.exe
2022-12-21 07:49:58.748,League of Legends.exe
2022-12-21 07:50:03.412,firefox.exe
2022-12-21 07:50:16.169,League of Legends.exe
2022-12-21 07:50:18.873,firefox.exe
2022-12-21 07:50:21.068,explorer.exe
2022-12-21 07:50:22.636,firefox.exe
2022-12-21 07:50:25.091,explorer.exe
2022-12-21 07:50:25.954,ApplicationFrameHost.exe
2022-12-21 07:50:27.692,firefox.exe
2022-12-21 07:50:28.873,ApplicationFrameHost.exe
2022-12-21 07:50:29.106,WindowsCamera.exe
