Start,Value,End,Duration
2022-12-21 16:00:41.399,devenv.exe,2022-12-21 16:00:43.256,0 days 00:00:01.857000
2022-12-21 16:00:43.256,Acrobat.exe,2022-12-21 16:00:50.649,0 days 00:00:07.393000
2022-12-21 16:00:50.649,devenv.exe,2022-12-21 16:02:41.704,0 days 00:01:51.055000
2022-12-21 16:02:41.704,Discord.exe,2022-12-21 16:02:45.779,0 days 00:00:04.075000
2022-12-21 16:02:45.779,explorer.exe,2022-12-21 16:02:46.971,0 days 00:00:01.192000
2022-12-21 16:02:46.971,firefox.exe,2022-12-21 16:02:49.184,0 days 00:00:02.213000
2022-12-21 16:02:49.184,Acrobat.exe,2022-12-21 16:02:50.225,0 days 00:00:01.041000
2022-12-21 16:02:50.225,devenv.exe,2022-12-21 16:02:53.190,0 days 00:00:02.965000
2022-12-21 16:02:53.190,Acrobat.exe,2022-12-21 16:03:02.039,0 days 00:00:08.849000
2022-12-21 16:03:02.039,explorer.exe,2022-12-21 16:03:08.806,0 days 00:00:06.767000
2022-12-21 16:03:08.806,ApplicationFrameHost.exe,2022-12-21 16:07:37.052,0 days 00:04:28.246000
2022-12-21 16:07:37.052,explorer.exe,2022-12-21 16:07:50.456,0 days 00:00:13.404000
2022-12-21 16:07:50.456,Code.exe,2022-12-21 16:07:51.356,0 days 00:00:00.900000
2022-12-21 16:07:51.356,explorer.exe,2022-12-21 16:07:55.073,0 days 00:00:03.717000
2022-12-21 16:07:55.073,Code.exe,2022-12-21 16:08:58.819,0 days 00:01:03.746000
2022-12-21 16:08:58.819,CodeSetup-stable-e8a3071ea4344d9d48ef8a4df2c097372b0c5161.tmp,2022-12-21 16:09:30.142,0 days 00:00:31.323000
2022-12-21 16:09:30.142,devenv.exe,2022-12-21 16:10:45.751,0 days 00:01:15.609000
2022-12-21 16:10:45.751,firefox.exe,2022-12-21 16:11:07.386,0 days 00:00:21.635000
2022-12-21 16:11:07.386,explorer.exe,2022-12-21 16:11:08.822,0 days 00:00:01.436000
2022-12-21 16:11:08.822,SearchApp.exe,2022-12-21 16:11:12.199,0 days 00:00:03.377000
2022-12-21 16:11:12.199,explorer.exe,2022-12-21 16:11:14.037,0 days 00:00:01.838000
2022-12-21 16:11:14.037,msedge.exe,2022-12-21 16:11:16.404,0 days 00:00:02.367000
2022-12-21 16:11:16.404,WindowsCamera.exe,2022-12-21 16:11:17.723,0 days 00:00:01.319000
2022-12-21 16:11:17.723,explorer.exe,2022-12-21 16:11:18.822,0 days 00:00:01.099000
2022-12-21 16:11:18.822,SearchApp.exe,2022-12-21 16:11:23.605,0 days 00:00:04.783000
2022-12-21 16:11:23.605,audacity.exe,2022-12-21 16:11:36.918,0 days 00:00:13.313000
2022-12-21 16:11:36.918,firefox.exe,2022-12-21 16:11:39.087,0 days 00:00:02.169000
2022-12-21 16:11:39.087,audacity.exe,2022-12-21 16:11:48.823,0 days 00:00:09.736000
2022-12-21 16:11:48.823,firefox.exe,2022-12-21 16:13:34.003,0 days 00:01:45.180000
2022-12-21 16:13:34.003,audacity.exe,2022-12-21 16:13:55.352,0 days 00:00:21.349000
2022-12-21 16:13:55.352,devenv.exe,2022-12-21 16:16:22.722,0 days 00:02:27.370000
2022-12-21 16:16:22.722,firefox.exe,2022-12-21 16:16:32.925,0 days 00:00:10.203000
2022-12-21 16:16:32.925,explorer.exe,2022-12-21 16:16:38.835,0 days 00:00:05.910000
2022-12-21 16:16:38.835,ApplicationFrameHost.exe,2022-12-21 16:16:46.767,0 days 00:00:07.932000
2022-12-21 16:16:46.767,audacity.exe,2022-12-21 16:16:54.343,0 days 00:00:07.576000
2022-12-21 16:16:54.343,Code.exe,2022-12-21 16:18:14.791,0 days 00:01:20.448000
2022-12-21 16:18:14.791,devenv.exe,2022-12-21 16:19:00.340,0 days 00:00:45.549000
2022-12-21 16:19:00.340,explorer.exe,2022-12-21 16:19:08.839,0 days 00:00:08.499000
2022-12-21 16:19:08.839,Acrobat.exe,2022-12-21 16:19:26.719,0 days 00:00:17.880000
2022-12-21 16:19:26.719,explorer.exe,2022-12-21 16:19:49.561,0 days 00:00:22.842000
2022-12-21 16:19:49.561,Code.exe,2022-12-21 16:19:50.465,0 days 00:00:00.904000
2022-12-21 16:19:50.465,LeagueClientUx.exe,2022-12-21 16:20:04.600,0 days 00:00:14.135000
2022-12-21 16:20:04.600,explorer.exe,2022-12-21 16:20:17.526,0 days 00:00:12.926000
2022-12-21 16:20:17.526,firefox.exe,2022-12-21 16:20:47.196,0 days 00:00:29.670000
2022-12-21 16:20:47.196,explorer.exe,2022-12-21 16:20:48.842,0 days 00:00:01.646000
2022-12-21 16:20:48.842,LeagueClientUx.exe,2022-12-21 16:20:49.383,0 days 00:00:00.541000
2022-12-21 16:20:49.383,explorer.exe,2022-12-21 16:20:58.843,0 days 00:00:09.460000
2022-12-21 16:20:58.843,ApplicationFrameHost.exe,2022-12-21 16:21:00.838,0 days 00:00:01.995000
2022-12-21 16:21:00.838,firefox.exe,2022-12-21 16:21:05.278,0 days 00:00:04.440000
2022-12-21 16:21:05.278,LeagueClientUx.exe,2022-12-21 16:21:30.900,0 days 00:00:25.622000
2022-12-21 16:21:30.900,explorer.exe,2022-12-21 16:21:38.845,0 days 00:00:07.945000
2022-12-21 16:21:38.845,LeagueClientUx.exe,2022-12-21 16:21:39.078,0 days 00:00:00.233000
2022-12-21 16:21:39.078,firefox.exe,2022-12-21 16:21:42.271,0 days 00:00:03.193000
2022-12-21 16:21:42.271,LeagueClientUx.exe,2022-12-21 16:21:43.756,0 days 00:00:01.485000
2022-12-21 16:21:43.756,firefox.exe,2022-12-21 16:21:47.233,0 days 00:00:03.477000
2022-12-21 16:21:47.233,LeagueClientUx.exe,2022-12-21 16:21:57.760,0 days 00:00:10.527000
2022-12-21 16:21:57.760,firefox.exe,2022-12-21 16:22:10.815,0 days 00:00:13.055000
2022-12-21 16:22:10.815,LeagueClientUx.exe,2022-12-21 16:22:18.846,0 days 00:00:08.031000
2022-12-21 16:22:18.846,firefox.exe,2022-12-21 16:22:27.706,0 days 00:00:08.860000
2022-12-21 16:22:27.706,League of Legends.exe,2022-12-21 16:22:29.667,0 days 00:00:01.961000
2022-12-21 16:22:29.667,explorer.exe,2022-12-21 16:22:30.834,0 days 00:00:01.167000
2022-12-21 16:22:30.834,ApplicationFrameHost.exe,2022-12-21 16:22:37.552,0 days 00:00:06.718000
2022-12-21 16:22:37.552,League of Legends.exe,2022-12-21 16:39:48.888,0 days 00:17:11.336000
2022-12-21 16:39:48.888,ApplicationFrameHost.exe,2022-12-21 16:40:13.241,0 days 00:00:24.353000
2022-12-21 16:40:13.241,LeagueClientUx.exe,2022-12-21 16:41:08.737,0 days 00:00:55.496000
2022-12-21 16:41:08.737,firefox.exe,2022-12-21 16:41:11.311,0 days 00:00:02.574000
2022-12-21 16:41:11.311,LeagueClientUx.exe,2022-12-21 16:41:14.156,0 days 00:00:02.845000
2022-12-21 16:41:14.156,firefox.exe,2022-12-21 16:41:18.549,0 days 00:00:04.393000
2022-12-21 16:41:18.549,LeagueClientUx.exe,2022-12-21 16:41:49.004,0 days 00:00:30.455000
2022-12-21 16:41:49.004,firefox.exe,2022-12-21 16:41:52.520,0 days 00:00:03.516000
2022-12-21 16:41:52.520,LeagueClientUx.exe,2022-12-21 16:41:58.737,0 days 00:00:06.217000
2022-12-21 16:41:58.737,firefox.exe,2022-12-21 16:42:16.259,0 days 00:00:17.522000
2022-12-21 16:42:16.259,LeagueClientUx.exe,2022-12-21 16:42:19.929,0 days 00:00:03.670000
2022-12-21 16:42:19.929,firefox.exe,2022-12-21 16:42:20.737,0 days 00:00:00.808000
2022-12-21 16:42:20.737,LeagueClientUx.exe,2022-12-21 16:42:42.036,0 days 00:00:21.299000
2022-12-21 16:42:42.036,firefox.exe,2022-12-21 16:42:53.829,0 days 00:00:11.793000
2022-12-21 16:42:53.829,LeagueClientUx.exe,2022-12-21 16:44:10.961,0 days 00:01:17.132000
2022-12-21 16:44:10.961,firefox.exe,2022-12-21 16:44:49.168,0 days 00:00:38.207000
2022-12-21 16:44:49.168,LeagueClientUx.exe,2022-12-21 16:44:52.210,0 days 00:00:03.042000
2022-12-21 16:44:52.210,firefox.exe,2022-12-21 16:45:01.735,0 days 00:00:09.525000
2022-12-21 16:45:01.735,LeagueClientUx.exe,2022-12-21 16:45:47.001,0 days 00:00:45.266000
2022-12-21 16:45:47.001,firefox.exe,2022-12-21 16:46:05.127,0 days 00:00:18.126000
2022-12-21 16:46:05.127,LeagueClientUx.exe,2022-12-21 16:46:11.080,0 days 00:00:05.953000
2022-12-21 16:46:11.080,firefox.exe,2022-12-21 16:46:19.695,0 days 00:00:08.615000
2022-12-21 16:46:19.695,League of Legends.exe,2022-12-21 16:46:24.760,0 days 00:00:05.065000
2022-12-21 16:46:24.760,firefox.exe,2022-12-21 16:46:39.461,0 days 00:00:14.701000
2022-12-21 16:46:39.461,explorer.exe,2022-12-21 16:46:41.383,0 days 00:00:01.922000
2022-12-21 16:46:41.383,League of Legends.exe,2022-12-21 16:47:34.694,0 days 00:00:53.311000
2022-12-21 16:47:34.694,firefox.exe,2022-12-21 16:47:35.914,0 days 00:00:01.220000
2022-12-21 16:47:35.914,League of Legends.exe,2022-12-21 16:47:39.696,0 days 00:00:03.782000
2022-12-21 16:47:39.696,firefox.exe,2022-12-21 16:47:39.947,0 days 00:00:00.251000
2022-12-21 16:47:39.947,League of Legends.exe,2022-12-21 16:53:08.256,0 days 00:05:28.309000
2022-12-21 16:53:08.256,firefox.exe,2022-12-21 16:53:10.216,0 days 00:00:01.960000
2022-12-21 16:53:10.216,League of Legends.exe,2022-12-21 16:58:17.575,0 days 00:05:07.359000
2022-12-21 16:58:17.575,firefox.exe,2022-12-21 16:58:25.773,0 days 00:00:08.198000
2022-12-21 16:58:25.773,League of Legends.exe,2022-12-21 17:02:08.943,0 days 00:03:43.170000
2022-12-21 17:02:08.943,LeagueClientUx.exe,2022-12-21 17:04:44.836,0 days 00:02:35.893000
2022-12-21 17:04:44.836,explorer.exe,2022-12-21 17:04:48.949,0 days 00:00:04.113000
2022-12-21 17:04:48.949,ApplicationFrameHost.exe,2022-12-21 17:04:50.658,0 days 00:00:01.709000
2022-12-21 17:04:50.658,firefox.exe,2022-12-21 17:05:23.806,0 days 00:00:33.148000
2022-12-21 17:05:23.806,LeagueClientUx.exe,2022-12-21 17:05:55.207,0 days 00:00:31.401000
2022-12-21 17:05:55.207,firefox.exe,2022-12-21 17:06:01.353,0 days 00:00:06.146000
2022-12-21 17:06:01.353,LeagueClientUx.exe,2022-12-21 17:06:22.666,0 days 00:00:21.313000
2022-12-21 17:06:22.666,firefox.exe,2022-12-21 17:06:31.208,0 days 00:00:08.542000
2022-12-21 17:06:31.208,explorer.exe,2022-12-21 17:06:33.568,0 days 00:00:02.360000
2022-12-21 17:06:33.568,Discord.exe,2022-12-21 17:06:35.794,0 days 00:00:02.226000
2022-12-21 17:06:35.794,LeagueClientUx.exe,2022-12-21 17:06:36.256,0 days 00:00:00.462000
2022-12-21 17:06:36.256,firefox.exe,2022-12-21 17:06:45.975,0 days 00:00:09.719000
2022-12-21 17:06:45.975,League of Legends.exe,2022-12-21 17:07:04.990,0 days 00:00:19.015000
2022-12-21 17:07:04.990,firefox.exe,2022-12-21 17:07:08.032,0 days 00:00:03.042000
2022-12-21 17:07:08.032,League of Legends.exe,2022-12-21 17:25:58.998,0 days 00:18:50.966000
2022-12-21 17:25:58.998,ApplicationFrameHost.exe,2022-12-21 17:26:04.042,0 days 00:00:05.044000
2022-12-21 17:26:04.042,LeagueClientUx.exe,2022-12-21 17:26:55.823,0 days 00:00:51.781000
2022-12-21 17:26:55.823,firefox.exe,2022-12-21 17:26:56.911,0 days 00:00:01.088000
2022-12-21 17:26:56.911,LeagueClientUx.exe,2022-12-21 17:26:58.096,0 days 00:00:01.185000
2022-12-21 17:26:58.096,firefox.exe,2022-12-21 17:27:08.738,0 days 00:00:10.642000
2022-12-21 17:27:08.738,LeagueClientUx.exe,2022-12-21 17:27:49.003,0 days 00:00:40.265000
2022-12-21 17:27:49.003,League of Legends.exe,2022-12-21 17:27:55.805,0 days 00:00:06.802000
2022-12-21 17:27:55.805,explorer.exe,2022-12-21 17:27:56.889,0 days 00:00:01.084000
2022-12-21 17:27:56.889,League of Legends.exe,2022-12-21 17:33:35.682,0 days 00:05:38.793000
2022-12-21 17:33:35.682,WindowsCamera.exe,2022-12-21 17:33:36.114,0 days 00:00:00.432000
2022-12-21 17:33:36.114,firefox.exe,2022-12-21 17:33:37.564,0 days 00:00:01.450000
2022-12-21 17:33:37.564,League of Legends.exe,2022-12-21 17:34:21.251,0 days 00:00:43.687000
2022-12-21 17:34:21.251,WindowsCamera.exe,2022-12-21 17:34:22.875,0 days 00:00:01.624000
2022-12-21 17:34:22.875,League of Legends.exe,2022-12-21 17:46:39.046,0 days 00:12:16.171000
2022-12-21 17:46:39.046,ApplicationFrameHost.exe,2022-12-21 17:46:45.963,0 days 00:00:06.917000
2022-12-21 17:46:45.963,LeagueClientUx.exe,2022-12-21 17:47:54.669,0 days 00:01:08.706000
2022-12-21 17:47:54.669,firefox.exe,2022-12-21 17:48:05.377,0 days 00:00:10.708000
2022-12-21 17:48:05.377,LeagueClientUx.exe,2022-12-21 17:48:06.434,0 days 00:00:01.057000
2022-12-21 17:48:06.434,firefox.exe,2022-12-21 17:48:14.006,0 days 00:00:07.572000
2022-12-21 17:48:14.006,LeagueClientUx.exe,2022-12-21 17:48:30.968,0 days 00:00:16.962000
2022-12-21 17:48:30.968,firefox.exe,2022-12-21 17:48:48.489,0 days 00:00:17.521000
2022-12-21 17:48:48.489,LeagueClientUx.exe,2022-12-21 17:49:39.052,0 days 00:00:50.563000
2022-12-21 17:49:39.052,League of Legends.exe,2022-12-21 17:49:41.112,0 days 00:00:02.060000
2022-12-21 17:49:41.112,firefox.exe,2022-12-21 17:49:42.670,0 days 00:00:01.558000
2022-12-21 17:49:42.670,explorer.exe,2022-12-21 17:49:43.588,0 days 00:00:00.918000
2022-12-21 17:49:43.588,League of Legends.exe,2022-12-21 17:50:06.882,0 days 00:00:23.294000
2022-12-21 17:50:06.882,firefox.exe,2022-12-21 17:50:19.054,0 days 00:00:12.172000
2022-12-21 17:50:19.054,Discord.exe,2022-12-21 17:50:20.645,0 days 00:00:01.591000
2022-12-21 17:50:20.645,explorer.exe,2022-12-21 17:50:22.318,0 days 00:00:01.673000
2022-12-21 17:50:22.318,League of Legends.exe,2022-12-21 17:51:04.818,0 days 00:00:42.500000
2022-12-21 17:51:04.818,firefox.exe,2022-12-21 17:51:05.917,0 days 00:00:01.099000
2022-12-21 17:51:05.917,League of Legends.exe,2022-12-21 18:01:17.048,0 days 00:10:11.131000
2022-12-21 18:01:17.048,firefox.exe,2022-12-21 18:01:18.527,0 days 00:00:01.479000
2022-12-21 18:01:18.527,explorer.exe,2022-12-21 18:01:19.079,0 days 00:00:00.552000
2022-12-21 18:01:19.079,League of Legends.exe,2022-12-21 18:01:20.958,0 days 00:00:01.879000
2022-12-21 18:01:20.958,explorer.exe,2022-12-21 18:01:21.274,0 days 00:00:00.316000
2022-12-21 18:01:21.274,League of Legends.exe,2022-12-21 18:03:30.963,0 days 00:02:09.689000
2022-12-21 18:03:30.963,firefox.exe,2022-12-21 18:03:32.437,0 days 00:00:01.474000
2022-12-21 18:03:32.437,explorer.exe,2022-12-21 18:03:34.613,0 days 00:00:02.176000
2022-12-21 18:03:34.613,League of Legends.exe,2022-12-21 18:03:43.114,0 days 00:00:08.501000
2022-12-21 18:03:43.114,firefox.exe,2022-12-21 18:03:44.134,0 days 00:00:01.020000
2022-12-21 18:03:44.134,explorer.exe,2022-12-21 18:03:44.956,0 days 00:00:00.822000
2022-12-21 18:03:44.956,League of Legends.exe,2022-12-21 18:05:08.379,0 days 00:01:23.423000
2022-12-21 18:05:08.379,explorer.exe,2022-12-21 18:05:08.867,0 days 00:00:00.488000
2022-12-21 18:05:08.867,League of Legends.exe,2022-12-21 18:09:29.099,0 days 00:04:20.232000
2022-12-21 18:09:29.099,explorer.exe,2022-12-21 18:09:32.145,0 days 00:00:03.046000
2022-12-21 18:09:32.145,LeagueClientUx.exe,2022-12-21 18:09:58.008,0 days 00:00:25.863000
2022-12-21 18:09:58.008,RiotClientUx.exe,2022-12-21 18:10:14.377,0 days 00:00:16.369000
2022-12-21 18:10:14.377,LeagueClientUx.exe,2022-12-21 18:10:39.102,0 days 00:00:24.725000
2022-12-21 18:10:39.102,RiotClientUx.exe,2022-12-21 18:12:44.139,0 days 00:02:05.037000
2022-12-21 18:12:44.139,firefox.exe,2022-12-21 18:12:49.340,0 days 00:00:05.201000
2022-12-21 18:12:49.340,LeagueClientUx.exe,2022-12-21 18:13:00.186,0 days 00:00:10.846000
2022-12-21 18:13:00.186,explorer.exe,2022-12-21 18:13:00.418,0 days 00:00:00.232000
2022-12-21 18:13:00.418,LeagueClientUx.exe,2022-12-21 18:13:20.915,0 days 00:00:20.497000
2022-12-21 18:13:20.915,explorer.exe,2022-12-21 18:13:26.876,0 days 00:00:05.961000
2022-12-21 18:13:26.876,LeagueClientUx.exe,2022-12-21 18:13:47.311,0 days 00:00:20.435000
2022-12-21 18:13:47.311,firefox.exe,2022-12-21 18:13:56.431,0 days 00:00:09.120000
2022-12-21 18:13:56.431,LeagueClientUx.exe,2022-12-21 18:13:57.124,0 days 00:00:00.693000
2022-12-21 18:13:57.124,firefox.exe,2022-12-21 18:14:02.477,0 days 00:00:05.353000
2022-12-21 18:14:02.477,LeagueClientUx.exe,2022-12-21 18:14:05.765,0 days 00:00:03.288000
2022-12-21 18:14:05.765,firefox.exe,2022-12-21 18:14:13.607,0 days 00:00:07.842000
2022-12-21 18:14:13.607,LeagueClientUx.exe,2022-12-21 18:14:16.081,0 days 00:00:02.474000
2022-12-21 18:14:16.081,firefox.exe,2022-12-21 18:14:17.095,0 days 00:00:01.014000
2022-12-21 18:14:17.095,LeagueClientUx.exe,2022-12-21 18:14:39.112,0 days 00:00:22.017000
2022-12-21 18:14:39.112,firefox.exe,2022-12-21 18:14:45.153,0 days 00:00:06.041000
2022-12-21 18:14:45.153,League of Legends.exe,2022-12-21 18:14:46.580,0 days 00:00:01.427000
2022-12-21 18:14:46.580,explorer.exe,2022-12-21 18:14:48.330,0 days 00:00:01.750000
2022-12-21 18:14:48.330,firefox.exe,2022-12-21 18:14:59.273,0 days 00:00:10.943000
2022-12-21 18:14:59.273,League of Legends.exe,2022-12-21 18:15:05.885,0 days 00:00:06.612000
2022-12-21 18:15:05.885,firefox.exe,2022-12-21 18:15:06.926,0 days 00:00:01.041000
2022-12-21 18:15:06.926,League of Legends.exe,2022-12-21 18:15:09.113,0 days 00:00:02.187000
2022-12-21 18:15:09.113,firefox.exe,2022-12-21 18:15:11.270,0 days 00:00:02.157000
2022-12-21 18:15:11.270,League of Legends.exe,2022-12-21 18:15:16.506,0 days 00:00:05.236000
2022-12-21 18:15:16.506,firefox.exe,2022-12-21 18:15:16.972,0 days 00:00:00.466000
2022-12-21 18:15:16.972,League of Legends.exe,2022-12-21 18:19:48.376,0 days 00:04:31.404000
2022-12-21 18:19:48.376,firefox.exe,2022-12-21 18:19:49.790,0 days 00:00:01.414000
2022-12-21 18:19:49.790,explorer.exe,2022-12-21 18:19:50.063,0 days 00:00:00.273000
2022-12-21 18:19:50.063,firefox.exe,2022-12-21 18:19:50.724,0 days 00:00:00.661000
2022-12-21 18:19:50.724,League of Legends.exe,2022-12-21 18:19:53.438,0 days 00:00:02.714000
2022-12-21 18:19:53.438,explorer.exe,2022-12-21 18:19:53.828,0 days 00:00:00.390000
2022-12-21 18:19:53.828,League of Legends.exe,2022-12-21 18:23:01.659,0 days 00:03:07.831000
2022-12-21 18:23:01.659,ApplicationFrameHost.exe,2022-12-21 18:23:03.154,0 days 00:00:01.495000
2022-12-21 18:23:03.154,explorer.exe,2022-12-21 18:23:04.279,0 days 00:00:01.125000
2022-12-21 18:23:04.279,SearchApp.exe,2022-12-21 18:23:04.647,0 days 00:00:00.368000
2022-12-21 18:23:04.647,League of Legends.exe,2022-12-21 18:24:37.773,0 days 00:01:33.126000
2022-12-21 18:24:37.773,firefox.exe,2022-12-21 18:24:39.137,0 days 00:00:01.364000
2022-12-21 18:24:39.137,ApplicationFrameHost.exe,2022-12-21 18:24:39.462,0 days 00:00:00.325000
2022-12-21 18:24:39.462,League of Legends.exe,2022-12-21 18:31:18.323,0 days 00:06:38.861000
2022-12-21 18:31:18.323,firefox.exe,2022-12-21 18:31:20.003,0 days 00:00:01.680000
2022-12-21 18:31:20.003,League of Legends.exe,2022-12-21 18:35:45.831,0 days 00:04:25.828000
2022-12-21 18:35:45.831,LeagueClientUx.exe,2022-12-21 18:35:59.039,0 days 00:00:13.208000
2022-12-21 18:35:59.039,firefox.exe,2022-12-21 18:36:08.870,0 days 00:00:09.831000
2022-12-21 18:36:08.870,LeagueClientUx.exe,2022-12-21 18:36:16.430,0 days 00:00:07.560000
2022-12-21 18:36:16.430,firefox.exe,2022-12-21 18:36:30.404,0 days 00:00:13.974000
2022-12-21 18:36:30.404,LeagueClientUx.exe,2022-12-21 18:37:02.364,0 days 00:00:31.960000
2022-12-21 18:37:02.364,firefox.exe,2022-12-21 18:37:05.783,0 days 00:00:03.419000
2022-12-21 18:37:05.783,LeagueClientUx.exe,2022-12-21 18:37:07.768,0 days 00:00:01.985000
2022-12-21 18:37:07.768,firefox.exe,2022-12-21 18:37:13.137,0 days 00:00:05.369000
2022-12-21 18:37:13.137,LeagueClientUx.exe,2022-12-21 18:37:49.170,0 days 00:00:36.033000
2022-12-21 18:37:49.170,firefox.exe,2022-12-21 18:37:59.170,0 days 00:00:10
2022-12-21 18:37:59.170,League of Legends.exe,2022-12-21 18:38:14.376,0 days 00:00:15.206000
2022-12-21 18:38:14.376,firefox.exe,2022-12-21 18:38:19.864,0 days 00:00:05.488000
2022-12-21 18:38:19.864,League of Legends.exe,2022-12-21 18:38:25.908,0 days 00:00:06.044000
2022-12-21 18:38:25.908,firefox.exe,2022-12-21 18:38:26.869,0 days 00:00:00.961000
2022-12-21 18:38:26.869,League of Legends.exe,2022-12-21 18:52:59.206,0 days 00:14:32.337000
2022-12-21 18:52:59.206,ApplicationFrameHost.exe,2022-12-21 18:53:21.156,0 days 00:00:21.950000
2022-12-21 18:53:21.156,LeagueClientUx.exe,2022-12-21 18:53:35.243,0 days 00:00:14.087000
2022-12-21 18:53:35.243,explorer.exe,2022-12-21 18:53:36.480,0 days 00:00:01.237000
2022-12-22 03:18:21.314,Teams.exe,2022-12-22 03:18:51.542,0 days 00:00:30.228000
2022-12-22 03:18:51.542,Discord.exe,2022-12-22 03:18:56.738,0 days 00:00:05.196000
2022-12-22 03:18:56.738,explorer.exe,2022-12-22 03:19:11.542,0 days 00:00:14.804000
2022-12-22 03:19:11.542,RiotClientUx.exe,2022-12-22 03:19:41.543,0 days 00:00:30.001000
2022-12-22 03:19:41.543,Discord.exe,2022-12-22 03:19:46.674,0 days 00:00:05.131000
2022-12-22 03:19:46.674,explorer.exe,2022-12-22 03:19:51.543,0 days 00:00:04.869000
2022-12-22 03:19:51.543,LeagueClientUx.exe,2022-12-22 03:20:01.993,0 days 00:00:10.450000
2022-12-22 03:20:01.993,explorer.exe,2022-12-22 03:20:03.479,0 days 00:00:01.486000
2022-12-22 03:20:03.479,SearchApp.exe,2022-12-22 03:20:04.707,0 days 00:00:01.228000
2022-12-22 03:20:04.707,LeagueClientUx.exe,2022-12-22 03:20:15.111,0 days 00:00:10.404000
2022-12-22 03:20:15.111,firefox.exe,2022-12-22 03:20:19.776,0 days 00:00:04.665000
2022-12-22 03:20:19.776,ApplicationFrameHost.exe,2022-12-22 03:20:59.665,0 days 00:00:39.889000
2022-12-22 03:20:59.665,firefox.exe,2022-12-22 03:21:32.441,0 days 00:00:32.776000
2022-12-22 03:21:32.441,LeagueClientUx.exe,2022-12-22 03:21:40.418,0 days 00:00:07.977000
2022-12-22 03:21:40.418,firefox.exe,2022-12-22 03:21:43.530,0 days 00:00:03.112000
2022-12-22 03:21:43.530,LeagueClientUx.exe,2022-12-22 03:22:12.390,0 days 00:00:28.860000
2022-12-22 03:22:12.390,firefox.exe,2022-12-22 03:22:36.789,0 days 00:00:24.399000
2022-12-22 03:22:36.789,LeagueClientUx.exe,2022-12-22 03:22:39.165,0 days 00:00:02.376000
2022-12-22 03:22:39.165,firefox.exe,2022-12-22 03:22:44.575,0 days 00:00:05.410000
2022-12-22 03:22:44.575,LeagueClientUx.exe,2022-12-22 03:22:58.840,0 days 00:00:14.265000
2022-12-22 03:22:58.840,firefox.exe,2022-12-22 03:23:12.763,0 days 00:00:13.923000
2022-12-22 03:23:12.763,LeagueClientUx.exe,2022-12-22 03:23:16.416,0 days 00:00:03.653000
2022-12-22 03:23:16.416,firefox.exe,2022-12-22 03:24:37.586,0 days 00:01:21.170000
2022-12-22 03:24:37.586,LeagueClientUx.exe,2022-12-22 03:24:40.916,0 days 00:00:03.330000
2022-12-22 03:24:40.916,firefox.exe,2022-12-22 03:24:41.963,0 days 00:00:01.047000
2022-12-22 03:24:41.963,LeagueClientUx.exe,2022-12-22 03:24:51.453,0 days 00:00:09.490000
2022-12-22 03:24:51.453,firefox.exe,2022-12-22 03:24:57.143,0 days 00:00:05.690000
2022-12-22 03:24:57.143,LeagueClientUx.exe,2022-12-22 03:25:51.558,0 days 00:00:54.415000
2022-12-22 03:25:51.558,firefox.exe,2022-12-22 03:26:01.558,0 days 00:00:10
2022-12-22 03:26:01.558,League of Legends.exe,2022-12-22 03:26:14.635,0 days 00:00:13.077000
2022-12-22 03:26:14.635,firefox.exe,2022-12-22 03:26:15.285,0 days 00:00:00.650000
2022-12-22 03:26:15.285,League of Legends.exe,2022-12-22 03:26:23.782,0 days 00:00:08.497000
2022-12-22 03:26:23.782,ApplicationFrameHost.exe,2022-12-22 03:26:25.033,0 days 00:00:01.251000
2022-12-22 03:26:25.033,League of Legends.exe,2022-12-22 03:41:41.595,0 days 00:15:16.562000
2022-12-22 03:41:41.595,ApplicationFrameHost.exe,2022-12-22 03:41:52.599,0 days 00:00:11.004000
2022-12-22 03:41:52.599,LeagueClientUx.exe,2022-12-22 03:42:06.481,0 days 00:00:13.882000
2022-12-22 03:42:06.481,firefox.exe,2022-12-22 03:42:44.445,0 days 00:00:37.964000
2022-12-22 03:42:44.445,LeagueClientUx.exe,2022-12-22 03:42:52.927,0 days 00:00:08.482000
2022-12-22 03:42:52.927,firefox.exe,2022-12-22 03:43:17.796,0 days 00:00:24.869000
2022-12-22 03:43:17.796,LeagueClientUx.exe,2022-12-22 03:43:39.772,0 days 00:00:21.976000
2022-12-22 03:43:39.772,firefox.exe,2022-12-22 03:43:50.041,0 days 00:00:10.269000
2022-12-22 03:43:50.041,LeagueClientUx.exe,2022-12-22 03:44:03.408,0 days 00:00:13.367000
2022-12-22 03:44:03.408,firefox.exe,2022-12-22 03:44:15.037,0 days 00:00:11.629000
2022-12-22 03:44:15.037,LeagueClientUx.exe,2022-12-22 03:44:19.433,0 days 00:00:04.396000
2022-12-22 03:44:19.433,firefox.exe,2022-12-22 03:44:24.112,0 days 00:00:04.679000
2022-12-22 03:44:24.112,LeagueClientUx.exe,2022-12-22 03:44:46.799,0 days 00:00:22.687000
2022-12-22 03:44:46.799,firefox.exe,2022-12-22 03:45:00.782,0 days 00:00:13.983000
2022-12-22 03:45:00.782,League of Legends.exe,2022-12-22 03:45:01.126,0 days 00:00:00.344000
2022-12-22 03:45:01.126,firefox.exe,2022-12-22 03:45:04.114,0 days 00:00:02.988000
